EM_ID,UCMC,Date,Year,Month,Ordinal day,Site,Plot,Plant,Plant species name,Plant common name,Plant family,Insect Order,Insect family,Insect species name,Insect notes,Notes,PA
EM02140,,9/2/19,2019,9,245,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,female,,1
EM02146,,9/2/19,2019,9,245,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus californicus,female,,1
,,9/2/19,2019,9,245,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus appositus,,,1
,,9/2/19,2019,9,245,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
EM02611,,9/4/21,2021,9,247,Elk M.,4,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
,,9/4/21,2021,9,247,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus occidentalis,released,,1
EM02614,,9/10/21,2021,9,253,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
EM02620,,9/10/21,2021,9,253,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02615,,9/10/21,2021,9,253,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,male,,1
EM02621,,9/10/21,2021,9,253,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,male,,1
EM02616,,9/10/21,2021,9,253,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus fernaldae,,,1
EM02633,,9/19/21,2021,9,262,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02635,,9/19/21,2021,9,262,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02637,,9/19/21,2021,9,262,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02638,,9/19/21,2021,9,262,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
,,9/5/22,2022,9,248,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,f,,1
,,9/5/22,2022,9,248,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,f,,1
,,9/5/22,2022,9,248,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,f,,1
,,9/5/22,2022,9,248,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,f,,1
,,9/5/22,2022,9,248,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,f,,1
,,9/5/22,2022,9,248,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,m,,1
,,9/5/22,2022,9,248,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,m,,1
,,9/13/22,2022,9,256,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus occidentalis,,,1
,,9/13/22,2022,9,256,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,m,,1
,,9/13/22,2022,9,256,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,m,,1
,,9/13/22,2022,9,256,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,m,,1
,,9/18/22,2022,9,261,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,m,,1
,,9/18/22,2022,9,261,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,m,,1
,,9/18/22,2022,9,261,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Apidae,Bombus occidentalis,q,,1
EM01447,,8/19/16,2016,8,232,Elk M.,2,ERISPE,Erigeron speciosus,Aspen Daisy,Asteraceae,Hymenoptera,Halictidae,Agapostemon angelicus/texanus,male angelicus,,1
EM01970,,8/4/18,2018,8,216,Elk M.,2,ERISPE,Erigeron speciosus,Aspen Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01976,,8/4/18,2018,8,216,Elk M.,2,ERISPE,Erigeron speciosus,Aspen Daisy,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM02053,,7/17/17,2017,7,198,Elk M.,1,LUPARG,Lupinus argenteus,Silvery Lupine,Fabaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) ruidosense,female,,1
EM01551,,6/20/17,2017,6,171,Elk M.,4,ERYCAP,Erysimum capitatum,Western Wallflower,Brassicaceae,Hymenoptera,Halictidae,Halictus virgatellus,female,,1
EM02032,,6/26/17,2017,6,177,Elk M.,1,ERYCAP,Erysimum capitatum,Western Wallflower,Brassicaceae,Hymenoptera,Halictidae,Lasioglossum inconditum,,,1
EM01846,,6/29/18,2018,6,180,Elk M.,2,ERYCAP,Erysimum capitatum,Western Wallflower,Brassicaceae,Hymenoptera,Colletidae,Colletes nigrifrons,female,,1
EM02209,,7/5/20,2020,7,187,Elk M.,2,ERYCAP,Erysimum capitatum,Western Wallflower,Brassicaceae,Hymenoptera,Colletidae,Colletes nigrifrons,female; OSMIA BOX,,1
,,6/27/22,2022,6,178,Elk M.,2,ERYCAP,Erysimum capitatum,Western Wallflower,Brassicaceae,Hymenoptera,Apidae,Bombus bifarius,,,1
EM00221,UCMC 0233971,7/2/15,2015,7,183,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) ruidosense,female,,1
EM00271,UCMC 0234021,7/9/15,2015,7,190,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) ruidosense,female,,1
EM01301,,6/4/16,2016,6,156,Elk M.,5,FRAVIR,Fragaria virginiana,Wild Strawberry,Rosaceae,Hymenoptera,Megachilidae,Osmia sp. B,male,,1
EM01374,,7/8/16,2016,7,190,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) ruidosense,female,,1
EM01330,,6/24/16,2016,6,176,Elk M.,5,FRAVIR,Fragaria virginiana,Wild Strawberry,Rosaceae,Hymenoptera,Andrenidae,Andrena salicifloris,male,,1
EM02040,,7/3/17,2017,7,184,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) ruidosense,female,,1
,,5/24/18,2018,5,144,Elk M.,4,FRAVIR,Fragaria virginiana,Wild Strawberry,Rosaceae,Hymenoptera,Megachilidae,Osmia spp.,male,same as EM01779,1
EM02046,,7/3/17,2017,7,184,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) ruidosense,female,,1
EM02111,,7/2/19,2019,7,183,Elk M.,3,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) ruidosense,det. JR,,1
EM02130,,7/9/19,2019,7,190,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) ruidosense,det. JR,,1
EM02071,,6/11/19,2019,6,162,Elk M.,2,RANINA,Ranunculus inamoenus,Graceful Buttercup,Ranunculaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) ruidosense,det. JR,,1
EM02110,,7/9/19,2019,7,190,Elk M.,2,GALBOR,Galium boreale,Northern Bedstraw,Rubiaceae,Hymenoptera,Andrenidae,Andrena amphibola,female,,1
EM00937,UCMC 0234687,7/30/15,2015,7,211,Elk M.,1,GENACU,Gentianella acuta,Little Gentian,Gentianaceae,Hymenoptera,Halictidae,Lasioglossum sp. 1,female,,1
,,8/1/20,2020,8,214,Elk M.,3,GENACU,Gentianella acuta,Little Gentian,Gentianaceae,Hymenoptera,Apidae,Bombus appositus,,,1
EM02235,,8/1/20,2020,8,214,Elk M.,4,GENACU,Gentianella acuta,Little Gentian,Gentianaceae,Hymenoptera,Apidae,Anthophora urbana,,,1
EM02237,,8/1/20,2020,8,214,Elk M.,4,GENACU,Gentianella acuta,Little Gentian,Gentianaceae,Hymenoptera,Apidae,Anthophora terminalis,,,1
,,8/6/22,2022,8,218,Elk M.,4,GENACU,Gentianella acuta,Little Gentian,Gentianaceae,Hymenoptera,Apidae,Bombus bifarius,,,1
EM01868,,7/6/18,2018,7,187,Elk M.,2,GERRIC,Geranium richardsonii,Richardson Geranium,Geraniaceae,Hymenoptera,Apidae,Bombus mixtus,,,1
EM02157,,8/6/19,2019,8,218,Elk M.,2,GERRIC,Geranium richardsonii,Richardson Geranium,Geraniaceae,Hymenoptera,Colletidae,Hylaeus annulatus,female,,1
EM00952,UCMC 0234702,7/30/15,2015,7,211,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Andrenidae,Panurginus spp.,female,,1
EM00953,UCMC 0234703,7/30/15,2015,7,211,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Colletidae,Hylaeus personatellus,female,,1
EM01113,UCMC 0234863,8/20/15,2015,8,232,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Agapostemon angelicus/texanus,female. can't distunguish species morphologically,,1
EM01128,UCMC 0234878,8/20/15,2015,8,232,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Agapostemon angelicus/texanus,female. can't distunguish species morphologically,,1
EM01136,UCMC 0234886,8/20/15,2015,8,232,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,male,,1
EM01173,UCMC 0234923,9/3/15,2015,9,246,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Agapostemon angelicus/texanus,male angelicus,,1
EM01206,UCMC 0234956,9/10/15,2015,9,253,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Melissodes confusus,male,,1
EM01216,UCMC 0234966,9/10/15,2015,9,253,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Agapostemon angelicus/texanus,male angelicus,,1
EM01219,UCMC 0234969,9/10/15,2015,9,253,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Agapostemon angelicus/texanus,male angelicus,,1
EM01209,UCMC 0234959,9/10/15,2015,9,253,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Agapostemon angelicus/texanus,male angelicus,,1
EM01230,UCMC 0234980,9/17/15,2015,9,260,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Agapostemon angelicus/texanus,male angelicus,,1
EM01422,,7/29/16,2016,7,211,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM01434,,7/29/16,2016,7,211,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM01420,,7/29/16,2016,7,211,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,male,,1
EM01435,,8/5/16,2016,8,218,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Megachilidae,Megachile relativa,male,,1
EM01444,,8/11/16,2016,8,224,Elk M.,1,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Andrenidae,Pseudopanurgus didirupa,female,,1
EM01462,,8/19/16,2016,8,232,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Melissodes confusus,male,,1
EM01446,,8/19/16,2016,8,232,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Agapostemon angelicus/texanus,male angelicus,,1
EM01469,,8/26/16,2016,8,239,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Andrenidae,Andrena sp. 3,female,,1
EM01475,,8/26/16,2016,8,239,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Andrenidae,Andrena sp. 2,female,,1
EM01467,,8/26/16,2016,8,239,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Lasioglossum sp.,Lasioglossum (Dialictus) mixed spp.; male,,1
EM02042,,7/3/17,2017,7,184,Elk M.,2,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) ruidosense,female,,1
EM01463a,,8/26/16,2016,8,239,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus sylvicola,,,1
EM01478,,8/26/16,2016,8,239,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
EM01489,,9/9/16,2016,9,253,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus californicus,female,,1
EM01490,,9/9/16,2016,9,253,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Halictus ligatus,female,,1
EM01617,,7/17/17,2017,7,198,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Colletidae,Hylaeus personatellus,female,,1
EM01619,,7/17/17,2017,7,198,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Megachilidae,Megachile relativa,female,,1
EM01647,,7/25/17,2017,7,206,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,male,,1
EM01663,,7/31/17,2017,7,212,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Agapostemon angelicus/texanus,female. can't distunguish species morphologically,,1
EM01651,,7/31/17,2017,7,212,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Lasioglossum inconditum,Hemihalictus group; male,,1
EM01658,,7/31/17,2017,7,212,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,male,,1
EM01673,,7/31/17,2017,7,212,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus melanopygus,male,,1
EM01653,,7/31/17,2017,7,212,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,worker,,1
EM01677,,7/31/17,2017,7,212,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,worker,,1
EM01659,,7/31/17,2017,7,212,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01672,,7/31/17,2017,7,212,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01681,,8/8/17,2017,8,220,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01707,,8/14/17,2017,8,226,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Megachilidae,Coelioxys sodalis,kleptoparasitic on megachille; female,,1
EM01694,,8/14/17,2017,8,226,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,male,,1
EM01703,,8/14/17,2017,8,226,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Augochlorella aurata,male,,1
EM01692,,8/14/17,2017,8,226,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,male,,1
EM01689,,8/14/17,2017,8,226,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,worker,,1
EM01705,,8/14/17,2017,8,226,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,worker,,1
EM01697,,8/14/17,2017,8,226,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,worker,,1
EM01701,,8/14/17,2017,8,226,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,worker,,1
EM01690,,8/14/17,2017,8,226,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,worker,,1
EM01702,,8/14/17,2017,8,226,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01704,,8/14/17,2017,8,226,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
,,8/14/17,2017,8,226,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,worker,,1
EM02105,,7/13/19,2019,7,194,Elk M.,3,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) ruidosense,det. JR,,1
EM01921,,7/11/18,2018,7,192,Elk M.,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) ruidosense,female,,1
EM01718,,8/22/17,2017,8,234,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,male,,1
EM01724,,8/22/17,2017,8,234,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Halictus ligatus,male,,1
EM01715,,8/22/17,2017,8,234,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,male,,1
EM01719,,8/22/17,2017,8,234,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,male,,1
EM01720,,8/22/17,2017,8,234,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,male,,1
EM01726,,8/22/17,2017,8,234,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01716,,8/22/17,2017,8,234,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,worker,,1
EM01723,,8/22/17,2017,8,234,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01742,,8/30/17,2017,8,242,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,male,,1
EM01731,,8/30/17,2017,8,242,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,worker,,1
EM01735,,8/30/17,2017,8,242,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,worker,,1
EM01736,,8/30/17,2017,8,242,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01741,,8/30/17,2017,8,242,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,worker,,1
EM01737,,8/30/17,2017,8,242,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,worker,,1
EM02154,,8/6/19,2019,8,218,Elk M.,3,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) ruidosense,det. JR,,1
EM01753,,9/6/17,2017,9,249,Elk M.,3,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) ruidosense,female,,1
EM01748,,9/6/17,2017,9,249,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01752,,9/6/17,2017,9,249,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01763,,9/13/17,2017,9,256,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Lasioglossum foxii,Hemihalictus group; male,,1
EM01915,,7/11/18,2018,7,192,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Colletidae,Hylaeus personatellus,female,,1
EM01931,,7/20/18,2018,7,201,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Megachilidae,Megachile relativa,female,,1
,,7/20/18,2018,7,201,Elk M.,2,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Megachilidae,Megachile relativa,female,,1
,,7/20/18,2018,7,201,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01964,,7/25/18,2018,7,206,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Megachilidae,Megachile pugnata,male,,1
EM01960,,7/25/18,2018,7,206,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01945,,7/25/18,2018,7,206,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01965,,7/25/18,2018,7,206,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01948,,7/25/18,2018,7,206,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01971,,8/4/18,2018,8,216,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01968,,8/4/18,2018,8,216,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01974,,8/4/18,2018,8,216,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01972,,8/4/18,2018,8,216,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01977,,8/4/18,2018,8,216,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01978,,8/4/18,2018,8,216,Elk M.,6,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01983,,8/10/18,2018,8,222,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,male,,1
EM01987,,8/10/18,2018,8,222,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01992,,8/10/18,2018,8,222,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01992,,8/10/18,2018,8,222,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01992,,8/10/18,2018,8,222,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01992,,8/10/18,2018,8,222,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01994,,8/10/18,2018,8,222,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01990,,8/10/18,2018,8,222,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01990,,8/10/18,2018,8,222,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
