EM_ID,UCMC,Date,Year,Month,Ordinal day,Site,Plot,Plant,Plant species name,Plant common name,Plant family,Insect Order,Insect family,Insect species name,Insect notes,Notes,PA
EM02511,,7/28/21,2021,7,209,Elk M.,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Megachilidae,Hoplitis fulgida,female,,1
EM02512,,7/28/21,2021,7,209,Elk M.,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus mixtus,female,,1
EM02513,,7/28/21,2021,7,209,Elk M.,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02514,,7/28/21,2021,7,209,Elk M.,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Megachilidae,Osmia pusilla,female,,1
EM02748,,7/21/22,2022,7,202,Elk M.,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus,,,1
EM02750,,7/21/22,2022,7,202,Elk M.,4,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus,,,1
EM02754,,7/21/22,2022,7,202,Elk M.,4,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus,,,1
,,7/21/22,2022,7,202,Elk M.,4,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus,same as EM02754,,1
EM02759,,7/21/22,2022,7,202,Elk M.,3,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus,,,1
EM02773,,7/21/22,2022,7,202,Elk M.,3,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus,,,1
EM02775,,7/21/22,2022,7,202,Elk M.,4,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus,,,1
EM01431,,7/29/16,2016,7,211,Elk M.,5,SOLMUL,Solidago multiradiata,Rocky Mountain Goldenrod,Asteraceae,Hymenoptera,Halictidae,Sphecodes sp.,male,,1
EM01657,,7/31/17,2017,7,212,Elk M.,5,SOLMUL,Solidago multiradiata,Rocky Mountain Goldenrod,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,male,,1
EM01932,,7/20/18,2018,7,201,Elk M.,3,SOLMUL,Solidago multiradiata,Rocky Mountain Goldenrod,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01951,,7/25/18,2018,7,206,Elk M.,5,SOLMUL,Solidago multiradiata,Rocky Mountain Goldenrod,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01972,,8/4/18,2018,8,216,Elk M.,5,SOLMUL,Solidago multiradiata,Rocky Mountain Goldenrod,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01994,,8/10/18,2018,8,222,Elk M.,3,SOLMUL,Solidago multiradiata,Rocky Mountain Goldenrod,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
,,8/20/19,2019,8,232,Elk M.,5,SOLMUL,Solidago multiradiata,Rocky Mountain Goldenrod,Asteraceae,Hymenoptera,Apidae,Bombus mixtus,,,1
EM02247,,8/8/20,2020,8,221,Elk M.,5,SOLMUL,Solidago multiradiata,Rocky Mountain Goldenrod,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
,,8/16/18,2018,8,228,Elk M.,3,SOLSIM,Solidago simplex,Sticky Goldenrod,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,worker,same as EM02004,1
EM02554,,8/12/21,2021,8,224,Elk M.,2,SOLSIM,Solidago simplex,Sticky Goldenrod,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
EM02114,,7/23/19,2019,7,204,Elk M.,1,DODPUL,Dodecatheon pulchellum,Darkthroat Shooting Star,Primulaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,det. JR,,1
EM01500,,9/26/16,2016,9,270,Elk M.,1,ERIEXI,Erigeron eximius,Splendid Daisy,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,male,,1
,,9/9/16,2016,9,253,Elk M.,5,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Halictidae,Lasioglossum sp.,Lasioglossum (Dialictus) mixed spp.,,1
EM01302,,6/4/16,2016,6,156,Elk M.,5,FRAVIR,Fragaria virginiana,Wild Strawberry,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM01782,,5/31/18,2018,5,151,Elk M.,5,FRAVIR,Fragaria virginiana,Wild Strawberry,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM01479,,8/26/16,2016,8,239,Elk M.,3,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,male,,1
EM01730,,8/22/17,2017,8,234,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM01728,,8/22/17,2017,8,234,Elk M.,5,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
,,8/20/19,2019,8,232,Elk M.,4,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
EM01747,,9/6/17,2017,9,249,Elk M.,4,HETVIL,Heterotheca villosa,Hairy False Goldenaster,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,male,,1
EM02139,,9/2/19,2019,9,245,Elk M.,4,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Halictidae,Halictus confusus,female,,1
EM02148,,9/2/19,2019,9,245,Elk M.,3,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Apidae,Bombus rufocinctus,,,1
,,9/9/19,2019,9,252,Elk M.,5,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
EM01766,,9/13/17,2017,9,256,Elk M.,1,HYPRAD,Hypochaeris radicata,Spotted Cat's Ear,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,male,,1
EM01513,,6/12/17,2017,6,163,Elk M.,4,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM02543,,8/12/21,2021,8,224,Elk M.,4,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
,,8/19/21,2021,8,231,Elk M.,4,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,bombus; EM02579,,1
EM02576,,8/19/21,2021,8,231,Elk M.,4,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02589,,8/28/21,2021,8,240,Elk M.,3,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02586,,8/28/21,2021,8,240,Elk M.,6,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02599,,8/28/21,2021,8,240,Elk M.,6,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02625,,9/10/21,2021,9,253,Elk M.,6,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02623,,9/10/21,2021,9,253,Elk M.,6,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,male,,1
,,8/13/22,2022,8,225,Elk M.,3,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
,,8/13/22,2022,8,225,Elk M.,3,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,,,1
EM00152,UCMC 0233902,6/18/15,2015,6,169,Elk M.,6,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Halictus tripartitus,female,,1
EM00043,UCMC 0233793,6/24/15,2015,6,175,Elk M.,1,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Lasioglossum inconditum,female,,1
EM01300,,6/4/16,2016,6,156,Elk M.,3,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Megachilidae,Osmia sp. A,male,,1
,,6/10/16,2016,6,162,Elk M.,5,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Lasioglossum sp.,Lasioglossum (Dialictus) mixed spp.; female,,1
EM01311b,,6/10/16,2016,6,162,Elk M.,4,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Megachilidae,Osmia bucephala,,,1
EM02124,,7/9/19,2019,7,190,Elk M.,4,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,det. JR,,1
EM02133,,7/30/19,2019,7,211,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,det. JR,,1
EM01504,,5/30/17,2017,5,150,Elk M.,4,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Lasioglossum sp.,Lasioglossum (Dialictus) mixed spp.; female,,1
EM01503,,5/30/17,2017,5,150,Elk M.,4,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Megachilidae,Osmia sp. E,male,check,1
,,5/30/17,2017,5,150,Elk M.,4,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Lasioglossum sp.,,same as EM01504,1
,,5/30/17,2017,5,150,Elk M.,4,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Lasioglossum sp.,,same as EM01504,1
,,5/30/17,2017,5,150,Elk M.,4,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Lasioglossum sp.,,same as EM01504,1
,,5/30/17,2017,5,150,Elk M.,4,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Lasioglossum sp.,,same as EM01504,1
,,5/30/17,2017,5,150,Elk M.,4,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Lasioglossum sp.,,same as EM01504,1
,,5/30/17,2017,5,150,Elk M.,4,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Lasioglossum sp.,,same as EM01504,1
EM01532,,6/5/17,2017,6,156,Elk M.,6,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Megachilidae,Osmia bucephala,male,,1
,,8/6/19,2019,8,218,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,same as EM02158,,1
EM02062,,7/31/17,2017,7,212,Elk M.,2,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM01527,,6/12/17,2017,6,163,Elk M.,2,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Megachilidae,Osmia sp. D,male,check,1
,,6/12/17,2017,6,163,Elk M.,2,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Lasioglossum sp.,,same as EM01526,1
EM01717,,8/22/17,2017,8,234,Elk M.,2,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Apidae,Bombus flavifrons,worker,,1
EM02127,,7/23/19,2019,7,204,Elk M.,2,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,det. JR,,1
EM01790,,5/31/18,2018,5,151,Elk M.,2,RANINA,Ranunculus inamoenus,Graceful Buttercup,Ranunculaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM01738,,8/30/17,2017,8,242,Elk M.,4,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,male,,1
EM01750,,9/6/17,2017,9,249,Elk M.,6,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM01765,,9/13/17,2017,9,256,Elk M.,1,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Sphecodes sp.,male,,1
EM01779,,5/24/18,2018,5,144,Elk M.,4,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Megachilidae,Osmia spp.,male,,1
EM01788,,5/31/18,2018,5,151,Elk M.,1,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Lasioglossum inconditum,female,,1
EM01789,,5/31/18,2018,5,151,Elk M.,5,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Megachilidae,Osmia spp.,,check if fits prev. morphospecies,1
EM02090,,9/15/19,2019,9,258,Elk M.,6,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,det. JR,,1
EM01814,,6/12/18,2018,6,163,Elk M.,5,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Apidae,Epeolus sp.,female; kleptoparasitic on Colletes,,1
EM01806,,6/12/18,2018,6,163,Elk M.,1,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Apidae,Bombus bifarius,queen,,1
EM01840,,6/22/18,2018,6,173,Elk M.,1,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Dufourea maura,female,,1
EM01767,,9/13/17,2017,9,256,Elk M.,1,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM02080,,6/19/19,2019,6,170,Elk M.,2,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,det. JR,,1
EM02075,,6/19/19,2019,6,170,Elk M.,2,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Megachilidae,Osmia sp. C,male,,1
,,6/19/19,2019,6,170,Elk M.,2,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,same as EM02080,,1
EM02086,,6/25/19,2019,6,176,Elk M.,4,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Megachilidae,Osmia sp. F,male,,1
EM02117,,7/9/19,2019,7,190,Elk M.,4,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Megachilidae,Stelis sp.,female; large bee,,1
EM02279,,5/30/20,2020,5,151,Elk M.,3,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Megachilidae,Osmia spp.,osmia,,1
EM02280,,5/30/20,2020,5,151,Elk M.,4,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Megachilidae,Osmia spp.,osmia,,1
EM02295,,6/13/20,2020,6,165,Elk M.,5,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Apidae,Bombus insularis,queen,,1
EM02348,,6/15/21,2021,6,166,Elk M.,4,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Megachilidae,Osmia spp.,osmia,,1
EM02358,,6/23/21,2021,6,174,Elk M.,5,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Apidae,Nomada spp.,male,,1
EM02459,,7/22/21,2021,7,203,Elk M.,1,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Hymenoptera,Halictidae,Dufourea fimbriata,male,,1
EM00137,UCMC 0233887,6/18/15,2015,6,169,Elk M.,5,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia spp.,male,,1
EM01311a,,6/10/16,2016,6,162,Elk M.,4,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,male,,1
EM01323,,6/18/16,2016,6,170,Elk M.,6,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Andrenidae,Andrena medionitens,female,,1
EM01314,,6/18/16,2016,6,170,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus nevadensis,,,1
EM01319,,6/18/16,2016,6,170,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
EM01341,,6/24/16,2016,6,176,Elk M.,4,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,female,,1
EM01340,,6/24/16,2016,6,176,Elk M.,6,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Andrenidae,Andrena sp. A,female,,1
EM01326,,6/24/16,2016,6,176,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus nevadensis,,,1
EM01327,,6/24/16,2016,6,176,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus appositus,,,1
EM01328,,6/24/16,2016,6,176,Elk M.,2,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus nevadensis,,,1
EM01366,,7/8/16,2016,7,190,Elk M.,5,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,female,,1
EM01516,,6/12/17,2017,6,163,Elk M.,3,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus flavifrons,female,,1
EM01538,,6/20/17,2017,6,171,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,female,,1
EM01544,,6/20/17,2017,6,171,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,female,,1
EM01537,,6/20/17,2017,6,171,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus appositus,,,1
EM01541,,6/20/17,2017,6,171,Elk M.,6,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus appositus,,,1
EM01566,,6/26/17,2017,6,177,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,female,,1
,,6/26/17,2017,6,177,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,female,,1
,,6/26/17,2017,6,177,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,female,,1
,,6/26/17,2017,6,177,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,female,,1
EM01589,,7/3/17,2017,7,184,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,female,,1
,,5/31/18,2018,5,151,Elk M.,6,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,male,,1
EM01797,,6/5/18,2018,6,156,Elk M.,6,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus bifarius,queen,,1
EM01795,,6/5/18,2018,6,156,Elk M.,4,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
EM01800,,6/5/18,2018,6,156,Elk M.,4,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
,,6/12/18,2018,6,163,Elk M.,2,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus nevadensis,Bombus,Same as EM01805,1
EM01808,,6/12/18,2018,6,163,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,female,,1
EM01810,,6/12/18,2018,6,163,Elk M.,4,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,female,,1
EM01805,,6/12/18,2018,6,163,Elk M.,2,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus nevadensis,,,1
EM01812,,6/12/18,2018,6,163,Elk M.,3,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus nevadensis,,,1
EM01832,,6/22/18,2018,6,173,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Megachile melanophaea,female,,1
EM01830,,6/22/18,2018,6,173,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
EM02083,,6/19/19,2019,6,170,Elk M.,4,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,det. JR,,1
,,7/9/19,2019,7,190,Elk M.,3,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,,,1
,,6/6/20,2020,6,158,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
,,6/6/20,2020,6,158,Elk M.,2,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
,,6/13/20,2020,6,165,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus appositus,,,1
,,6/13/20,2020,6,165,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
,,6/13/20,2020,6,165,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus nevadensis,,,1
,,6/13/20,2020,6,165,Elk M.,2,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus nevadensis,,,1
,,6/13/20,2020,6,165,Elk M.,3,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus appositus,,,1
,,6/13/20,2020,6,165,Elk M.,4,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,,,1
EM02290,,6/13/20,2020,6,165,Elk M.,6,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Megachile melanophaea,female,,1
,,6/13/20,2020,6,165,Elk M.,6,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,,,1
,,6/21/20,2020,6,173,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
,,6/21/20,2020,6,173,Elk M.,3,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus appositus,,,1
,,6/21/20,2020,6,173,Elk M.,6,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus appositus,,,1
EM02192,,6/27/20,2020,6,179,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Megachile melanophaea,female,,1
EM02193,,6/27/20,2020,6,179,Elk M.,4,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Megachile melanophaea,female,,1
EM02194,,6/27/20,2020,6,179,Elk M.,4,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Hoplitis fulgida,female,,1
,,7/5/20,2020,7,187,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,,,1
,,7/12/20,2020,7,194,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,,,1
,,6/15/21,2021,6,166,Elk M.,3,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,,,1
,,6/15/21,2021,6,166,Elk M.,4,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,,,1
,,6/15/21,2021,6,166,Elk M.,6,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus appositus,,,1
,,6/15/21,2021,6,166,Elk M.,6,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
,,6/15/21,2021,6,166,Elk M.,6,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,,,1
,,6/23/21,2021,6,174,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,,,1
,,6/23/21,2021,6,174,Elk M.,1,THERHO,Thermopsis rhombifolia var. divaricarpa,Golden Banner,Fabaceae,Hymenoptera,Megachilidae,Osmia bucephala,,,1
