Order,Family,Genus,Species,Genus_and_species,Nest,Nest_with_active_construction,Nest_with_active_construction_and_material,Nesting_behavior,Nesting_behavior,Nesting_behavior,Nesting_material,Nesting_material,Nesting_material,Nesting_specific_material,Larval_location,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Number_of_larval_microhabitats,Host,Larval_nutrition,Inundation_tolerance_of_larvae,Duration_of_larval_development,Duration_of_larval_development,Duration_of_larval_development,Duration_of_larval_development,Larval_specific_microhabitat,Larval_diet_breadth,Plant_taxa,Body_length_(categories),Body_hair_(categories),Body_structure,"Body_length_(mm,_raw_data)",ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),Tongue_length,Tongue_length,Tongue_length,Tongue_length,Tongue_length,Tongue_length,Hair_length,Hair_length,Hair_length,Hair_length,Hair_length,Hair_length,Hair_density,Hair_density,Hair_density,Hair_density,Hair_density,Hair_density,Hairiness_index,Hairiness_index,Hairiness_index,Hairiness_index,Hairiness_index,Hairiness_index,Sociality,Number_of_generations,Number_of_generations,Number_of_generations,Number_of_generations,Buzz_pollinator,Flight_behaviour,Flight_height,Tolerance_to_human_influence,Flight_period_(season),Flight_period_(season),Flight_period_(season),Flight_period_(season),Flight_period_(season),Flight_period_(season),Flight_period_(months),Spatial_distribution_in_Europe,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,AOO_(Area_of_occupancy),EOO_(Extent_of_occurrence),STI_(Species_temperature_index),SCI_(Species_continentality_index),Validator,References
Hymenoptera,Megachilidae,Megachile,cypricola,Megachile cypricola,yes,yes,yes,no,yes,no,no,yes,no,mud,above_ground,no,no,yes,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,no,pollen/nectar,no,NA,NA,NA,NA,rock/stem,oligolectic,Onobrychis venosa,medium,not_long,NA,NA,3.23,12,2.9,1,no,no,5.8,11,5.2,1,no,no,0.58,3,NA,NA,no,no,216.67,3,NA,NA,no,no,126,3,NA,NA,no,no,solitary,no,yes,no,no,no,NA,NA,NA,yes,yes,no,no,no,yes,"february,_march,_april,_may",NA,NA,NA,NA,NA,NA,NA,NA,68,1448,18.87931375,6.051317299,Shawn Lemaine,"Marinho, D., Muniz, D. B., & Azevedo, G. G. (2018). Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil. Revista Brasileira de entomologia, 62, 97-106.
Mavromoustakis, G.A. 1938. New bees of the genera Osmia and Megachile from Cyprus (Hymenoptera, Apoidea). The Annals and Magazine of Natural History (London) 11(2): 464-473.
Mavromoustakis, G.A. 1952. LXXXVI.--On the bees (Hymenoptera, Apoidea) of Cyprus. Part III. Journal of Natural History Series 12, 5(57): 814-843.
Raw, A. (2004). Ambivalence over Megachile. Solitary bees: conservation, rearing and management for pollination. Fortaleza: Imprensa Universitária, 175-184.
Sedivy, C., Dorn, S., Widmer, A., & Müller, A. (2013). Host range evolution in a selected group of osmiine bees (Hymenoptera: Megachilidae): the Boraginaceae-Fabaceae paradox. Biological Journal of the Linnean Society, 108(1), 35-54.
Varnava, A.I., Roberts, S.P., Michez, D., Ascher, J.S., Petanidou, T., Dimitriou, S., Devalez, J., Pittara, M. and Stavrinides, M.C. 2020. The wild bees (Hymenoptera, Apoidea) of the island of Cyprus. ZooKeys 924: 1-114."
Hymenoptera,Megachilidae,Megachile,deceptoria,Megachile deceptoria,yes,yes,no,yes,no,no,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,no,pollen/nectar,no,NA,NA,NA,NA,soil,oligolectic,Fabaceae,small,not_long,NA,NA,2.79,10,NA,NA,no,no,5.48,1,NA,NA,no,no,0.26,8,NA,NA,no,no,350,8,NA,NA,no,no,90.88,8,NA,NA,no,no,solitary,no,yes,no,no,no,NA,NA,NA,no,no,yes,yes,yes,no,"june,_july,_august,_september",NA,NA,NA,NA,NA,NA,NA,NA,336,3989689,13.73418733,6.710422103,Shawn Lemaine,"Grace, A. (2010). Introductory biogeography to bees of the Eastern Mediterranean and Near East (pp. 284-p). Sussex, UK: Bexhill Museum.
Marinho, D., Muniz, D. B., & Azevedo, G. G. (2018). Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil. Revista Brasileira de entomologia, 62, 97-106.
Raw, A. (2004). Ambivalence over Megachile. Solitary bees: conservation, rearing and management for pollination. Fortaleza: Imprensa Universitária, 175-184.
Sedivy, C., Dorn, S., Widmer, A., & Müller, A. (2013). Host range evolution in a selected group of osmiine bees (Hymenoptera: Megachilidae): the Boraginaceae-Fabaceae paradox. Biological Journal of the Linnean Society, 108(1), 35-54."
Hymenoptera,Megachilidae,Megachile,diabolica,Megachile diabolica,yes,yes,yes,yes,no,no,yes,no,no,plant_tissue,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,no,pollen/nectar,no,NA,NA,NA,NA,soil,oligolectic,Campanulaceae,medium,not_long,NA,NA,4.03,2,3.91,2,no,no,7.33,1,6.92,2,no,no,0.56,1,NA,NA,no,no,155,1,NA,NA,no,no,86.8,1,NA,NA,no,no,solitary,NA,NA,NA,NA,no,NA,NA,NA,no,yes,yes,no,no,no,"may,_june",NA,NA,NA,NA,NA,NA,NA,NA,8,0,16.94291642,6.652610045,Shawn Lemaine,"Hartmann, P. and Arens, W. 1998. Beitrag zur kenntnis der biologie und verbreitung der Megachile diabolica Friese 1898 mit erstbeschreibung des männchens. Linzer Biologische Beiträge 30(1): 394-364.
Marinho, D., Muniz, D. B., & Azevedo, G. G. (2018). Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil. Revista Brasileira de entomologia, 62, 97-106.
Raw, A. (2004). Ambivalence over Megachile. Solitary bees: conservation, rearing and management for pollination. Fortaleza: Imprensa Universitária, 175-184.
Sedivy, C., Dorn, S., Widmer, A., & Müller, A. (2013). Host range evolution in a selected group of osmiine bees (Hymenoptera: Megachilidae): the Boraginaceae-Fabaceae paradox. Biological Journal of the Linnean Society, 108(1), 35-54."
Hymenoptera,Megachilidae,Megachile,disjunctiformis,Megachile disjunctiformis,yes,yes,yes,no,no,yes,yes,yes,no,resin/mud,above_ground,no,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,no,pollen/nectar,no,NA,NA,NA,NA,stem/wood,polylectic,multiple,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,solitary,NA,NA,NA,NA,no,NA,NA,NA,no,no,yes,yes,yes,no,"june,_july,_august,_september",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shawn Lemaine,"Bortolotti, L., Luthi, F., Flaminio, S., Bogo, G., & Sgolastra, F. 2018. First record of the Asiatic bee Megachile disjunctiformis in Europe. Bulletin of Insectology 71(1): 143-149.
Marinho, D., Muniz, D. B., & Azevedo, G. G. (2018). Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil. Revista Brasileira de entomologia, 62, 97-106.
Raw, A. (2004). Ambivalence over Megachile. Solitary bees: conservation, rearing and management for pollination. Fortaleza: Imprensa Universitária, 175-184.
Sedivy, C., Dorn, S., Widmer, A., & Müller, A. (2013). Host range evolution in a selected group of osmiine bees (Hymenoptera: Megachilidae): the Boraginaceae-Fabaceae paradox. Biological Journal of the Linnean Society, 108(1), 35-54."
Hymenoptera,Megachilidae,Megachile,doriae,Megachile doriae,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,pollen/nectar,no,NA,NA,NA,NA,NA,oligolectic,Echinops,medium,NA,NA,NA,3.86,3,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,solitary,NA,NA,NA,NA,no,NA,NA,NA,no,no,yes,yes,no,no,"june,_july,_august",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shawn Lemaine,"Grace, A. (2010). Introductory biogeography to bees of the Eastern Mediterranean and Near East (pp. 284-p). Sussex, UK: Bexhill Museum.
Khodaparast, R. and Monfared, A. 2012. A survey of bees (Hymenoptera: Apoidea) from Fars Province, Iran . Zootaxa 3445: 37-58.
Marinho, D., Muniz, D. B., & Azevedo, G. G. (2018). Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil. Revista Brasileira de entomologia, 62, 97-106.
Raw, A. (2004). Ambivalence over Megachile. Solitary bees: conservation, rearing and management for pollination. Fortaleza: Imprensa Universitária, 175-184.
Sedivy, C., Dorn, S., Widmer, A., & Müller, A. (2013). Host range evolution in a selected group of osmiine bees (Hymenoptera: Megachilidae): the Boraginaceae-Fabaceae paradox. Biological Journal of the Linnean Society, 108(1), 35-54."
Hymenoptera,Megachilidae,Megachile,ericetorum,Megachile ericetorum,yes,yes,yes,no,no,yes,yes,yes,no,resin/mud,above/under_ground,no,no,yes,yes,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,no,pollen/nectar,no,NA,NA,NA,NA,wall/stem/wood/artificial tube/soil,oligolectic,Fabaceae,medium,not_long,NA,NA,3.44,27,3.46,5,no,no,6.11,27,6.16,5,no,no,0.54,7,NA,NA,no,no,300,7,NA,NA,no,no,173.21,7,NA,NA,no,no,solitary,no,yes,no,no,no,NA,NA,NA,no,yes,yes,yes,no,no,"april,_may,_june,_july,_august",NA,NA,NA,NA,NA,NA,NA,NA,7828,9126743,10.58833527,6.023262757,Shawn Lemaine,"Amiet, F., Herrmann, M., Müller, A. and Neumeyer, R. 2004. Apidae 4: Anthidium, Chelostoma, Coelioxys, Dioxys, Heriades, Lithurgus, Megachile, Osmia, Stelis. Centre Suisse de Cartographie de la Faune (CSCF)/Schweizerische Entomologische Gesellschaft (SEG).
Else, G.R. 2012. Bees Wasps & Ants Recording Society. Available at: https://bwars.com/. 
Falk S. 2015. In: Bloomsbury Wildlife Guides (ed.), Field Guide to the Bees of Great Britain and Ireland, pp. 776.
Gogala, A. 2013. Bee Fauna of Slovenia: Checklist of Species (Hymenoptera, Apoidea). Available at: http://www2.pms-lj.si/andrej/apoidea.htm. 
Marinho, D., Muniz, D. B., & Azevedo, G. G. (2018). Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil. Revista Brasileira de entomologia, 62, 97-106.
Peeters, T.M.J., Raemakers, I.P. and Smit, J. 1999. Voorlopige atlas van de Nederlandse bijen (Apidae). European Invertebrate Survey Nederland, Leiden.
Praz, C. J. 2017. Subgeneric classification and biology of the leafcutter and dauber bees (genus Megachile Latreille) of the western Palearctic (Hymenoptera, Apoidea, Megachilidae). . Journal of Hymenoptera Research 55(1): 42.
Raw, A. (2004). Ambivalence over Megachile. Solitary bees: conservation, rearing and management for pollination. Fortaleza: Imprensa Universitária, 175-184.
Sedivy, C., Dorn, S., Widmer, A., & Müller, A. (2013). Host range evolution in a selected group of osmiine bees (Hymenoptera: Megachilidae): the Boraginaceae-Fabaceae paradox. Biological Journal of the Linnean Society, 108(1), 35-54.
Westrich, P. 1989. Die Wildbienen Baden-Württembergs. Eugen Ulmer Gmbh, Stuttgart."
Hymenoptera,Megachilidae,Megachile,farinosa,Megachile farinosa,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,pollen/nectar,no,NA,NA,NA,NA,NA,oligolectic,Vitex,small,NA,NA,NA,2.82,8,NA,NA,no,no,5.07,5,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,solitary,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,153713,16.61796522,6.292938544,Shawn Lemaine,"Marinho, D., Muniz, D. B., & Azevedo, G. G. (2018). Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil. Revista Brasileira de entomologia, 62, 97-106.
Raw, A. (2004). Ambivalence over Megachile. Solitary bees: conservation, rearing and management for pollination. Fortaleza: Imprensa Universitária, 175-184.
Sedivy, C., Dorn, S., Widmer, A., & Müller, A. (2013). Host range evolution in a selected group of osmiine bees (Hymenoptera: Megachilidae): the Boraginaceae-Fabaceae paradox. Biological Journal of the Linnean Society, 108(1), 35-54."
Hymenoptera,Megachilidae,Megachile,fertoni,Megachile fertoni,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,pollen/nectar,no,NA,NA,NA,NA,NA,polylectic,multiple,small,not_long,NA,NA,2.41,5,NA,NA,no,no,4.52,3,NA,NA,no,no,0.34,2,NA,NA,no,no,475,2,NA,NA,no,no,164.5,2,NA,NA,no,no,solitary,NA,NA,NA,NA,no,NA,NA,NA,no,yes,yes,yes,no,no,"may,_june,_july",NA,NA,NA,NA,NA,NA,NA,NA,260,1795854,15.4970379,5.960762468,Shawn Lemaine,"Falamarzi, S., Habibpour, B., Mossadeg, M. S., & Monfared, A. 2017 . Species inventory of Megachilidae (Hymenoptera: Apoidea) in south of Fars province, Iran. . Entomofauna 38(6): 89-104.
Malika, A. S., Kamel, L., & Salaheddine, D. 2014. New records of wild bees (Hymenoptera, Apoidea) for wildlife in Algeria. Journal of the Entomological Research Society 16(1): 19-27.
Marinho, D., Muniz, D. B., & Azevedo, G. G. (2018). Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil. Revista Brasileira de entomologia, 62, 97-106.
Raw, A. (2004). Ambivalence over Megachile. Solitary bees: conservation, rearing and management for pollination. Fortaleza: Imprensa Universitária, 175-184.
Sedivy, C., Dorn, S., Widmer, A., & Müller, A. (2013). Host range evolution in a selected group of osmiine bees (Hymenoptera: Megachilidae): the Boraginaceae-Fabaceae paradox. Biological Journal of the Linnean Society, 108(1), 35-54."
Hymenoptera,Megachilidae,Megachile,flabellipes,Megachile flabellipes,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,pollen/nectar,no,NA,NA,NA,NA,NA,oligolectic,Cardueae,small,not_long,NA,NA,2.51,15,NA,NA,no,no,4.48,10,NA,NA,no,no,0.31,3,NA,NA,no,no,433.33,3,NA,NA,no,no,133.83,3,NA,NA,no,no,solitary,no,yes,no,no,no,NA,NA,NA,no,no,yes,yes,no,no,"june,_july,_august",NA,NA,NA,NA,NA,NA,NA,NA,504,2666784,12.01314259,6.338616432,Shawn Lemaine,"Amiet, F., Herrmann, M., Müller, A. and Neumeyer, R. 2004. Apidae 4: Anthidium, Chelostoma, Coelioxys, Dioxys, Heriades, Lithurgus, Megachile, Osmia, Stelis . . Centre Suisse de Cartographie de la Faune (CSCF)/Schweizerische Entomologische Gesellschaft (SEG).
Marinho, D., Muniz, D. B., & Azevedo, G. G. (2018). Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil. Revista Brasileira de entomologia, 62, 97-106.
Müller, A. and Bansac, N. 2004. A specialized pollen-harvesting device in western Palaearctic bees of the genus Megachile (Hymenoptera, Apoidea, Megachilidae). . Apidologie 35: 329–337.
Raw, A. (2004). Ambivalence over Megachile. Solitary bees: conservation, rearing and management for pollination. Fortaleza: Imprensa Universitária, 175-184.
Scharnhorst, V. S., Hopfenmüller, S., Schoder, S., Wallner, W., Zettel, H., Wiesbauer, H., ... & Pachinger, B. 2023. Hylaeus euryscapus FÖRSTER, 1871 (Hymenoptera, Apiformes) neu für Österreich und weitere Wildbienen-Neufunde für das Burgenland. Linzer biologische Beiträge.
Sedivy, C., Dorn, S., Widmer, A., & Müller, A. (2013). Host range evolution in a selected group of osmiine bees (Hymenoptera: Megachilidae): the Boraginaceae-Fabaceae paradox. Biological Journal of the Linnean Society, 108(1), 35-54."
Hymenoptera,Megachilidae,Megachile,flavipes,Megachile flavipes,yes,yes,yes,no,no,yes,no,yes,no,mud,above_ground,no,no,yes,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,no,pollen/nectar,no,NA,NA,NA,NA,wall/stem,oligolectic,Fabaceae,small,NA,NA,NA,2.73,5,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,solitary,no,yes,yes,no,no,NA,NA,NA,no,no,yes,yes,yes,no,"june,_july,_october",NA,NA,NA,NA,NA,NA,NA,NA,4,0,16.25833321,6.669906616,Shawn Lemaine,"Dorchin, A. and Praz, C.J. 2018. Taxonomic revision of the Western Palaearctic bees of the subgenus Pseudomegachile (Hymenoptera, Apiformes, Megachilidae, Megachile). Zootaxa 4524(3): 251-307.
Grace, A. (2010). Introductory biogeography to bees of the Eastern Mediterranean and Near East (pp. 284-p). Sussex, UK: Bexhill Museum.
Marinho, D., Muniz, D. B., & Azevedo, G. G. (2018). Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil. Revista Brasileira de entomologia, 62, 97-106.
Raw, A. (2004). Ambivalence over Megachile. Solitary bees: conservation, rearing and management for pollination. Fortaleza: Imprensa Universitária, 175-184.
Sedivy, C., Dorn, S., Widmer, A., & Müller, A. (2013). Host range evolution in a selected group of osmiine bees (Hymenoptera: Megachilidae): the Boraginaceae-Fabaceae paradox. Biological Journal of the Linnean Society, 108(1), 35-54."
Hymenoptera,Megachilidae,Megachile,foersteri,Megachile foersteri,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,pollen/nectar,no,NA,NA,NA,NA,NA,polylectic,multiple,medium,not_long,NA,NA,4.49,8,NA,NA,no,no,7.84,7,NA,NA,no,no,0.32,2,NA,NA,no,no,132.75,2,NA,NA,no,no,42.71,2,NA,NA,no,no,solitary,NA,NA,NA,NA,no,NA,NA,NA,no,no,yes,yes,no,no,"june,_july",NA,NA,NA,NA,NA,NA,NA,NA,4,0,17.55416679,5.379230347,Shawn Lemaine,"Grace, A. (2010). Introductory biogeography to bees of the Eastern Mediterranean and Near East (pp. 284-p). Sussex, UK: Bexhill Museum.
Marinho, D., Muniz, D. B., & Azevedo, G. G. (2018). Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil. Revista Brasileira de entomologia, 62, 97-106.
Praz, C.J. 2017. Subgeneric classification and biology of the leafcutter and dauber bees (genus Megachile Latreille) of the western Palearctic. Journal of Hymenoptera Research 55: 1-54.
Raw, A. (2004). Ambivalence over Megachile. Solitary bees: conservation, rearing and management for pollination. Fortaleza: Imprensa Universitária, 175-184.
Sedivy, C., Dorn, S., Widmer, A., & Müller, A. (2013). Host range evolution in a selected group of osmiine bees (Hymenoptera: Megachilidae): the Boraginaceae-Fabaceae paradox. Biological Journal of the Linnean Society, 108(1), 35-54."
Hymenoptera,Megachilidae,Megachile,fuerteventurae,Megachile fuerteventurae,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,medium,NA,NA,NA,4.4,2,NA,NA,no,no,8.48,1,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,solitary,no,yes,no,no,no,NA,NA,NA,no,no,no,no,no,yes,"january,_february",NA,NA,NA,NA,NA,NA,NA,NA,40,1000,19.56820851,2.510369501,Shawn Lemaine,"Marinho, D., Muniz, D. B., & Azevedo, G. G. (2018). Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil. Revista Brasileira de entomologia, 62, 97-106.
Raw, A. (2004). Ambivalence over Megachile. Solitary bees: conservation, rearing and management for pollination. Fortaleza: Imprensa Universitária, 175-184.
Sedivy, C., Dorn, S., Widmer, A., & Müller, A. (2013). Host range evolution in a selected group of osmiine bees (Hymenoptera: Megachilidae): the Boraginaceae-Fabaceae paradox. Biological Journal of the Linnean Society, 108(1), 35-54."
Hymenoptera,Megachilidae,Megachile,fulvimana,Megachile fulvimana,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,medium,NA,NA,NA,3.19,2,3.35,2,no,no,NA,NA,5.97,2,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,solitary,no,yes,no,no,no,NA,NA,NA,no,no,yes,no,no,no,june,NA,NA,NA,NA,NA,NA,NA,NA,8,0,7.553666662,9.885475464,Shawn Lemaine,"Marinho, D., Muniz, D. B., & Azevedo, G. G. (2018). Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil. Revista Brasileira de entomologia, 62, 97-106.
Raw, A. (2004). Ambivalence over Megachile. Solitary bees: conservation, rearing and management for pollination. Fortaleza: Imprensa Universitária, 175-184.
Sedivy, C., Dorn, S., Widmer, A., & Müller, A. (2013). Host range evolution in a selected group of osmiine bees (Hymenoptera: Megachilidae): the Boraginaceae-Fabaceae paradox. Biological Journal of the Linnean Society, 108(1), 35-54."
Hymenoptera,Megachilidae,Megachile,genalis,Megachile genalis,yes,yes,yes,yes,no,yes,yes,no,no,plant_tissue,above_ground,no,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,no,pollen/nectar,no,NA,NA,NA,NA,stem,oligolectic,Asteraceae,medium,not_long,NA,NA,3.38,5,NA,NA,no,no,6.02,5,NA,NA,no,no,0.68,5,NA,NA,no,no,129.5,5,NA,NA,no,no,82.25,5,NA,NA,no,no,solitary,no,yes,no,no,no,NA,NA,NA,no,no,yes,yes,no,no,"june,_july,_august",NA,NA,NA,NA,NA,NA,NA,NA,444,5709673,8.866008153,6.158049964,Shawn Lemaine,"Amiet, F., Herrmann, M., Müller, A. and Neumeyer, R. 2004. Apidae 4: Anthidium, Chelostoma, Coelioxys, Dioxys, Heriades, Lithurgus, Megachile, Osmia, Stelis. . Centre Suisse de Cartographie de la Faune (CSCF)/Schweizerische Entomologische Gesellschaft (SEG).
Dudich, E. A. 1884. Megachile - méhek biológiájához. Rovart. Lapok. Köti, füz 12: 241 -246.
Fiordaliso, W., Reverté, S., Wood, T., Barbier, Y., Rasmont, P., Lefèbvre, A., ... & Michez, D. 2022. Inventaire et conservation des abeilles sauvages (Hymenoptera: Anthophila) du sillon industriel hainuyer (Belgique). Belgian Journal of Entomology 132: 1-64.
Kadamshoyev, M. and Edgorshoev, P. 1981. On the nesting of leaf cutter bees Megachile genalis F Mor Hymenoptera, Apidae in garlic flower leaf stalks. Izvestiya Akademii Nauk Tadzhikskoi SSR Otdelenie Biologicheskikh Nauk 3: 77-78.
Marikovskaya, T.P. 1972 . On the biology of bees (Apoidea) of the south-eastern Kazakhstan. Proceedings of the Soviet Entomological Society (Leningrad) 55: 187-216.
Marinho, D., Muniz, D. B., & Azevedo, G. G. (2018). Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil. Revista Brasileira de entomologia, 62, 97-106.
Nieuwenhuijsen, H. 2012. Bijen: Megachile behangersbijen. Natuur van Nederland 11(1): 372-383.
Praz, C.J. 2017. Subgeneric classification and biology of the leafcutter and dauber bees (genus Megachile Latreille) of the western Palearctic (Hymenoptera, Apoidea, Megachilidae). Journal of Hymenoptera research 55: 1-54.
Raw, A. (2004). Ambivalence over Megachile. Solitary bees: conservation, rearing and management for pollination. Fortaleza: Imprensa Universitária, 175-184.
Sedivy, C., Dorn, S., Widmer, A., & Müller, A. (2013). Host range evolution in a selected group of osmiine bees (Hymenoptera: Megachilidae): the Boraginaceae-Fabaceae paradox. Biological Journal of the Linnean Society, 108(1), 35-54.
Tarbinskiy, S. P. 1962. On the nesting of leaf cutter-bees in flower stems of onion. In: Paliy, V. F. (ed.), Collection of Entomological Papers. [No.] I., pp. 206. Academy of Sciences of the Kirghiz SSR, Frunze.
Tischendorf, S. Ergänzungen zur Stechimmenfauna Hessens–III. Anhang, Neu-und Wiederfunde. Hessische Faunistische Briefe 39(1-4): 1-4."
Hymenoptera,Megachilidae,Megachile,giraudi,Megachile giraudi,yes,yes,yes,no,no,yes,yes,no,no,plant_tissue,above_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,no,pollen/nectar,no,NA,NA,NA,NA,rock,oligolectic,Fabaceae,small,not_long,NA,NA,2.97,10,2.82,2,no,no,5.32,10,5.06,2,no,no,0.41,3,NA,NA,no,no,550,3,NA,NA,no,no,226.83,3,NA,NA,no,no,solitary,no,yes,no,no,no,NA,NA,NA,no,yes,no,yes,no,no,"may,_july",NA,NA,NA,NA,NA,NA,NA,NA,284,3596368,11.13335535,6.539804429,Shawn Lemaine,"Banaszak, J. and Romasenko, L. 2001. Megachilid bees of Europe (Hymenoptera, Apoidea, Megachilidae). Bydgoszcz University, Bydgoszcz.
Grace, A. (2010). Introductory biogeography to bees of the Eastern Mediterranean and Near East (pp. 284-p). Sussex, UK: Bexhill Museum.
Marinho, D., Muniz, D. B., & Azevedo, G. G. (2018). Nesting biology of three Megachile (Hymenoptera: Megachilidae) species from eastern Amazonia, Brazil. Revista Brasileira de entomologia, 62, 97-106.
Raw, A. (2004). Ambivalence over Megachile. Solitary bees: conservation, rearing and management for pollination. Fortaleza: Imprensa Universitária, 175-184.
Sedivy, C., Dorn, S., Widmer, A., & Müller, A. (2013). Host range evolution in a selected group of osmiine bees (Hymenoptera: Megachilidae): the Boraginaceae-Fabaceae paradox. Biological Journal of the Linnean Society, 108(1), 35-54."
