"Family","Genus","Genus_and_species","DIT","FuenteDatos"
"Melittidae","Dasypoda","Dasypoda spinigera",2.9,"Europa"
"Melittidae","Dasypoda","Dasypoda suripes",3.1,"Europa"
"Melittidae","Dasypoda","Dasypoda visnaga",3.55,"Europa"
"Melittidae","Macropis","Macropis europaea",2.26,"Europa"
"Melittidae","Macropis","Macropis frivaldszkyi",2.47,"Europa"
"Melittidae","Macropis","Macropis fulvipes",2.11,"Europa"
"Melittidae","Melitta","Melitta aegyptiaca",3.39,"Europa"
"Melittidae","Melitta","Melitta budashkini",2.8,"Europa"
"Melittidae","Melitta","Melitta dimidiata",3.48,"Europa"
"Melittidae","Melitta","Melitta haemorrhoidalis",2.52,"Europa"
"Melittidae","Melitta","Melitta hispanica",3.42,"Europa"
"Melittidae","Melitta","Melitta iberica",3.43,"Europa"
"Melittidae","Melitta","Melitta kastiliensis",3.55,"Europa"
"Melittidae","Melitta","Melitta leporina",2.29,"Europa"
"Melittidae","Melitta","Melitta maura",3.21,"Europa"
"Melittidae","Melitta","Melitta melanura",2.98,"Europa"
"Melittidae","Melitta","Melitta murciana",3.43,"Europa"
"Melittidae","Melitta","Melitta nigricans",2.72,"Europa"
"Melittidae","Melitta","Melitta schmiedeknechti",3.14,"Europa"
"Melittidae","Melitta","Melitta seitzi",3.28,"Europa"
"Melittidae","Melitta","Melitta tricincta",2.71,"Europa"
"Apidae","Nomada","Nomada accentifera",1.84,"Europa"
"Apidae","Nomada","Nomada acutispina",0.83,"Europa"
"Apidae","Nomada","Nomada agrestis",2.58,"Europa"
"Apidae","Nomada","Nomada alboguttata",1.65,"Europa"
"Apidae","Nomada","Nomada argentata",1.62,"Europa"
"Apidae","Nomada","Nomada argentea",1.4,"Europa"
"Apidae","Nomada","Nomada ariasi",2.01,"Europa"
"Apidae","Nomada","Nomada armata",1.9,"Europa"
"Apidae","Nomada","Nomada atroscutellaris",1.03,"Europa"
"Apidae","Nomada","Nomada babiyi",0.87,"Europa"
"Apidae","Nomada","Nomada baccata",1.39,"Europa"
"Apidae","Nomada","Nomada basalis",1.77,"Europa"
"Apidae","Nomada","Nomada beaumonti",1.27,"Europa"
"Apidae","Nomada","Nomada bifasciata",1.91,"Europa"
"Apidae","Nomada","Nomada bispinosa",1.16,"Europa"
"Apidae","Nomada","Nomada blepharipes",1.55,"Europa"
"Apidae","Nomada","Nomada bluethgeni",0.94,"Europa"
"Apidae","Nomada","Nomada braunsiana",1.53,"Europa"
"Apidae","Nomada","Nomada calimorpha",1.65,"Europa"
"Apidae","Nomada","Nomada carnifex",1.79,"Europa"
"Apidae","Nomada","Nomada caspia",1.13,"Europa"
"Apidae","Nomada","Nomada castellana",1.13,"Europa"
"Apidae","Nomada","Nomada cherkesiana",1.46,"Europa"
"Apidae","Nomada","Nomada confinis",1.58,"Europa"
"Apidae","Nomada","Nomada conjungens",1.32,"Europa"
"Apidae","Nomada","Nomada connectens",1.14,"Europa"
"Apidae","Nomada","Nomada corcyraea",1.29,"Europa"
"Apidae","Nomada","Nomada coronata",0.96,"Europa"
"Apidae","Nomada","Nomada coxalis",2.23,"Europa"
"Apidae","Nomada","Nomada crenulata",0.92,"Europa"
"Apidae","Nomada","Nomada cristata",2.89,"Europa"
"Apidae","Nomada","Nomada cruenta",2.02,"Europa"
"Apidae","Nomada","Nomada cypria",1.39,"Europa"
"Apidae","Nomada","Nomada dira",1.79,"Europa"
"Apidae","Nomada","Nomada discedens",1.35,"Europa"
"Apidae","Nomada","Nomada discrepans",1.08,"Europa"
"Apidae","Nomada","Nomada distinguenda",1.07,"Europa"
"Apidae","Nomada","Nomada dolosa",1.72,"Europa"
"Apidae","Nomada","Nomada duplex",1.92,"Europa"
"Apidae","Nomada","Nomada emarginata",2.19,"Europa"
"Apidae","Nomada","Nomada eos",1.75,"Europa"
"Apidae","Nomada","Nomada errans",1.38,"Europa"
"Apidae","Nomada","Nomada erythrocephala",1.58,"Europa"
"Apidae","Nomada","Nomada fabriciana",1.49,"Europa"
"Apidae","Nomada","Nomada facilis",1.54,"Europa"
"Apidae","Nomada","Nomada fallax",1.57,"Europa"
"Apidae","Nomada","Nomada femoralis",1.63,"Europa"
"Apidae","Nomada","Nomada fenestrata",2.07,"Europa"
"Apidae","Nomada","Nomada ferruginata",1.43,"Europa"
"Apidae","Nomada","Nomada filicornis",1.06,"Europa"
"Apidae","Nomada","Nomada flava",1.86,"Europa"
"Apidae","Nomada","Nomada flavigenis",1.33,"Europa"
"Apidae","Nomada","Nomada flavilabris",2.37,"Europa"
"Apidae","Nomada","Nomada flavinervis",2.45,"Europa"
"Apidae","Nomada","Nomada flavoguttata",1.09,"Europa"
"Apidae","Nomada","Nomada flavopicta",1.66,"Europa"
"Apidae","Nomada","Nomada fucata",1.88,"Europa"
"Apidae","Nomada","Nomada fulvicornis",2.02,"Europa"
"Apidae","Nomada","Nomada furva",0.83,"Europa"
"Apidae","Nomada","Nomada furvoides",0.95,"Europa"
"Apidae","Nomada","Nomada fusca",1.58,"Europa"
"Apidae","Nomada","Nomada fuscicornis",1.18,"Europa"
"Apidae","Nomada","Nomada glaberrima",1.47,"Europa"
"Apidae","Nomada","Nomada glaucopis",1,"Europa"
"Apidae","Nomada","Nomada goodeniana",2.03,"Europa"
"Apidae","Nomada","Nomada gribodoi",2.12,"Europa"
"Apidae","Nomada","Nomada gruenwaldti",1.94,"Europa"
"Apidae","Nomada","Nomada guttulata",1.21,"Europa"
"Apidae","Nomada","Nomada halophila",1.19,"Europa"
"Apidae","Nomada","Nomada hera",1.25,"Europa"
"Apidae","Nomada","Nomada hirtipes",1.59,"Europa"
"Apidae","Nomada","Nomada hispanica",1.49,"Europa"
"Apidae","Nomada","Nomada hungarica",2.03,"Europa"
"Apidae","Nomada","Nomada illustris",2.63,"Europa"
"Apidae","Nomada","Nomada immaculata",1.5,"Europa"
"Apidae","Nomada","Nomada imperialis",2.55,"Europa"
"Apidae","Nomada","Nomada incisa",2.36,"Europa"
"Apidae","Nomada","Nomada insignipes",1.99,"Europa"
"Apidae","Nomada","Nomada integra",1.54,"Europa"
"Apidae","Nomada","Nomada italica",2.5,"Europa"
"Apidae","Nomada","Nomada jaramensis",1.55,"Europa"
"Apidae","Nomada","Nomada kohli",1.22,"Europa"
"Apidae","Nomada","Nomada kornosica",1.07,"Europa"
"Apidae","Nomada","Nomada lapillula",1.52,"Europa"
"Apidae","Nomada","Nomada lateritia",1.44,"Europa"
"Apidae","Nomada","Nomada lathburiana",2.32,"Europa"
"Apidae","Nomada","Nomada laticrus",2.2,"Europa"
"Apidae","Nomada","Nomada legoffi",1.36,"Europa"
"Apidae","Nomada","Nomada leucophthalma",1.76,"Europa"
"Apidae","Nomada","Nomada limassolica",2.24,"Europa"
"Apidae","Nomada","Nomada linsenmaieri",1.04,"Europa"
"Apidae","Nomada","Nomada lucidula",2.43,"Europa"
"Apidae","Nomada","Nomada maculicornis",1.38,"Europa"
"Apidae","Nomada","Nomada marshamella",2.23,"Europa"
"Apidae","Nomada","Nomada mauritanica",2.24,"Europa"
"Apidae","Nomada","Nomada mavromoustakisi",0.84,"Europa"
"Apidae","Nomada","Nomada melanopyga",2.11,"Europa"
"Apidae","Nomada","Nomada melathoracica",2.13,"Europa"
"Apidae","Nomada","Nomada merceti",1.55,"Europa"
"Apidae","Nomada","Nomada minuscula",0.69,"Europa"
"Apidae","Nomada","Nomada mocsaryi",1.79,"Europa"
"Apidae","Nomada","Nomada moeschleri",1.66,"Europa"
"Apidae","Nomada","Nomada mutabilis",1.72,"Europa"
"Apidae","Nomada","Nomada mutica",1.75,"Europa"
"Apidae","Nomada","Nomada nausicaa",1.39,"Europa"
"Apidae","Nomada","Nomada nigrilabris",1.48,"Europa"
"Apidae","Nomada","Nomada nigrovaria",1.16,"Europa"
"Apidae","Nomada","Nomada nobilis",1.97,"Europa"
"Apidae","Nomada","Nomada numida",2.58,"Europa"
"Apidae","Nomada","Nomada obscura",1.58,"Europa"
"Apidae","Nomada","Nomada obtusifrons",1.27,"Europa"
"Apidae","Nomada","Nomada oculata",2.26,"Europa"
"Apidae","Nomada","Nomada opaca",1.53,"Europa"
"Apidae","Nomada","Nomada orbitalis",1.4,"Europa"
"Apidae","Nomada","Nomada ottomanensis",1.87,"Europa"
"Apidae","Nomada","Nomada pallispinosa",1.4,"Europa"
"Apidae","Nomada","Nomada panurgina",1.22,"Europa"
"Apidae","Nomada","Nomada panzeri",1.63,"Europa"
"Apidae","Nomada","Nomada pectoralis",2.79,"Europa"
"Apidae","Nomada","Nomada piccioliana",1.53,"Europa"
"Apidae","Nomada","Nomada pilosa",1.09,"Europa"
"Apidae","Nomada","Nomada pleurosticta",1.94,"Europa"
"Apidae","Nomada","Nomada polemediana",1.13,"Europa"
"Apidae","Nomada","Nomada priesneri",1.33,"Europa"
"Apidae","Nomada","Nomada propinqua",1.74,"Europa"
"Apidae","Nomada","Nomada pruinosa",1.67,"Europa"
"Apidae","Nomada","Nomada pulchra",2.58,"Europa"
"Apidae","Nomada","Nomada pygidialis",1.66,"Europa"
"Apidae","Nomada","Nomada radoszkowskii",1.33,"Europa"
"Apidae","Nomada","Nomada rhenana",1.59,"Europa"
"Apidae","Nomada","Nomada roberjeotiana",1.52,"Europa"
"Apidae","Nomada","Nomada rostrata",2.36,"Europa"
"Apidae","Nomada","Nomada rubiginosa",1.34,"Europa"
"Apidae","Nomada","Nomada rubricollis",1.83,"Europa"
"Apidae","Nomada","Nomada rubricoxa",1.22,"Europa"
"Apidae","Nomada","Nomada ruficornis",1.79,"Europa"
"Apidae","Nomada","Nomada rufipes",1.45,"Europa"
"Apidae","Nomada","Nomada sabulosa",1.51,"Europa"
"Apidae","Nomada","Nomada sanguinea",1.81,"Europa"
"Apidae","Nomada","Nomada serricornis",1.1,"Europa"
"Apidae","Nomada","Nomada sexfasciata",2.28,"Europa"
"Apidae","Nomada","Nomada sheppardana",0.93,"Europa"
"Apidae","Nomada","Nomada signata",1.91,"Europa"
"Apidae","Nomada","Nomada similis",1.8,"Europa"
"Apidae","Nomada","Nomada stigma",1.44,"Europa"
"Apidae","Nomada","Nomada stoeckherti",1.01,"Europa"
"Apidae","Nomada","Nomada striata",1.65,"Europa"
"Apidae","Nomada","Nomada subcornuta",2.02,"Europa"
"Apidae","Nomada","Nomada succincta",2.18,"Europa"
"Apidae","Nomada","Nomada sybarita",1.97,"Europa"
"Apidae","Nomada","Nomada symphyti",1.61,"Europa"
"Apidae","Nomada","Nomada tarsalis",1.91,"Europa"
"Apidae","Nomada","Nomada tenella",1.43,"Europa"
"Apidae","Nomada","Nomada thersites",1.44,"Europa"
"Apidae","Nomada","Nomada tormentillae",1.36,"Europa"
"Apidae","Nomada","Nomada tridentirostris",1.12,"Europa"
"Apidae","Nomada","Nomada trispinosa",1.64,"Europa"
"Apidae","Nomada","Nomada tuberculifera",2.1,"Europa"
"Apidae","Nomada","Nomada umbrosa",1.5,"Europa"
"Apidae","Nomada","Nomada unica",1.8,"Europa"
"Apidae","Nomada","Nomada unispinosa",1.34,"Europa"
"Apidae","Nomada","Nomada verna",1.79,"Europa"
"Apidae","Nomada","Nomada villosa",2.02,"Europa"
"Apidae","Nomada","Nomada yermasoyiae",1,"Europa"
"Apidae","Nomada","Nomada zonata",1.65,"Europa"
"Halictidae","Sphecodes","Sphecodes albilabris",2.16,"Europa"
"Halictidae","Sphecodes","Sphecodes alternatus",1.38,"Europa"
"Halictidae","Sphecodes","Sphecodes anatolicus",1.78,"Europa"
"Halictidae","Sphecodes","Sphecodes atlanticus",2.06,"Europa"
"Halictidae","Sphecodes","Sphecodes barbatus",1.55,"Europa"
"Halictidae","Sphecodes","Sphecodes combai",1.08,"Europa"
"Halictidae","Sphecodes","Sphecodes crassanus",1.82,"Europa"
"Halictidae","Sphecodes","Sphecodes crassus",1.23,"Europa"
"Halictidae","Sphecodes","Sphecodes creticus",1.23,"Europa"
"Halictidae","Sphecodes","Sphecodes cristatus",1.33,"Europa"
"Halictidae","Sphecodes","Sphecodes croaticus",1.18,"Europa"
"Halictidae","Sphecodes","Sphecodes dusmeti",1.03,"Europa"
"Halictidae","Sphecodes","Sphecodes ephippius",1.53,"Europa"
"Halictidae","Sphecodes","Sphecodes ferruginatus",1.39,"Europa"
"Halictidae","Sphecodes","Sphecodes geoffrellus",1.07,"Europa"
"Halictidae","Sphecodes","Sphecodes gibbus",1.72,"Europa"
"Halictidae","Sphecodes","Sphecodes gomerensis",1.52,"Europa"
"Halictidae","Sphecodes","Sphecodes hirtellus",1.02,"Europa"
"Halictidae","Sphecodes","Sphecodes hyalinatus",1.44,"Europa"
"Halictidae","Sphecodes","Sphecodes intermedius",1.67,"Europa"
"Halictidae","Sphecodes","Sphecodes larochei",1.07,"Europa"
"Halictidae","Sphecodes","Sphecodes longuloides",1.94,"Europa"
"Halictidae","Sphecodes","Sphecodes longulus",0.95,"Europa"
"Halictidae","Sphecodes","Sphecodes majalis",1.29,"Europa"
"Halictidae","Sphecodes","Sphecodes marginatus",1.01,"Europa"
"Halictidae","Sphecodes","Sphecodes miniatus",1.04,"Europa"
"Halictidae","Sphecodes","Sphecodes monilicornis",1.48,"Europa"
"Halictidae","Sphecodes","Sphecodes niger",1.05,"Europa"
"Halictidae","Sphecodes","Sphecodes nomioidis",1.01,"Europa"
"Halictidae","Sphecodes","Sphecodes olivieri",1.84,"Europa"
"Halictidae","Sphecodes","Sphecodes pellucidus",1.74,"Europa"
"Halictidae","Sphecodes","Sphecodes piceohirtus",1.43,"Europa"
"Halictidae","Sphecodes","Sphecodes pinguiculus",1.16,"Europa"
"Halictidae","Sphecodes","Sphecodes pseudofasciatus",1.39,"Europa"
"Halictidae","Sphecodes","Sphecodes puncticeps",1.17,"Europa"
"Halictidae","Sphecodes","Sphecodes reticulatus",1.46,"Europa"
"Halictidae","Sphecodes","Sphecodes rubicundus",1.8,"Europa"
"Halictidae","Sphecodes","Sphecodes rubripes",2.78,"Europa"
"Halictidae","Sphecodes","Sphecodes ruficrus",1.56,"Europa"
"Halictidae","Sphecodes","Sphecodes rufiventris",1.26,"Europa"
"Halictidae","Sphecodes","Sphecodes scabricollis",1.54,"Europa"
"Halictidae","Sphecodes","Sphecodes schenckii",1.54,"Europa"
"Halictidae","Sphecodes","Sphecodes spinulosus",1.83,"Europa"
"Halictidae","Sphecodes","Sphecodes zangherii",1.37,"Europa"
"Halictidae","Ceylalictus","Ceylalictus variegatus",0.94,"Europa"
"Halictidae","Nomiapis","Nomiapis bispinosa",2.41,"Europa"
"Halictidae","Nomiapis","Nomiapis diversipes",1.84,"Europa"
"Halictidae","Nomiapis","Nomiapis equestris",1.98,"Europa"
"Halictidae","Nomiapis","Nomiapis femoralis",2.4,"Europa"
"Halictidae","Nomiapis","Nomiapis fugax",2.25,"Europa"
"Halictidae","Nomiapis","Nomiapis monstrosa",2.16,"Europa"
"Halictidae","Nomiapis","Nomiapis valga",2.16,"Europa"
"Halictidae","Nomioides","Nomioides deceptor",0.89,"Europa"
"Halictidae","Nomioides","Nomioides facilis",0.8,"Europa"
"Halictidae","Nomioides","Nomioides fortunatus",0.91,"Europa"
"Halictidae","Nomioides","Nomioides minutissimus",0.83,"Europa"
"Halictidae","Pseudapis","Pseudapis elegantissima",1.35,"Europa"
"Megachilidae","Chelostoma","Chelostoma campanularum",1,"Europa"
"Megachilidae","Chelostoma","Chelostoma diodon",0.95,"Europa"
"Megachilidae","Chelostoma","Chelostoma distinctum",1.02,"Europa"
"Megachilidae","Chelostoma","Chelostoma edentulum",1.53,"Europa"
"Megachilidae","Chelostoma","Chelostoma emarginatum",1.13,"Europa"
"Megachilidae","Chelostoma","Chelostoma florisomne",1.69,"Europa"
"Megachilidae","Chelostoma","Chelostoma foveolatum",1.2,"Europa"
"Megachilidae","Chelostoma","Chelostoma grande",2.52,"Europa"
"Megachilidae","Chelostoma","Chelostoma hellenicum",0.96,"Europa"
"Megachilidae","Chelostoma","Chelostoma longifacies",0.91,"Europa"
"Megachilidae","Chelostoma","Chelostoma nasutum",1.5,"Europa"
"Megachilidae","Chelostoma","Chelostoma rapunculi",1.53,"Europa"
"Megachilidae","Chelostoma","Chelostoma styriacum",0.98,"Europa"
"Apidae","Haetosmia","Haetosmia circumventa",1.44,"Europa"
"Megachilidae","Heriades","Heriades crenulata",1.51,"Europa"
"Megachilidae","Heriades","Heriades punctulifera",1,"Europa"
"Megachilidae","Heriades","Heriades rubicola",1.32,"Europa"
"Megachilidae","Heriades","Heriades truncorum",1.53,"Europa"
"Megachilidae","Hofferia","Hofferia schmiedeknechti",1.55,"Europa"
"Megachilidae","Hoplitis","Hoplitis acuticornis",2.6,"Europa"
"Megachilidae","Hoplitis","Hoplitis adunca",2.43,"Europa"
"Megachilidae","Hoplitis","Hoplitis albatera",1.16,"Europa"
"Megachilidae","Hoplitis","Hoplitis albiscopa",1.85,"Europa"
"Megachilidae","Hoplitis","Hoplitis annulata",1.9,"Europa"
"Megachilidae","Hoplitis","Hoplitis anthocopoides",2.13,"Europa"
"Megachilidae","Hoplitis","Hoplitis antigae",2.37,"Europa"
"Megachilidae","Hoplitis","Hoplitis benoisti",2.15,"Europa"
"Megachilidae","Hoplitis","Hoplitis bihamata",1.94,"Europa"
"Megachilidae","Hoplitis","Hoplitis bisulca",2.81,"Europa"
"Megachilidae","Hoplitis","Hoplitis brachypogon",2.89,"Europa"
"Megachilidae","Hoplitis","Hoplitis cadiza",2.05,"Europa"
"Megachilidae","Hoplitis","Hoplitis campanularis",2.18,"Europa"
"Megachilidae","Hoplitis","Hoplitis carinata",2.15,"Europa"
"Megachilidae","Hoplitis","Hoplitis ciliaris",1.32,"Europa"
"Megachilidae","Hoplitis","Hoplitis claviventris",1.97,"Europa"
"Megachilidae","Hoplitis","Hoplitis cristatula",2.53,"Europa"
"Megachilidae","Hoplitis","Hoplitis curtula",1.8,"Europa"
"Megachilidae","Hoplitis","Hoplitis curvipes",3.11,"Europa"
"Megachilidae","Hoplitis","Hoplitis cypriaca",2.77,"Europa"
"Megachilidae","Hoplitis","Hoplitis dalmatica",3.36,"Europa"
"Megachilidae","Hoplitis","Hoplitis fabrei",2.29,"Europa"
"Megachilidae","Hoplitis","Hoplitis fasciculata",2.16,"Europa"
"Megachilidae","Hoplitis","Hoplitis fertoni",2.47,"Europa"
"Megachilidae","Hoplitis","Hoplitis fulva",3.53,"Europa"
"Megachilidae","Hoplitis","Hoplitis graeca",2.54,"Europa"
"Megachilidae","Hoplitis","Hoplitis grumi",2.86,"Europa"
"Megachilidae","Hoplitis","Hoplitis haemi",1.31,"Europa"
"Megachilidae","Hoplitis","Hoplitis holmboei",2.04,"Europa"
"Megachilidae","Hoplitis","Hoplitis idaensis",1.78,"Europa"
"Megachilidae","Hoplitis","Hoplitis illyrica",1.08,"Europa"
"Megachilidae","Hoplitis","Hoplitis insularis",2.29,"Europa"
"Megachilidae","Hoplitis","Hoplitis jakovlevi",2.69,"Europa"
"Megachilidae","Hoplitis","Hoplitis jheringii",2.02,"Europa"
"Megachilidae","Hoplitis","Hoplitis laevifrons",2.28,"Europa"
"Megachilidae","Hoplitis","Hoplitis lepeletieri",2.6,"Europa"
"Megachilidae","Hoplitis","Hoplitis leucomelana",1.47,"Europa"
"Megachilidae","Hoplitis","Hoplitis limassolica",2.01,"Europa"
"Megachilidae","Hoplitis","Hoplitis loti",2.33,"Europa"
"Megachilidae","Hoplitis","Hoplitis lysholmi",1.81,"Europa"
"Megachilidae","Hoplitis","Hoplitis manicata",3.02,"Europa"
"Megachilidae","Hoplitis","Hoplitis manuelae",2.58,"Europa"
"Megachilidae","Hoplitis","Hoplitis marchali",1.98,"Europa"
"Megachilidae","Hoplitis","Hoplitis mazzuccoi",1.54,"Europa"
"Megachilidae","Hoplitis","Hoplitis mitis",2.49,"Europa"
"Megachilidae","Hoplitis","Hoplitis mocsaryi",2.74,"Europa"
"Megachilidae","Hoplitis","Hoplitis moricei",2.04,"Europa"
"Megachilidae","Hoplitis","Hoplitis obtusa",2.8,"Europa"
"Megachilidae","Hoplitis","Hoplitis ochraceicornis",2.09,"Europa"
"Megachilidae","Hoplitis","Hoplitis pallicornis",2.44,"Europa"
"Megachilidae","Hoplitis","Hoplitis papaveris",2.31,"Europa"
"Megachilidae","Hoplitis","Hoplitis perambigua",1.9,"Europa"
"Megachilidae","Hoplitis","Hoplitis perezi",2.43,"Europa"
"Megachilidae","Hoplitis","Hoplitis pici",2.34,"Europa"
"Megachilidae","Hoplitis","Hoplitis praestans",1.99,"Europa"
"Megachilidae","Hoplitis","Hoplitis princeps",3.46,"Europa"
"Megachilidae","Hoplitis","Hoplitis pulchella",1.91,"Europa"
"Megachilidae","Hoplitis","Hoplitis quinquespinosa",2.7,"Europa"
"Megachilidae","Hoplitis","Hoplitis ravouxi",2.35,"Europa"
"Megachilidae","Hoplitis","Hoplitis robusta",1.74,"Europa"
"Megachilidae","Hoplitis","Hoplitis saundersi",2.39,"Europa"
"Megachilidae","Hoplitis","Hoplitis stecki",3.4,"Europa"
"Megachilidae","Hoplitis","Hoplitis subbutea",2.12,"Europa"
"Megachilidae","Hoplitis","Hoplitis tenuispina",1.46,"Europa"
"Megachilidae","Hoplitis","Hoplitis tigrina",3.49,"Europa"
"Megachilidae","Hoplitis","Hoplitis tkalcuella",3.51,"Europa"
"Megachilidae","Hoplitis","Hoplitis tridentata",2.81,"Europa"
"Megachilidae","Hoplitis","Hoplitis tuberculata",2.23,"Europa"
"Megachilidae","Hoplitis","Hoplitis villosa",2.72,"Europa"
"Megachilidae","Hoplitis","Hoplitis yermasoyiae",2.28,"Europa"
"Megachilidae","Hoplitis","Hoplitis zaianorum",2.59,"Europa"
"Megachilidae","Osmia","Osmia alfkenii",2.59,"Europa"
"Megachilidae","Osmia","Osmia alticola",3.13,"Europa"
"Megachilidae","Osmia","Osmia amathusica",2.18,"Europa"
"Megachilidae","Osmia","Osmia anceyi",2.2,"Europa"
"Megachilidae","Osmia","Osmia andrenoides",1.85,"Europa"
"Megachilidae","Osmia","Osmia apicata",3.24,"Europa"
"Megachilidae","Osmia","Osmia argyropyga",2.56,"Europa"
"Megachilidae","Osmia","Osmia aurulenta",2.92,"Europa"
"Megachilidae","Osmia","Osmia balearica",3.14,"Europa"
"Megachilidae","Osmia","Osmia bicolor",2.72,"Europa"
"Megachilidae","Osmia","Osmia bicornis",3.08,"Europa"
"Megachilidae","Osmia","Osmia bidentata",2.24,"Europa"
"Megachilidae","Osmia","Osmia bischoffi",2.5,"Europa"
"Megachilidae","Osmia","Osmia brevicornis",2.3,"Europa"
"Megachilidae","Osmia","Osmia caerulescens",2.37,"Europa"
"Megachilidae","Osmia","Osmia cephalotes",1.74,"Europa"
"Megachilidae","Osmia","Osmia cerinthidis",3,"Europa"
"Megachilidae","Osmia","Osmia cinnabarina",2.86,"Europa"
"Megachilidae","Osmia","Osmia clypearis",2.83,"Europa"
"Megachilidae","Osmia","Osmia corniculata",1.51,"Europa"
"Megachilidae","Osmia","Osmia cornuta",3.55,"Europa"
"Megachilidae","Osmia","Osmia croatica",1.51,"Europa"
"Megachilidae","Osmia","Osmia cyanoxantha",2.16,"Europa"
"Megachilidae","Osmia","Osmia dilaticornis",2.18,"Europa"
"Megachilidae","Osmia","Osmia dimidiata",3.02,"Europa"
"Megachilidae","Osmia","Osmia distinguenda",2.28,"Europa"
"Megachilidae","Osmia","Osmia dives",2.72,"Europa"
"Megachilidae","Osmia","Osmia emarginata",3.83,"Europa"
"Megachilidae","Osmia","Osmia erythrogastra",1.73,"Europa"
"Megachilidae","Osmia","Osmia ferruginea",2.2,"Europa"
"Megachilidae","Osmia","Osmia forticornis",2.23,"Europa"
"Megachilidae","Osmia","Osmia frieseana",3.21,"Europa"
"Megachilidae","Osmia","Osmia gallarum",1.75,"Europa"
"Megachilidae","Osmia","Osmia hellados",1.73,"Europa"
"Megachilidae","Osmia","Osmia heteracantha",2.16,"Europa"
"Megachilidae","Osmia","Osmia iberica",3.46,"Europa"
"Megachilidae","Osmia","Osmia inermis",2.71,"Europa"
"Megachilidae","Osmia","Osmia jason",3.37,"Europa"
"Megachilidae","Osmia","Osmia kohlii",3.44,"Europa"
"Megachilidae","Osmia","Osmia labialis",2.6,"Europa"
"Megachilidae","Osmia","Osmia larochei",1.85,"Europa"
"Megachilidae","Osmia","Osmia laticauda",1.89,"Europa"
"Megachilidae","Osmia","Osmia laticeps",2.39,"Europa"
"Megachilidae","Osmia","Osmia latreillei",2.89,"Europa"
"Megachilidae","Osmia","Osmia leaiana",2.75,"Europa"
"Megachilidae","Osmia","Osmia leucopyga",2.45,"Europa"
"Megachilidae","Osmia","Osmia ligurica",2.1,"Europa"
"Megachilidae","Osmia","Osmia lunata",2.63,"Europa"
"Megachilidae","Osmia","Osmia maritima",2.83,"Europa"
"Megachilidae","Osmia","Osmia melanogaster",2.66,"Europa"
"Megachilidae","Osmia","Osmia melanura",1.85,"Europa"
"Megachilidae","Osmia","Osmia moreensis",2.18,"Europa"
"Megachilidae","Osmia","Osmia mustelina",3.92,"Europa"
"Megachilidae","Osmia","Osmia nana",1.35,"Europa"
"Megachilidae","Osmia","Osmia nasoproducta",3.62,"Europa"
"Megachilidae","Osmia","Osmia nasuta",1.48,"Europa"
"Megachilidae","Osmia","Osmia nigriventris",3.26,"Europa"
"Megachilidae","Osmia","Osmia nigrohirta",3.21,"Europa"
"Megachilidae","Osmia","Osmia niveata",2.57,"Europa"
"Megachilidae","Osmia","Osmia niveocincta",3.04,"Europa"
"Megachilidae","Osmia","Osmia notata",2.71,"Europa"
"Megachilidae","Osmia","Osmia padri",1.78,"Europa"
"Megachilidae","Osmia","Osmia parietina",2.11,"Europa"
"Megachilidae","Osmia","Osmia pilicornis",2.73,"Europa"
"Megachilidae","Osmia","Osmia pinguis",2.2,"Europa"
"Megachilidae","Osmia","Osmia rhodoensis",1.84,"Europa"
"Megachilidae","Osmia","Osmia rufohirta",1.97,"Europa"
"Megachilidae","Osmia","Osmia rutila",2.26,"Europa"
"Megachilidae","Osmia","Osmia saxicola",2.07,"Europa"
"Megachilidae","Osmia","Osmia scutellaris",1.43,"Europa"
"Megachilidae","Osmia","Osmia signata",2.71,"Europa"
"Megachilidae","Osmia","Osmia spinigera",2.58,"Europa"
"Megachilidae","Osmia","Osmia spinulosa",1.94,"Europa"
"Megachilidae","Osmia","Osmia subcornuta",2.41,"Europa"
"Megachilidae","Osmia","Osmia submicans",2.03,"Europa"
"Megachilidae","Osmia","Osmia sybarita",1.83,"Europa"
"Megachilidae","Osmia","Osmia tergestensis",2.26,"Europa"
"Megachilidae","Osmia","Osmia teunisseni",1.28,"Europa"
"Megachilidae","Osmia","Osmia tricornis",3.73,"Europa"
"Megachilidae","Osmia","Osmia uncicornis",3.58,"Europa"
"Megachilidae","Osmia","Osmia uncinata",2.34,"Europa"
"Megachilidae","Osmia","Osmia versicolor",1.78,"Europa"
"Megachilidae","Osmia","Osmia viridana",1.69,"Europa"
"Megachilidae","Osmia","Osmia xanthomelana",3.62,"Europa"
"Megachilidae","Protosmia","Protosmia asensioi",1.08,"Europa"
"Megachilidae","Protosmia","Protosmia capitata",1.53,"Europa"
"Megachilidae","Protosmia","Protosmia exenterata",1.41,"Europa"
"Megachilidae","Protosmia","Protosmia glutinosa",1.66,"Europa"
"Megachilidae","Protosmia","Protosmia longiceps",1.64,"Europa"
"Megachilidae","Protosmia","Protosmia minutula",1,"Europa"
"Megachilidae","Protosmia","Protosmia paradoxa",1.26,"Europa"
"Megachilidae","Protosmia","Protosmia sideritis",1.36,"Europa"
"Megachilidae","Protosmia","Protosmia tiflensis",1.34,"Europa"
"Andrenidae","Camptopoeum","Camptopoeum friesei",1.96,"Europa"
