"especie","ID","genero","Familia","DIT","umbral","size","es.umbral"
"Eucera.clypeata","M_015","Eucera","Apidae",2.75,4,"Pequena",TRUE
"Eucera.nigrescens.contraria","M_015","Eucera","Apidae",3.34,4,"Pequena",TRUE
"Eucera.nigrilabris.rufitarsis","M_015","Eucera","Apidae",3.65,4,"Pequena",TRUE
"Eucera.seminuda","M_015","Eucera","Apidae",2.65,4,"Pequena",TRUE
"Habropoda.tarsata","M_015","Habropoda","Apidae",3,4,"Pequena",TRUE
"Halictus.scabiosae","M_015","Halictus","Halictidae",2.4,4,"Pequena",TRUE
"Halictus.scabiosae","M_015","Halictus","Halictidae",2.5,4,"Pequena",TRUE
"Halictus.smaragdulus","M_015","Halictus","Halictidae",1.11,4,"Pequena",TRUE
"Halictus.subauratus","M_015","Halictus","Halictidae",1.68,4,"Pequena",TRUE
"Heriades.crenulatus","M_015","Heriades","Megachilidae",1.53,4,"Pequena",TRUE
"Heriades.trucorum","M_015","Heriades","Megachilidae",1.64,4,"Pequena",TRUE
"Hylaeus.imparilis","M_015","Hylaeus","Colletidae",0.99,4,"Pequena",TRUE
"Hylaeus.punctatus","M_015","Hylaeus","Colletidae",1.19,4,"Pequena",TRUE
"Hylaeus.signatus","M_015","Hylaeus","Colletidae",1.81,4,"Pequena",TRUE
"Hylaeus.variegatus","M_015","Hylaeus","Colletidae",2.12,4,"Pequena",TRUE
"Lasioglossum.aeratum","M_015","Lasioglossum","Halictidae",0.92,4,"Pequena",TRUE
"Lasioglossum.brevicome","M_015","Lasioglossum","Halictidae",1.38,4,"Pequena",TRUE
"Lasioglossum.laticeps.hellenicum","M_015","Lasioglossum","Halictidae",1.47,4,"Pequena",TRUE
"Lasioglossum.limbellum","M_015","Lasioglossum","Halictidae",1.32,4,"Pequena",TRUE
"Lasioglossum.lineare","M_015","Lasioglossum","Halictidae",1.35,4,"Pequena",TRUE
"Lasioglossum.lucidulum","M_015","Lasioglossum","Halictidae",1.28,4,"Pequena",TRUE
"Lasioglossum.malachurum","M_015","Lasioglossum","Halictidae",1.65,4,"Pequena",TRUE
"Lasioglossum.marginatum","M_015","Lasioglossum","Halictidae",1.65,4,"Pequena",TRUE
"Lasioglossum.mediterraneum","M_015","Lasioglossum","Halictidae",3.34,4,"Pequena",TRUE
"Lasioglossum.mesosclerum","M_015","Lasioglossum","Halictidae",1.25,4,"Pequena",TRUE
"Lasioglossum.nigripes","M_015","Lasioglossum","Halictidae",1.95,4,"Pequena",TRUE
"Lasioglossum.nitidulum.fudakowskii","M_015","Lasioglossum","Halictidae",1.24,4,"Pequena",TRUE
"Lasioglossum.pauxillum","M_015","Lasioglossum","Halictidae",1.115,4,"Pequena",TRUE
"Lasioglossum.politum","M_015","Lasioglossum","Halictidae",0.85,4,"Pequena",TRUE
"Lasioglossum.pygmaeum.patulum","M_015","Lasioglossum","Halictidae",1.14,4,"Pequena",TRUE
"Lasioglossum.quadrinotatum","M_015","Lasioglossum","Halictidae",1.72,4,"Pequena",TRUE
"Lasioglossum.villosulum","M_015","Lasioglossum","Halictidae",1.32,4,"Pequena",TRUE
"Lasioglossum.zonulum","M_015","Lasioglossum","Halictidae",1.97,4,"Pequena",TRUE
"Megachile.pilidens","M_015","Megachile","Megachilidae",2.67,4,"Pequena",TRUE
"Osmia.aurulenta","M_015","Osmia","Megachilidae",2.78,4,"Pequena",TRUE
"Osmia.caerulescens","M_015","Osmia","Megachilidae",2.34,4,"Pequena",TRUE
"Osmia.melanogaster","M_015","Osmia","Megachilidae",2.84,4,"Pequena",TRUE
"Pseudapis.diversipes","M_015","Pseudapis","Halictidae",1.78,4,"Pequena",TRUE
"Rhodanthidium.septemdentatum","M_015","Rhodanthidium","Megachilidae",3.28,4,"Pequena",TRUE
"Rophites.quinquespinosus","M_015","Rophites","Halictidae",2.13,4,"Pequena",TRUE
"Systropha.planidens","M_015","Systropha","Halictidae",2.17,4,"Pequena",TRUE
"Xylocopa.iris","M_015","Xylocopa","Apidae",4.33,4,"Grande",TRUE
"Xylocopa.violacea","M_015","Xylocopa","Apidae",7.8,4,"Grande",TRUE
"Amegilla.albigena","M_015","Amegilla","Apidae",3.02,5,"Pequena",FALSE
"Amegilla.quadrifasciata","M_015","Amegilla","Apidae",3.64,5,"Pequena",FALSE
"Andrena.alfkenella","M_015","Andrena","Andrenidae",1.33,5,"Pequena",FALSE
"Andrena.bicolor","M_015","Andrena","Andrenidae",2.05,5,"Pequena",FALSE
"Andrena.combaella","M_015","Andrena","Andrenidae",2.34,5,"Pequena",FALSE
"Andrena.flavipes","M_015","Andrena","Andrenidae",1.71,5,"Pequena",FALSE
"Andrena.hattorfiana","M_015","Andrena","Andrenidae",2.71,5,"Pequena",FALSE
"Andrena.nana","M_015","Andrena","Andrenidae",1.58,5,"Pequena",FALSE
"Andrena.nigroaenea","M_015","Andrena","Andrenidae",2.97,5,"Pequena",FALSE
"Andrena.nigroaenea","M_015","Andrena","Andrenidae",2.84,5,"Pequena",FALSE
"Andrena.simontornyella","M_015","Andrena","Andrenidae",1.31,5,"Pequena",FALSE
"Andrena.taraxaci","M_015","Andrena","Andrenidae",1.68,5,"Pequena",FALSE
"Andrena.ventricosa","M_015","Andrena","Andrenidae",1.63,5,"Pequena",FALSE
"Anthidiellum.strigatum.luteum","M_015","Anthidiellum","Megachilidae",2.44,5,"Pequena",FALSE
"Anthidium.manicatum","M_015","Anthidium","Megachilidae",3.44,5,"Pequena",FALSE
"Anthophora.atroalba","M_015","Anthophora","Apidae",3.67,5,"Pequena",FALSE
"Apis.mellifera","M_015","Apis","Apidae",2.9,5,"Pequena",FALSE
"Bombus.terrestris","M_015","Bombus","Apidae",4.78,5,"Pequena",FALSE
"Bombus.terrestris","M_015","Bombus","Apidae",4.7,5,"Pequena",FALSE
"Ceratina.cucurbitina","M_015","Ceratina","Apidae",1.36,5,"Pequena",FALSE
"Ceratina.cyanea","M_015","Ceratina","Apidae",1.24,5,"Pequena",FALSE
"Ceratina.nigrolabiata","M_015","Ceratina","Apidae",1.34,5,"Pequena",FALSE
"Chelostoma.appendiculatum","M_015","Chelostoma","Megachilidae",0.95,5,"Pequena",FALSE
"Eucera.clypeata","M_015","Eucera","Apidae",2.75,5,"Pequena",FALSE
"Eucera.nigrescens.contraria","M_015","Eucera","Apidae",3.34,5,"Pequena",FALSE
"Eucera.nigrilabris.rufitarsis","M_015","Eucera","Apidae",3.65,5,"Pequena",FALSE
"Eucera.seminuda","M_015","Eucera","Apidae",2.65,5,"Pequena",FALSE
"Habropoda.tarsata","M_015","Habropoda","Apidae",3,5,"Pequena",FALSE
"Halictus.scabiosae","M_015","Halictus","Halictidae",2.4,5,"Pequena",FALSE
"Halictus.scabiosae","M_015","Halictus","Halictidae",2.5,5,"Pequena",FALSE
"Halictus.smaragdulus","M_015","Halictus","Halictidae",1.11,5,"Pequena",FALSE
"Halictus.subauratus","M_015","Halictus","Halictidae",1.68,5,"Pequena",FALSE
"Heriades.crenulatus","M_015","Heriades","Megachilidae",1.53,5,"Pequena",FALSE
"Heriades.trucorum","M_015","Heriades","Megachilidae",1.64,5,"Pequena",FALSE
"Hylaeus.imparilis","M_015","Hylaeus","Colletidae",0.99,5,"Pequena",FALSE
"Hylaeus.punctatus","M_015","Hylaeus","Colletidae",1.19,5,"Pequena",FALSE
"Hylaeus.signatus","M_015","Hylaeus","Colletidae",1.81,5,"Pequena",FALSE
"Hylaeus.variegatus","M_015","Hylaeus","Colletidae",2.12,5,"Pequena",FALSE
"Lasioglossum.aeratum","M_015","Lasioglossum","Halictidae",0.92,5,"Pequena",FALSE
"Lasioglossum.brevicome","M_015","Lasioglossum","Halictidae",1.38,5,"Pequena",FALSE
"Lasioglossum.laticeps.hellenicum","M_015","Lasioglossum","Halictidae",1.47,5,"Pequena",FALSE
"Lasioglossum.limbellum","M_015","Lasioglossum","Halictidae",1.32,5,"Pequena",FALSE
"Lasioglossum.lineare","M_015","Lasioglossum","Halictidae",1.35,5,"Pequena",FALSE
"Lasioglossum.lucidulum","M_015","Lasioglossum","Halictidae",1.28,5,"Pequena",FALSE
"Lasioglossum.malachurum","M_015","Lasioglossum","Halictidae",1.65,5,"Pequena",FALSE
"Lasioglossum.marginatum","M_015","Lasioglossum","Halictidae",1.65,5,"Pequena",FALSE
"Lasioglossum.mediterraneum","M_015","Lasioglossum","Halictidae",3.34,5,"Pequena",FALSE
"Lasioglossum.mesosclerum","M_015","Lasioglossum","Halictidae",1.25,5,"Pequena",FALSE
"Lasioglossum.nigripes","M_015","Lasioglossum","Halictidae",1.95,5,"Pequena",FALSE
"Lasioglossum.nitidulum.fudakowskii","M_015","Lasioglossum","Halictidae",1.24,5,"Pequena",FALSE
"Lasioglossum.pauxillum","M_015","Lasioglossum","Halictidae",1.115,5,"Pequena",FALSE
"Lasioglossum.politum","M_015","Lasioglossum","Halictidae",0.85,5,"Pequena",FALSE
"Lasioglossum.pygmaeum.patulum","M_015","Lasioglossum","Halictidae",1.14,5,"Pequena",FALSE
"Lasioglossum.quadrinotatum","M_015","Lasioglossum","Halictidae",1.72,5,"Pequena",FALSE
"Lasioglossum.villosulum","M_015","Lasioglossum","Halictidae",1.32,5,"Pequena",FALSE
"Lasioglossum.zonulum","M_015","Lasioglossum","Halictidae",1.97,5,"Pequena",FALSE
"Megachile.pilidens","M_015","Megachile","Megachilidae",2.67,5,"Pequena",FALSE
"Osmia.aurulenta","M_015","Osmia","Megachilidae",2.78,5,"Pequena",FALSE
"Osmia.caerulescens","M_015","Osmia","Megachilidae",2.34,5,"Pequena",FALSE
"Osmia.melanogaster","M_015","Osmia","Megachilidae",2.84,5,"Pequena",FALSE
"Pseudapis.diversipes","M_015","Pseudapis","Halictidae",1.78,5,"Pequena",FALSE
"Rhodanthidium.septemdentatum","M_015","Rhodanthidium","Megachilidae",3.28,5,"Pequena",FALSE
"Rophites.quinquespinosus","M_015","Rophites","Halictidae",2.13,5,"Pequena",FALSE
"Systropha.planidens","M_015","Systropha","Halictidae",2.17,5,"Pequena",FALSE
"Xylocopa.iris","M_015","Xylocopa","Apidae",4.33,5,"Pequena",FALSE
"Xylocopa.violacea","M_015","Xylocopa","Apidae",7.8,5,"Grande",FALSE
"Amegilla.albigena","M_015","Amegilla","Apidae",3.02,6,"Pequena",FALSE
"Amegilla.quadrifasciata","M_015","Amegilla","Apidae",3.64,6,"Pequena",FALSE
"Andrena.alfkenella","M_015","Andrena","Andrenidae",1.33,6,"Pequena",FALSE
"Andrena.bicolor","M_015","Andrena","Andrenidae",2.05,6,"Pequena",FALSE
"Andrena.combaella","M_015","Andrena","Andrenidae",2.34,6,"Pequena",FALSE
"Andrena.flavipes","M_015","Andrena","Andrenidae",1.71,6,"Pequena",FALSE
"Andrena.hattorfiana","M_015","Andrena","Andrenidae",2.71,6,"Pequena",FALSE
"Andrena.nana","M_015","Andrena","Andrenidae",1.58,6,"Pequena",FALSE
"Andrena.nigroaenea","M_015","Andrena","Andrenidae",2.97,6,"Pequena",FALSE
"Andrena.nigroaenea","M_015","Andrena","Andrenidae",2.84,6,"Pequena",FALSE
"Andrena.simontornyella","M_015","Andrena","Andrenidae",1.31,6,"Pequena",FALSE
"Andrena.taraxaci","M_015","Andrena","Andrenidae",1.68,6,"Pequena",FALSE
"Andrena.ventricosa","M_015","Andrena","Andrenidae",1.63,6,"Pequena",FALSE
"Anthidiellum.strigatum.luteum","M_015","Anthidiellum","Megachilidae",2.44,6,"Pequena",FALSE
"Anthidium.manicatum","M_015","Anthidium","Megachilidae",3.44,6,"Pequena",FALSE
"Anthophora.atroalba","M_015","Anthophora","Apidae",3.67,6,"Pequena",FALSE
"Apis.mellifera","M_015","Apis","Apidae",2.9,6,"Pequena",FALSE
"Bombus.terrestris","M_015","Bombus","Apidae",4.78,6,"Pequena",FALSE
"Bombus.terrestris","M_015","Bombus","Apidae",4.7,6,"Pequena",FALSE
"Ceratina.cucurbitina","M_015","Ceratina","Apidae",1.36,6,"Pequena",FALSE
"Ceratina.cyanea","M_015","Ceratina","Apidae",1.24,6,"Pequena",FALSE
"Ceratina.nigrolabiata","M_015","Ceratina","Apidae",1.34,6,"Pequena",FALSE
"Chelostoma.appendiculatum","M_015","Chelostoma","Megachilidae",0.95,6,"Pequena",FALSE
"Eucera.clypeata","M_015","Eucera","Apidae",2.75,6,"Pequena",FALSE
"Eucera.nigrescens.contraria","M_015","Eucera","Apidae",3.34,6,"Pequena",FALSE
"Eucera.nigrilabris.rufitarsis","M_015","Eucera","Apidae",3.65,6,"Pequena",FALSE
"Eucera.seminuda","M_015","Eucera","Apidae",2.65,6,"Pequena",FALSE
"Habropoda.tarsata","M_015","Habropoda","Apidae",3,6,"Pequena",FALSE
"Halictus.scabiosae","M_015","Halictus","Halictidae",2.4,6,"Pequena",FALSE
"Halictus.scabiosae","M_015","Halictus","Halictidae",2.5,6,"Pequena",FALSE
"Halictus.smaragdulus","M_015","Halictus","Halictidae",1.11,6,"Pequena",FALSE
"Halictus.subauratus","M_015","Halictus","Halictidae",1.68,6,"Pequena",FALSE
"Heriades.crenulatus","M_015","Heriades","Megachilidae",1.53,6,"Pequena",FALSE
"Heriades.trucorum","M_015","Heriades","Megachilidae",1.64,6,"Pequena",FALSE
"Hylaeus.imparilis","M_015","Hylaeus","Colletidae",0.99,6,"Pequena",FALSE
"Hylaeus.punctatus","M_015","Hylaeus","Colletidae",1.19,6,"Pequena",FALSE
"Hylaeus.signatus","M_015","Hylaeus","Colletidae",1.81,6,"Pequena",FALSE
"Hylaeus.variegatus","M_015","Hylaeus","Colletidae",2.12,6,"Pequena",FALSE
"Lasioglossum.aeratum","M_015","Lasioglossum","Halictidae",0.92,6,"Pequena",FALSE
"Lasioglossum.brevicome","M_015","Lasioglossum","Halictidae",1.38,6,"Pequena",FALSE
"Lasioglossum.laticeps.hellenicum","M_015","Lasioglossum","Halictidae",1.47,6,"Pequena",FALSE
"Lasioglossum.limbellum","M_015","Lasioglossum","Halictidae",1.32,6,"Pequena",FALSE
"Lasioglossum.lineare","M_015","Lasioglossum","Halictidae",1.35,6,"Pequena",FALSE
"Lasioglossum.lucidulum","M_015","Lasioglossum","Halictidae",1.28,6,"Pequena",FALSE
"Lasioglossum.malachurum","M_015","Lasioglossum","Halictidae",1.65,6,"Pequena",FALSE
"Lasioglossum.marginatum","M_015","Lasioglossum","Halictidae",1.65,6,"Pequena",FALSE
"Lasioglossum.mediterraneum","M_015","Lasioglossum","Halictidae",3.34,6,"Pequena",FALSE
"Lasioglossum.mesosclerum","M_015","Lasioglossum","Halictidae",1.25,6,"Pequena",FALSE
"Lasioglossum.nigripes","M_015","Lasioglossum","Halictidae",1.95,6,"Pequena",FALSE
"Lasioglossum.nitidulum.fudakowskii","M_015","Lasioglossum","Halictidae",1.24,6,"Pequena",FALSE
"Lasioglossum.pauxillum","M_015","Lasioglossum","Halictidae",1.115,6,"Pequena",FALSE
"Lasioglossum.politum","M_015","Lasioglossum","Halictidae",0.85,6,"Pequena",FALSE
"Lasioglossum.pygmaeum.patulum","M_015","Lasioglossum","Halictidae",1.14,6,"Pequena",FALSE
"Lasioglossum.quadrinotatum","M_015","Lasioglossum","Halictidae",1.72,6,"Pequena",FALSE
"Lasioglossum.villosulum","M_015","Lasioglossum","Halictidae",1.32,6,"Pequena",FALSE
"Lasioglossum.zonulum","M_015","Lasioglossum","Halictidae",1.97,6,"Pequena",FALSE
"Megachile.pilidens","M_015","Megachile","Megachilidae",2.67,6,"Pequena",FALSE
"Osmia.aurulenta","M_015","Osmia","Megachilidae",2.78,6,"Pequena",FALSE
"Osmia.caerulescens","M_015","Osmia","Megachilidae",2.34,6,"Pequena",FALSE
"Osmia.melanogaster","M_015","Osmia","Megachilidae",2.84,6,"Pequena",FALSE
"Pseudapis.diversipes","M_015","Pseudapis","Halictidae",1.78,6,"Pequena",FALSE
"Rhodanthidium.septemdentatum","M_015","Rhodanthidium","Megachilidae",3.28,6,"Pequena",FALSE
"Rophites.quinquespinosus","M_015","Rophites","Halictidae",2.13,6,"Pequena",FALSE
"Systropha.planidens","M_015","Systropha","Halictidae",2.17,6,"Pequena",FALSE
"Xylocopa.iris","M_015","Xylocopa","Apidae",4.33,6,"Pequena",FALSE
"Xylocopa.violacea","M_015","Xylocopa","Apidae",7.8,6,"Grande",FALSE
"Amegilla.albigena","M_015","Amegilla","Apidae",3.02,7,"Pequena",FALSE
"Amegilla.quadrifasciata","M_015","Amegilla","Apidae",3.64,7,"Pequena",FALSE
"Andrena.alfkenella","M_015","Andrena","Andrenidae",1.33,7,"Pequena",FALSE
"Andrena.bicolor","M_015","Andrena","Andrenidae",2.05,7,"Pequena",FALSE
"Andrena.combaella","M_015","Andrena","Andrenidae",2.34,7,"Pequena",FALSE
"Andrena.flavipes","M_015","Andrena","Andrenidae",1.71,7,"Pequena",FALSE
"Andrena.hattorfiana","M_015","Andrena","Andrenidae",2.71,7,"Pequena",FALSE
"Andrena.nana","M_015","Andrena","Andrenidae",1.58,7,"Pequena",FALSE
"Andrena.nigroaenea","M_015","Andrena","Andrenidae",2.97,7,"Pequena",FALSE
"Andrena.nigroaenea","M_015","Andrena","Andrenidae",2.84,7,"Pequena",FALSE
"Andrena.simontornyella","M_015","Andrena","Andrenidae",1.31,7,"Pequena",FALSE
"Andrena.taraxaci","M_015","Andrena","Andrenidae",1.68,7,"Pequena",FALSE
"Andrena.ventricosa","M_015","Andrena","Andrenidae",1.63,7,"Pequena",FALSE
"Anthidiellum.strigatum.luteum","M_015","Anthidiellum","Megachilidae",2.44,7,"Pequena",FALSE
"Anthidium.manicatum","M_015","Anthidium","Megachilidae",3.44,7,"Pequena",FALSE
"Anthophora.atroalba","M_015","Anthophora","Apidae",3.67,7,"Pequena",FALSE
"Apis.mellifera","M_015","Apis","Apidae",2.9,7,"Pequena",FALSE
"Bombus.terrestris","M_015","Bombus","Apidae",4.78,7,"Pequena",FALSE
"Bombus.terrestris","M_015","Bombus","Apidae",4.7,7,"Pequena",FALSE
"Ceratina.cucurbitina","M_015","Ceratina","Apidae",1.36,7,"Pequena",FALSE
"Ceratina.cyanea","M_015","Ceratina","Apidae",1.24,7,"Pequena",FALSE
"Ceratina.nigrolabiata","M_015","Ceratina","Apidae",1.34,7,"Pequena",FALSE
"Chelostoma.appendiculatum","M_015","Chelostoma","Megachilidae",0.95,7,"Pequena",FALSE
"Eucera.clypeata","M_015","Eucera","Apidae",2.75,7,"Pequena",FALSE
"Eucera.nigrescens.contraria","M_015","Eucera","Apidae",3.34,7,"Pequena",FALSE
"Eucera.nigrilabris.rufitarsis","M_015","Eucera","Apidae",3.65,7,"Pequena",FALSE
"Eucera.seminuda","M_015","Eucera","Apidae",2.65,7,"Pequena",FALSE
"Habropoda.tarsata","M_015","Habropoda","Apidae",3,7,"Pequena",FALSE
"Halictus.scabiosae","M_015","Halictus","Halictidae",2.4,7,"Pequena",FALSE
"Halictus.scabiosae","M_015","Halictus","Halictidae",2.5,7,"Pequena",FALSE
"Halictus.smaragdulus","M_015","Halictus","Halictidae",1.11,7,"Pequena",FALSE
"Halictus.subauratus","M_015","Halictus","Halictidae",1.68,7,"Pequena",FALSE
"Heriades.crenulatus","M_015","Heriades","Megachilidae",1.53,7,"Pequena",FALSE
"Heriades.trucorum","M_015","Heriades","Megachilidae",1.64,7,"Pequena",FALSE
"Hylaeus.imparilis","M_015","Hylaeus","Colletidae",0.99,7,"Pequena",FALSE
"Hylaeus.punctatus","M_015","Hylaeus","Colletidae",1.19,7,"Pequena",FALSE
"Hylaeus.signatus","M_015","Hylaeus","Colletidae",1.81,7,"Pequena",FALSE
"Hylaeus.variegatus","M_015","Hylaeus","Colletidae",2.12,7,"Pequena",FALSE
"Lasioglossum.aeratum","M_015","Lasioglossum","Halictidae",0.92,7,"Pequena",FALSE
"Lasioglossum.brevicome","M_015","Lasioglossum","Halictidae",1.38,7,"Pequena",FALSE
"Lasioglossum.laticeps.hellenicum","M_015","Lasioglossum","Halictidae",1.47,7,"Pequena",FALSE
"Lasioglossum.limbellum","M_015","Lasioglossum","Halictidae",1.32,7,"Pequena",FALSE
"Lasioglossum.lineare","M_015","Lasioglossum","Halictidae",1.35,7,"Pequena",FALSE
"Lasioglossum.lucidulum","M_015","Lasioglossum","Halictidae",1.28,7,"Pequena",FALSE
"Lasioglossum.malachurum","M_015","Lasioglossum","Halictidae",1.65,7,"Pequena",FALSE
"Lasioglossum.marginatum","M_015","Lasioglossum","Halictidae",1.65,7,"Pequena",FALSE
"Lasioglossum.mediterraneum","M_015","Lasioglossum","Halictidae",3.34,7,"Pequena",FALSE
"Lasioglossum.mesosclerum","M_015","Lasioglossum","Halictidae",1.25,7,"Pequena",FALSE
"Lasioglossum.nigripes","M_015","Lasioglossum","Halictidae",1.95,7,"Pequena",FALSE
"Lasioglossum.nitidulum.fudakowskii","M_015","Lasioglossum","Halictidae",1.24,7,"Pequena",FALSE
"Lasioglossum.pauxillum","M_015","Lasioglossum","Halictidae",1.115,7,"Pequena",FALSE
"Lasioglossum.politum","M_015","Lasioglossum","Halictidae",0.85,7,"Pequena",FALSE
"Lasioglossum.pygmaeum.patulum","M_015","Lasioglossum","Halictidae",1.14,7,"Pequena",FALSE
"Lasioglossum.quadrinotatum","M_015","Lasioglossum","Halictidae",1.72,7,"Pequena",FALSE
"Lasioglossum.villosulum","M_015","Lasioglossum","Halictidae",1.32,7,"Pequena",FALSE
"Lasioglossum.zonulum","M_015","Lasioglossum","Halictidae",1.97,7,"Pequena",FALSE
"Megachile.pilidens","M_015","Megachile","Megachilidae",2.67,7,"Pequena",FALSE
"Osmia.aurulenta","M_015","Osmia","Megachilidae",2.78,7,"Pequena",FALSE
"Osmia.caerulescens","M_015","Osmia","Megachilidae",2.34,7,"Pequena",FALSE
"Osmia.melanogaster","M_015","Osmia","Megachilidae",2.84,7,"Pequena",FALSE
"Pseudapis.diversipes","M_015","Pseudapis","Halictidae",1.78,7,"Pequena",FALSE
"Rhodanthidium.septemdentatum","M_015","Rhodanthidium","Megachilidae",3.28,7,"Pequena",FALSE
"Rophites.quinquespinosus","M_015","Rophites","Halictidae",2.13,7,"Pequena",FALSE
"Systropha.planidens","M_015","Systropha","Halictidae",2.17,7,"Pequena",FALSE
"Xylocopa.iris","M_015","Xylocopa","Apidae",4.33,7,"Pequena",FALSE
"Xylocopa.violacea","M_015","Xylocopa","Apidae",7.8,7,"Grande",FALSE
"Amegilla.albigena","M_015","Amegilla","Apidae",3.02,8,"Pequena",FALSE
"Amegilla.quadrifasciata","M_015","Amegilla","Apidae",3.64,8,"Pequena",FALSE
"Andrena.alfkenella","M_015","Andrena","Andrenidae",1.33,8,"Pequena",FALSE
"Andrena.bicolor","M_015","Andrena","Andrenidae",2.05,8,"Pequena",FALSE
"Andrena.combaella","M_015","Andrena","Andrenidae",2.34,8,"Pequena",FALSE
"Andrena.flavipes","M_015","Andrena","Andrenidae",1.71,8,"Pequena",FALSE
"Andrena.hattorfiana","M_015","Andrena","Andrenidae",2.71,8,"Pequena",FALSE
"Andrena.nana","M_015","Andrena","Andrenidae",1.58,8,"Pequena",FALSE
"Andrena.nigroaenea","M_015","Andrena","Andrenidae",2.97,8,"Pequena",FALSE
"Andrena.nigroaenea","M_015","Andrena","Andrenidae",2.84,8,"Pequena",FALSE
"Andrena.simontornyella","M_015","Andrena","Andrenidae",1.31,8,"Pequena",FALSE
"Andrena.taraxaci","M_015","Andrena","Andrenidae",1.68,8,"Pequena",FALSE
"Andrena.ventricosa","M_015","Andrena","Andrenidae",1.63,8,"Pequena",FALSE
"Anthidiellum.strigatum.luteum","M_015","Anthidiellum","Megachilidae",2.44,8,"Pequena",FALSE
"Anthidium.manicatum","M_015","Anthidium","Megachilidae",3.44,8,"Pequena",FALSE
"Anthophora.atroalba","M_015","Anthophora","Apidae",3.67,8,"Pequena",FALSE
"Apis.mellifera","M_015","Apis","Apidae",2.9,8,"Pequena",FALSE
"Bombus.terrestris","M_015","Bombus","Apidae",4.78,8,"Pequena",FALSE
"Bombus.terrestris","M_015","Bombus","Apidae",4.7,8,"Pequena",FALSE
"Ceratina.cucurbitina","M_015","Ceratina","Apidae",1.36,8,"Pequena",FALSE
"Ceratina.cyanea","M_015","Ceratina","Apidae",1.24,8,"Pequena",FALSE
"Ceratina.nigrolabiata","M_015","Ceratina","Apidae",1.34,8,"Pequena",FALSE
"Chelostoma.appendiculatum","M_015","Chelostoma","Megachilidae",0.95,8,"Pequena",FALSE
"Eucera.clypeata","M_015","Eucera","Apidae",2.75,8,"Pequena",FALSE
"Eucera.nigrescens.contraria","M_015","Eucera","Apidae",3.34,8,"Pequena",FALSE
"Eucera.nigrilabris.rufitarsis","M_015","Eucera","Apidae",3.65,8,"Pequena",FALSE
"Eucera.seminuda","M_015","Eucera","Apidae",2.65,8,"Pequena",FALSE
"Habropoda.tarsata","M_015","Habropoda","Apidae",3,8,"Pequena",FALSE
"Halictus.scabiosae","M_015","Halictus","Halictidae",2.4,8,"Pequena",FALSE
"Halictus.scabiosae","M_015","Halictus","Halictidae",2.5,8,"Pequena",FALSE
"Halictus.smaragdulus","M_015","Halictus","Halictidae",1.11,8,"Pequena",FALSE
"Halictus.subauratus","M_015","Halictus","Halictidae",1.68,8,"Pequena",FALSE
"Heriades.crenulatus","M_015","Heriades","Megachilidae",1.53,8,"Pequena",FALSE
"Heriades.trucorum","M_015","Heriades","Megachilidae",1.64,8,"Pequena",FALSE
"Hylaeus.imparilis","M_015","Hylaeus","Colletidae",0.99,8,"Pequena",FALSE
"Hylaeus.punctatus","M_015","Hylaeus","Colletidae",1.19,8,"Pequena",FALSE
"Hylaeus.signatus","M_015","Hylaeus","Colletidae",1.81,8,"Pequena",FALSE
"Hylaeus.variegatus","M_015","Hylaeus","Colletidae",2.12,8,"Pequena",FALSE
"Lasioglossum.aeratum","M_015","Lasioglossum","Halictidae",0.92,8,"Pequena",FALSE
"Lasioglossum.brevicome","M_015","Lasioglossum","Halictidae",1.38,8,"Pequena",FALSE
"Lasioglossum.laticeps.hellenicum","M_015","Lasioglossum","Halictidae",1.47,8,"Pequena",FALSE
