"especie","ID","genero","Familia","DIT","umbral","size","es.umbral"
"Lasioglossum.punctatissimum","M_047","Lasioglossum","Halictidae",1.21,8,"Pequena",FALSE
"Lasioglossum.villosulum","M_047","Lasioglossum","Halictidae",1.32,8,"Pequena",FALSE
"Megachile.versicolor","M_047","Megachile","Megachilidae",3.25,8,"Pequena",FALSE
"Andrena.barbilabris","M_047","Andrena","Andrenidae",2.1,9,"Pequena",FALSE
"Andrena.clarkella","M_047","Andrena","Andrenidae",3.1,9,"Pequena",FALSE
"Andrena.fulva","M_047","Andrena","Andrenidae",2.86,9,"Pequena",FALSE
"Andrena.fuscipes","M_047","Andrena","Andrenidae",2,9,"Pequena",FALSE
"Andrena.haemorrhoa","M_047","Andrena","Andrenidae",2.54,9,"Pequena",FALSE
"Andrena.lapponica","M_047","Andrena","Andrenidae",2.66,9,"Pequena",FALSE
"Andrena.nigroaenea","M_047","Andrena","Andrenidae",2.97,9,"Pequena",FALSE
"Andrena.nigroaenea","M_047","Andrena","Andrenidae",2.84,9,"Pequena",FALSE
"Andrena.wilkella","M_047","Andrena","Andrenidae",2.34,9,"Pequena",FALSE
"Apis.mellifera","M_047","Apis","Apidae",2.9,9,"Pequena",FALSE
"Bombus.bohemicus","M_047","Bombus","Apidae",4.1,9,"Pequena",FALSE
"Bombus.jonellus","M_047","Bombus","Apidae",3.99,9,"Pequena",FALSE
"Bombus.lapidarius","M_047","Bombus","Apidae",3.98,9,"Pequena",FALSE
"Bombus.lucorum","M_047","Bombus","Apidae",4.78,9,"Pequena",FALSE
"Bombus.lucorum","M_047","Bombus","Apidae",3.75,9,"Pequena",FALSE
"Bombus.muscorum","M_047","Bombus","Apidae",3.84,9,"Pequena",FALSE
"Bombus.pascuorum","M_047","Bombus","Apidae",3.72,9,"Pequena",FALSE
"Bombus.pratorum","M_047","Bombus","Apidae",4.21,9,"Pequena",FALSE
"Bombus.rupestris","M_047","Bombus","Apidae",5.81,9,"Pequena",FALSE
"Bombus.terrestris","M_047","Bombus","Apidae",4.78,9,"Pequena",FALSE
"Bombus.terrestris","M_047","Bombus","Apidae",4.7,9,"Pequena",FALSE
"Colletes.cunicularius","M_047","Colletes","Colletidae",3.62,9,"Pequena",FALSE
"Colletes.succinctus","M_047","Colletes","Colletidae",3,9,"Pequena",FALSE
"Halictus.confusus","M_047","Halictus","Halictidae",1.41,9,"Pequena",FALSE
"Hylaeus.annularis","M_047","Hylaeus","Colletidae",4,9,"Pequena",FALSE
"Hylaeus.brevicornis","M_047","Hylaeus","Colletidae",1,9,"Pequena",FALSE
"Lasioglossum.fratellum","M_047","Lasioglossum","Halictidae",1.16,9,"Pequena",FALSE
"Lasioglossum.leucopus","M_047","Lasioglossum","Halictidae",1.2,9,"Pequena",FALSE
"Lasioglossum.leucozonium","M_047","Lasioglossum","Halictidae",1.86,9,"Pequena",FALSE
"Lasioglossum.punctatissimum","M_047","Lasioglossum","Halictidae",1.21,9,"Pequena",FALSE
"Lasioglossum.villosulum","M_047","Lasioglossum","Halictidae",1.32,9,"Pequena",FALSE
"Megachile.versicolor","M_047","Megachile","Megachilidae",3.25,9,"Pequena",FALSE
"Andrena.carlini","M_032","Andrena","Andrenidae",2.9,1,"Grande",FALSE
"Andrena.cressoni","M_032","Andrena","Andrenidae",2.06,1,"Grande",FALSE
"Andrena.forbesii","M_032","Andrena","Andrenidae",2.2,1,"Grande",FALSE
"Andrena.miserabilis","M_032","Andrena","Andrenidae",1.7,1,"Grande",FALSE
"Andrena.personata","M_032","Andrena","Andrenidae",1.2,1,"Grande",FALSE
"Andrena.rugosa","M_032","Andrena","Andrenidae",2.07,1,"Grande",FALSE
"Apis.mellifera","M_032","Apis","Apidae",2.9,1,"Grande",FALSE
"Augochlora.pura","M_032","Augochlora","Halictidae",1.64,1,"Grande",FALSE
"Bombus.griseocollis","M_032","Bombus","Apidae",4.87,1,"Grande",FALSE
"Halictus.confusus","M_032","Halictus","Halictidae",1.41,1,"Grande",FALSE
"Andrena.carlini","M_032","Andrena","Andrenidae",2.9,2,"Grande",TRUE
"Andrena.cressoni","M_032","Andrena","Andrenidae",2.06,2,"Grande",TRUE
"Andrena.forbesii","M_032","Andrena","Andrenidae",2.2,2,"Grande",TRUE
"Andrena.miserabilis","M_032","Andrena","Andrenidae",1.7,2,"Pequena",TRUE
"Andrena.personata","M_032","Andrena","Andrenidae",1.2,2,"Pequena",TRUE
"Andrena.rugosa","M_032","Andrena","Andrenidae",2.07,2,"Grande",TRUE
"Apis.mellifera","M_032","Apis","Apidae",2.9,2,"Grande",TRUE
"Augochlora.pura","M_032","Augochlora","Halictidae",1.64,2,"Pequena",TRUE
"Bombus.griseocollis","M_032","Bombus","Apidae",4.87,2,"Grande",TRUE
"Halictus.confusus","M_032","Halictus","Halictidae",1.41,2,"Pequena",TRUE
"Andrena.carlini","M_032","Andrena","Andrenidae",2.9,3,"Pequena",FALSE
"Andrena.cressoni","M_032","Andrena","Andrenidae",2.06,3,"Pequena",FALSE
"Andrena.forbesii","M_032","Andrena","Andrenidae",2.2,3,"Pequena",FALSE
"Andrena.miserabilis","M_032","Andrena","Andrenidae",1.7,3,"Pequena",FALSE
"Andrena.personata","M_032","Andrena","Andrenidae",1.2,3,"Pequena",FALSE
"Andrena.rugosa","M_032","Andrena","Andrenidae",2.07,3,"Pequena",FALSE
"Apis.mellifera","M_032","Apis","Apidae",2.9,3,"Pequena",FALSE
"Augochlora.pura","M_032","Augochlora","Halictidae",1.64,3,"Pequena",FALSE
"Bombus.griseocollis","M_032","Bombus","Apidae",4.87,3,"Grande",FALSE
"Halictus.confusus","M_032","Halictus","Halictidae",1.41,3,"Pequena",FALSE
"Andrena.carlini","M_032","Andrena","Andrenidae",2.9,4,"Pequena",FALSE
"Andrena.cressoni","M_032","Andrena","Andrenidae",2.06,4,"Pequena",FALSE
"Andrena.forbesii","M_032","Andrena","Andrenidae",2.2,4,"Pequena",FALSE
"Andrena.miserabilis","M_032","Andrena","Andrenidae",1.7,4,"Pequena",FALSE
"Andrena.personata","M_032","Andrena","Andrenidae",1.2,4,"Pequena",FALSE
"Andrena.rugosa","M_032","Andrena","Andrenidae",2.07,4,"Pequena",FALSE
"Apis.mellifera","M_032","Apis","Apidae",2.9,4,"Pequena",FALSE
"Augochlora.pura","M_032","Augochlora","Halictidae",1.64,4,"Pequena",FALSE
"Bombus.griseocollis","M_032","Bombus","Apidae",4.87,4,"Grande",FALSE
"Halictus.confusus","M_032","Halictus","Halictidae",1.41,4,"Pequena",FALSE
"Andrena.carlini","M_032","Andrena","Andrenidae",2.9,5,"Pequena",FALSE
"Andrena.cressoni","M_032","Andrena","Andrenidae",2.06,5,"Pequena",FALSE
"Andrena.forbesii","M_032","Andrena","Andrenidae",2.2,5,"Pequena",FALSE
"Andrena.miserabilis","M_032","Andrena","Andrenidae",1.7,5,"Pequena",FALSE
"Andrena.personata","M_032","Andrena","Andrenidae",1.2,5,"Pequena",FALSE
"Andrena.rugosa","M_032","Andrena","Andrenidae",2.07,5,"Pequena",FALSE
"Apis.mellifera","M_032","Apis","Apidae",2.9,5,"Pequena",FALSE
"Augochlora.pura","M_032","Augochlora","Halictidae",1.64,5,"Pequena",FALSE
"Bombus.griseocollis","M_032","Bombus","Apidae",4.87,5,"Pequena",FALSE
"Halictus.confusus","M_032","Halictus","Halictidae",1.41,5,"Pequena",FALSE
"Andrena.carlini","M_032","Andrena","Andrenidae",2.9,6,"Pequena",FALSE
"Andrena.cressoni","M_032","Andrena","Andrenidae",2.06,6,"Pequena",FALSE
"Andrena.forbesii","M_032","Andrena","Andrenidae",2.2,6,"Pequena",FALSE
"Andrena.miserabilis","M_032","Andrena","Andrenidae",1.7,6,"Pequena",FALSE
"Andrena.personata","M_032","Andrena","Andrenidae",1.2,6,"Pequena",FALSE
"Andrena.rugosa","M_032","Andrena","Andrenidae",2.07,6,"Pequena",FALSE
"Apis.mellifera","M_032","Apis","Apidae",2.9,6,"Pequena",FALSE
"Augochlora.pura","M_032","Augochlora","Halictidae",1.64,6,"Pequena",FALSE
"Bombus.griseocollis","M_032","Bombus","Apidae",4.87,6,"Pequena",FALSE
"Halictus.confusus","M_032","Halictus","Halictidae",1.41,6,"Pequena",FALSE
"Andrena.carlini","M_032","Andrena","Andrenidae",2.9,7,"Pequena",FALSE
"Andrena.cressoni","M_032","Andrena","Andrenidae",2.06,7,"Pequena",FALSE
"Andrena.forbesii","M_032","Andrena","Andrenidae",2.2,7,"Pequena",FALSE
"Andrena.miserabilis","M_032","Andrena","Andrenidae",1.7,7,"Pequena",FALSE
"Andrena.personata","M_032","Andrena","Andrenidae",1.2,7,"Pequena",FALSE
"Andrena.rugosa","M_032","Andrena","Andrenidae",2.07,7,"Pequena",FALSE
"Apis.mellifera","M_032","Apis","Apidae",2.9,7,"Pequena",FALSE
"Augochlora.pura","M_032","Augochlora","Halictidae",1.64,7,"Pequena",FALSE
"Bombus.griseocollis","M_032","Bombus","Apidae",4.87,7,"Pequena",FALSE
"Halictus.confusus","M_032","Halictus","Halictidae",1.41,7,"Pequena",FALSE
"Andrena.carlini","M_032","Andrena","Andrenidae",2.9,8,"Pequena",FALSE
"Andrena.cressoni","M_032","Andrena","Andrenidae",2.06,8,"Pequena",FALSE
"Andrena.forbesii","M_032","Andrena","Andrenidae",2.2,8,"Pequena",FALSE
"Andrena.miserabilis","M_032","Andrena","Andrenidae",1.7,8,"Pequena",FALSE
"Andrena.personata","M_032","Andrena","Andrenidae",1.2,8,"Pequena",FALSE
"Andrena.rugosa","M_032","Andrena","Andrenidae",2.07,8,"Pequena",FALSE
"Apis.mellifera","M_032","Apis","Apidae",2.9,8,"Pequena",FALSE
"Augochlora.pura","M_032","Augochlora","Halictidae",1.64,8,"Pequena",FALSE
"Bombus.griseocollis","M_032","Bombus","Apidae",4.87,8,"Pequena",FALSE
"Halictus.confusus","M_032","Halictus","Halictidae",1.41,8,"Pequena",FALSE
"Andrena.carlini","M_032","Andrena","Andrenidae",2.9,9,"Pequena",FALSE
"Andrena.cressoni","M_032","Andrena","Andrenidae",2.06,9,"Pequena",FALSE
"Andrena.forbesii","M_032","Andrena","Andrenidae",2.2,9,"Pequena",FALSE
"Andrena.miserabilis","M_032","Andrena","Andrenidae",1.7,9,"Pequena",FALSE
"Andrena.personata","M_032","Andrena","Andrenidae",1.2,9,"Pequena",FALSE
"Andrena.rugosa","M_032","Andrena","Andrenidae",2.07,9,"Pequena",FALSE
"Apis.mellifera","M_032","Apis","Apidae",2.9,9,"Pequena",FALSE
"Augochlora.pura","M_032","Augochlora","Halictidae",1.64,9,"Pequena",FALSE
"Bombus.griseocollis","M_032","Bombus","Apidae",4.87,9,"Pequena",FALSE
"Halictus.confusus","M_032","Halictus","Halictidae",1.41,9,"Pequena",FALSE
"Andrena.chrysosceles","M_007","Andrena","Andrenidae",1.84,1,"Grande",FALSE
"Anthophora.plumipes","M_007","Anthophora","Apidae",4.17,1,"Grande",FALSE
"Apis.mellifera","M_007","Apis","Apidae",2.9,1,"Grande",FALSE
"Bombus.hortorum","M_007","Bombus","Apidae",4.56,1,"Grande",FALSE
"Bombus.hortorum","M_007","Bombus","Apidae",4.74,1,"Grande",FALSE
"Bombus.lapidarius","M_007","Bombus","Apidae",3.98,1,"Grande",FALSE
"Bombus.pascuorum","M_007","Bombus","Apidae",3.72,1,"Grande",FALSE
"Bombus.pratorum","M_007","Bombus","Apidae",4.21,1,"Grande",FALSE
"Bombus.terrestris.lucorum","M_007","Bombus","Apidae",4.78,1,"Grande",FALSE
"Lasioglossum.calceatum","M_007","Lasioglossum","Halictidae",1.78,1,"Grande",FALSE
"Lasioglossum.villosulum","M_007","Lasioglossum","Halictidae",1.32,1,"Grande",FALSE
"Andrena.chrysosceles","M_007","Andrena","Andrenidae",1.84,2,"Pequena",TRUE
"Anthophora.plumipes","M_007","Anthophora","Apidae",4.17,2,"Grande",TRUE
"Apis.mellifera","M_007","Apis","Apidae",2.9,2,"Grande",TRUE
"Bombus.hortorum","M_007","Bombus","Apidae",4.56,2,"Grande",TRUE
"Bombus.hortorum","M_007","Bombus","Apidae",4.74,2,"Grande",TRUE
"Bombus.lapidarius","M_007","Bombus","Apidae",3.98,2,"Grande",TRUE
"Bombus.pascuorum","M_007","Bombus","Apidae",3.72,2,"Grande",TRUE
"Bombus.pratorum","M_007","Bombus","Apidae",4.21,2,"Grande",TRUE
"Bombus.terrestris.lucorum","M_007","Bombus","Apidae",4.78,2,"Grande",TRUE
"Lasioglossum.calceatum","M_007","Lasioglossum","Halictidae",1.78,2,"Pequena",TRUE
"Lasioglossum.villosulum","M_007","Lasioglossum","Halictidae",1.32,2,"Pequena",TRUE
"Andrena.chrysosceles","M_007","Andrena","Andrenidae",1.84,3,"Pequena",TRUE
"Anthophora.plumipes","M_007","Anthophora","Apidae",4.17,3,"Grande",TRUE
"Apis.mellifera","M_007","Apis","Apidae",2.9,3,"Pequena",TRUE
"Bombus.hortorum","M_007","Bombus","Apidae",4.56,3,"Grande",TRUE
"Bombus.hortorum","M_007","Bombus","Apidae",4.74,3,"Grande",TRUE
"Bombus.lapidarius","M_007","Bombus","Apidae",3.98,3,"Grande",TRUE
"Bombus.pascuorum","M_007","Bombus","Apidae",3.72,3,"Grande",TRUE
"Bombus.pratorum","M_007","Bombus","Apidae",4.21,3,"Grande",TRUE
"Bombus.terrestris.lucorum","M_007","Bombus","Apidae",4.78,3,"Grande",TRUE
"Lasioglossum.calceatum","M_007","Lasioglossum","Halictidae",1.78,3,"Pequena",TRUE
"Lasioglossum.villosulum","M_007","Lasioglossum","Halictidae",1.32,3,"Pequena",TRUE
"Andrena.chrysosceles","M_007","Andrena","Andrenidae",1.84,4,"Pequena",TRUE
"Anthophora.plumipes","M_007","Anthophora","Apidae",4.17,4,"Grande",TRUE
"Apis.mellifera","M_007","Apis","Apidae",2.9,4,"Pequena",TRUE
"Bombus.hortorum","M_007","Bombus","Apidae",4.56,4,"Grande",TRUE
"Bombus.hortorum","M_007","Bombus","Apidae",4.74,4,"Grande",TRUE
"Bombus.lapidarius","M_007","Bombus","Apidae",3.98,4,"Pequena",TRUE
"Bombus.pascuorum","M_007","Bombus","Apidae",3.72,4,"Pequena",TRUE
"Bombus.pratorum","M_007","Bombus","Apidae",4.21,4,"Grande",TRUE
"Bombus.terrestris.lucorum","M_007","Bombus","Apidae",4.78,4,"Grande",TRUE
"Lasioglossum.calceatum","M_007","Lasioglossum","Halictidae",1.78,4,"Pequena",TRUE
"Lasioglossum.villosulum","M_007","Lasioglossum","Halictidae",1.32,4,"Pequena",TRUE
"Andrena.chrysosceles","M_007","Andrena","Andrenidae",1.84,5,"Pequena",FALSE
"Anthophora.plumipes","M_007","Anthophora","Apidae",4.17,5,"Pequena",FALSE
"Apis.mellifera","M_007","Apis","Apidae",2.9,5,"Pequena",FALSE
"Bombus.hortorum","M_007","Bombus","Apidae",4.56,5,"Pequena",FALSE
"Bombus.hortorum","M_007","Bombus","Apidae",4.74,5,"Pequena",FALSE
"Bombus.lapidarius","M_007","Bombus","Apidae",3.98,5,"Pequena",FALSE
"Bombus.pascuorum","M_007","Bombus","Apidae",3.72,5,"Pequena",FALSE
"Bombus.pratorum","M_007","Bombus","Apidae",4.21,5,"Pequena",FALSE
"Bombus.terrestris.lucorum","M_007","Bombus","Apidae",4.78,5,"Pequena",FALSE
"Lasioglossum.calceatum","M_007","Lasioglossum","Halictidae",1.78,5,"Pequena",FALSE
"Lasioglossum.villosulum","M_007","Lasioglossum","Halictidae",1.32,5,"Pequena",FALSE
"Andrena.chrysosceles","M_007","Andrena","Andrenidae",1.84,6,"Pequena",FALSE
"Anthophora.plumipes","M_007","Anthophora","Apidae",4.17,6,"Pequena",FALSE
"Apis.mellifera","M_007","Apis","Apidae",2.9,6,"Pequena",FALSE
"Bombus.hortorum","M_007","Bombus","Apidae",4.56,6,"Pequena",FALSE
"Bombus.hortorum","M_007","Bombus","Apidae",4.74,6,"Pequena",FALSE
"Bombus.lapidarius","M_007","Bombus","Apidae",3.98,6,"Pequena",FALSE
"Bombus.pascuorum","M_007","Bombus","Apidae",3.72,6,"Pequena",FALSE
"Bombus.pratorum","M_007","Bombus","Apidae",4.21,6,"Pequena",FALSE
"Bombus.terrestris.lucorum","M_007","Bombus","Apidae",4.78,6,"Pequena",FALSE
"Lasioglossum.calceatum","M_007","Lasioglossum","Halictidae",1.78,6,"Pequena",FALSE
"Lasioglossum.villosulum","M_007","Lasioglossum","Halictidae",1.32,6,"Pequena",FALSE
"Andrena.chrysosceles","M_007","Andrena","Andrenidae",1.84,7,"Pequena",FALSE
"Anthophora.plumipes","M_007","Anthophora","Apidae",4.17,7,"Pequena",FALSE
"Apis.mellifera","M_007","Apis","Apidae",2.9,7,"Pequena",FALSE
"Bombus.hortorum","M_007","Bombus","Apidae",4.56,7,"Pequena",FALSE
"Bombus.hortorum","M_007","Bombus","Apidae",4.74,7,"Pequena",FALSE
"Bombus.lapidarius","M_007","Bombus","Apidae",3.98,7,"Pequena",FALSE
"Bombus.pascuorum","M_007","Bombus","Apidae",3.72,7,"Pequena",FALSE
"Bombus.pratorum","M_007","Bombus","Apidae",4.21,7,"Pequena",FALSE
"Bombus.terrestris.lucorum","M_007","Bombus","Apidae",4.78,7,"Pequena",FALSE
"Lasioglossum.calceatum","M_007","Lasioglossum","Halictidae",1.78,7,"Pequena",FALSE
"Lasioglossum.villosulum","M_007","Lasioglossum","Halictidae",1.32,7,"Pequena",FALSE
"Andrena.chrysosceles","M_007","Andrena","Andrenidae",1.84,8,"Pequena",FALSE
"Anthophora.plumipes","M_007","Anthophora","Apidae",4.17,8,"Pequena",FALSE
"Apis.mellifera","M_007","Apis","Apidae",2.9,8,"Pequena",FALSE
"Bombus.hortorum","M_007","Bombus","Apidae",4.56,8,"Pequena",FALSE
"Bombus.hortorum","M_007","Bombus","Apidae",4.74,8,"Pequena",FALSE
"Bombus.lapidarius","M_007","Bombus","Apidae",3.98,8,"Pequena",FALSE
"Bombus.pascuorum","M_007","Bombus","Apidae",3.72,8,"Pequena",FALSE
"Bombus.pratorum","M_007","Bombus","Apidae",4.21,8,"Pequena",FALSE
"Bombus.terrestris.lucorum","M_007","Bombus","Apidae",4.78,8,"Pequena",FALSE
"Lasioglossum.calceatum","M_007","Lasioglossum","Halictidae",1.78,8,"Pequena",FALSE
"Lasioglossum.villosulum","M_007","Lasioglossum","Halictidae",1.32,8,"Pequena",FALSE
"Andrena.chrysosceles","M_007","Andrena","Andrenidae",1.84,9,"Pequena",FALSE
"Anthophora.plumipes","M_007","Anthophora","Apidae",4.17,9,"Pequena",FALSE
"Apis.mellifera","M_007","Apis","Apidae",2.9,9,"Pequena",FALSE
"Bombus.hortorum","M_007","Bombus","Apidae",4.56,9,"Pequena",FALSE
"Bombus.hortorum","M_007","Bombus","Apidae",4.74,9,"Pequena",FALSE
"Bombus.lapidarius","M_007","Bombus","Apidae",3.98,9,"Pequena",FALSE
"Bombus.pascuorum","M_007","Bombus","Apidae",3.72,9,"Pequena",FALSE
"Bombus.pratorum","M_007","Bombus","Apidae",4.21,9,"Pequena",FALSE
"Bombus.terrestris.lucorum","M_007","Bombus","Apidae",4.78,9,"Pequena",FALSE
"Lasioglossum.calceatum","M_007","Lasioglossum","Halictidae",1.78,9,"Pequena",FALSE
"Lasioglossum.villosulum","M_007","Lasioglossum","Halictidae",1.32,9,"Pequena",FALSE
"Andrena.haemorrhoa","M_006","Andrena","Andrenidae",2.54,1,"Grande",FALSE
"Andrena.wilkella","M_006","Andrena","Andrenidae",2.34,1,"Grande",FALSE
"Bombus.hortorum","M_006","Bombus","Apidae",4.56,1,"Grande",FALSE
"Bombus.hortorum","M_006","Bombus","Apidae",4.74,1,"Grande",FALSE
"Bombus.lapidarius","M_006","Bombus","Apidae",3.98,1,"Grande",FALSE
"Bombus.pascuorum","M_006","Bombus","Apidae",3.72,1,"Grande",FALSE
"Bombus.pratorum","M_006","Bombus","Apidae",4.21,1,"Grande",FALSE
"Bombus.terrestris.lucorum","M_006","Bombus","Apidae",4.78,1,"Grande",FALSE
"Lasioglossum.calceatum","M_006","Lasioglossum","Halictidae",1.78,1,"Grande",FALSE
"Lasioglossum.leucozonium","M_006","Lasioglossum","Halictidae",1.86,1,"Grande",FALSE
"Lasioglossum.villosulum","M_006","Lasioglossum","Halictidae",1.32,1,"Grande",FALSE
"Megachile.willughbiella","M_006","Megachile","Megachilidae",3.26,1,"Grande",FALSE
"Andrena.haemorrhoa","M_006","Andrena","Andrenidae",2.54,2,"Grande",TRUE
"Andrena.wilkella","M_006","Andrena","Andrenidae",2.34,2,"Grande",TRUE
"Bombus.hortorum","M_006","Bombus","Apidae",4.56,2,"Grande",TRUE
"Bombus.hortorum","M_006","Bombus","Apidae",4.74,2,"Grande",TRUE
"Bombus.lapidarius","M_006","Bombus","Apidae",3.98,2,"Grande",TRUE
"Bombus.pascuorum","M_006","Bombus","Apidae",3.72,2,"Grande",TRUE
"Bombus.pratorum","M_006","Bombus","Apidae",4.21,2,"Grande",TRUE
"Bombus.terrestris.lucorum","M_006","Bombus","Apidae",4.78,2,"Grande",TRUE
"Lasioglossum.calceatum","M_006","Lasioglossum","Halictidae",1.78,2,"Pequena",TRUE
"Lasioglossum.leucozonium","M_006","Lasioglossum","Halictidae",1.86,2,"Pequena",TRUE
"Lasioglossum.villosulum","M_006","Lasioglossum","Halictidae",1.32,2,"Pequena",TRUE
"Megachile.willughbiella","M_006","Megachile","Megachilidae",3.26,2,"Grande",TRUE
"Andrena.haemorrhoa","M_006","Andrena","Andrenidae",2.54,3,"Pequena",TRUE
"Andrena.wilkella","M_006","Andrena","Andrenidae",2.34,3,"Pequena",TRUE
"Bombus.hortorum","M_006","Bombus","Apidae",4.56,3,"Grande",TRUE
"Bombus.hortorum","M_006","Bombus","Apidae",4.74,3,"Grande",TRUE
"Bombus.lapidarius","M_006","Bombus","Apidae",3.98,3,"Grande",TRUE
"Bombus.pascuorum","M_006","Bombus","Apidae",3.72,3,"Grande",TRUE
"Bombus.pratorum","M_006","Bombus","Apidae",4.21,3,"Grande",TRUE
"Bombus.terrestris.lucorum","M_006","Bombus","Apidae",4.78,3,"Grande",TRUE
"Lasioglossum.calceatum","M_006","Lasioglossum","Halictidae",1.78,3,"Pequena",TRUE
"Lasioglossum.leucozonium","M_006","Lasioglossum","Halictidae",1.86,3,"Pequena",TRUE
"Lasioglossum.villosulum","M_006","Lasioglossum","Halictidae",1.32,3,"Pequena",TRUE
"Megachile.willughbiella","M_006","Megachile","Megachilidae",3.26,3,"Grande",TRUE
"Andrena.haemorrhoa","M_006","Andrena","Andrenidae",2.54,4,"Pequena",TRUE
"Andrena.wilkella","M_006","Andrena","Andrenidae",2.34,4,"Pequena",TRUE
"Bombus.hortorum","M_006","Bombus","Apidae",4.56,4,"Grande",TRUE
"Bombus.hortorum","M_006","Bombus","Apidae",4.74,4,"Grande",TRUE
"Bombus.lapidarius","M_006","Bombus","Apidae",3.98,4,"Pequena",TRUE
"Bombus.pascuorum","M_006","Bombus","Apidae",3.72,4,"Pequena",TRUE
"Bombus.pratorum","M_006","Bombus","Apidae",4.21,4,"Grande",TRUE
"Bombus.terrestris.lucorum","M_006","Bombus","Apidae",4.78,4,"Grande",TRUE
"Lasioglossum.calceatum","M_006","Lasioglossum","Halictidae",1.78,4,"Pequena",TRUE
"Lasioglossum.leucozonium","M_006","Lasioglossum","Halictidae",1.86,4,"Pequena",TRUE
"Lasioglossum.villosulum","M_006","Lasioglossum","Halictidae",1.32,4,"Pequena",TRUE
"Megachile.willughbiella","M_006","Megachile","Megachilidae",3.26,4,"Pequena",TRUE
"Andrena.haemorrhoa","M_006","Andrena","Andrenidae",2.54,5,"Pequena",FALSE
"Andrena.wilkella","M_006","Andrena","Andrenidae",2.34,5,"Pequena",FALSE
"Bombus.hortorum","M_006","Bombus","Apidae",4.56,5,"Pequena",FALSE
"Bombus.hortorum","M_006","Bombus","Apidae",4.74,5,"Pequena",FALSE
"Bombus.lapidarius","M_006","Bombus","Apidae",3.98,5,"Pequena",FALSE
"Bombus.pascuorum","M_006","Bombus","Apidae",3.72,5,"Pequena",FALSE
"Bombus.pratorum","M_006","Bombus","Apidae",4.21,5,"Pequena",FALSE
"Bombus.terrestris.lucorum","M_006","Bombus","Apidae",4.78,5,"Pequena",FALSE
"Lasioglossum.calceatum","M_006","Lasioglossum","Halictidae",1.78,5,"Pequena",FALSE
"Lasioglossum.leucozonium","M_006","Lasioglossum","Halictidae",1.86,5,"Pequena",FALSE
"Lasioglossum.villosulum","M_006","Lasioglossum","Halictidae",1.32,5,"Pequena",FALSE
"Megachile.willughbiella","M_006","Megachile","Megachilidae",3.26,5,"Pequena",FALSE
"Andrena.haemorrhoa","M_006","Andrena","Andrenidae",2.54,6,"Pequena",FALSE
"Andrena.wilkella","M_006","Andrena","Andrenidae",2.34,6,"Pequena",FALSE
"Bombus.hortorum","M_006","Bombus","Apidae",4.56,6,"Pequena",FALSE
"Bombus.hortorum","M_006","Bombus","Apidae",4.74,6,"Pequena",FALSE
"Bombus.lapidarius","M_006","Bombus","Apidae",3.98,6,"Pequena",FALSE
"Bombus.pascuorum","M_006","Bombus","Apidae",3.72,6,"Pequena",FALSE
"Bombus.pratorum","M_006","Bombus","Apidae",4.21,6,"Pequena",FALSE
"Bombus.terrestris.lucorum","M_006","Bombus","Apidae",4.78,6,"Pequena",FALSE
"Lasioglossum.calceatum","M_006","Lasioglossum","Halictidae",1.78,6,"Pequena",FALSE
"Lasioglossum.leucozonium","M_006","Lasioglossum","Halictidae",1.86,6,"Pequena",FALSE
"Lasioglossum.villosulum","M_006","Lasioglossum","Halictidae",1.32,6,"Pequena",FALSE
"Megachile.willughbiella","M_006","Megachile","Megachilidae",3.26,6,"Pequena",FALSE
"Andrena.haemorrhoa","M_006","Andrena","Andrenidae",2.54,7,"Pequena",FALSE
"Andrena.wilkella","M_006","Andrena","Andrenidae",2.34,7,"Pequena",FALSE
"Bombus.hortorum","M_006","Bombus","Apidae",4.56,7,"Pequena",FALSE
"Bombus.hortorum","M_006","Bombus","Apidae",4.74,7,"Pequena",FALSE
"Bombus.lapidarius","M_006","Bombus","Apidae",3.98,7,"Pequena",FALSE
"Bombus.pascuorum","M_006","Bombus","Apidae",3.72,7,"Pequena",FALSE
"Bombus.pratorum","M_006","Bombus","Apidae",4.21,7,"Pequena",FALSE
"Bombus.terrestris.lucorum","M_006","Bombus","Apidae",4.78,7,"Pequena",FALSE
"Lasioglossum.calceatum","M_006","Lasioglossum","Halictidae",1.78,7,"Pequena",FALSE
"Lasioglossum.leucozonium","M_006","Lasioglossum","Halictidae",1.86,7,"Pequena",FALSE
"Lasioglossum.villosulum","M_006","Lasioglossum","Halictidae",1.32,7,"Pequena",FALSE
"Megachile.willughbiella","M_006","Megachile","Megachilidae",3.26,7,"Pequena",FALSE
"Andrena.haemorrhoa","M_006","Andrena","Andrenidae",2.54,8,"Pequena",FALSE
"Andrena.wilkella","M_006","Andrena","Andrenidae",2.34,8,"Pequena",FALSE
"Bombus.hortorum","M_006","Bombus","Apidae",4.56,8,"Pequena",FALSE
"Bombus.hortorum","M_006","Bombus","Apidae",4.74,8,"Pequena",FALSE
"Bombus.lapidarius","M_006","Bombus","Apidae",3.98,8,"Pequena",FALSE
"Bombus.pascuorum","M_006","Bombus","Apidae",3.72,8,"Pequena",FALSE
"Bombus.pratorum","M_006","Bombus","Apidae",4.21,8,"Pequena",FALSE
"Bombus.terrestris.lucorum","M_006","Bombus","Apidae",4.78,8,"Pequena",FALSE
"Lasioglossum.calceatum","M_006","Lasioglossum","Halictidae",1.78,8,"Pequena",FALSE
