"esp","ID","especie","Familia.planta","Genero.planta","Especie.planta.nuevo","interaccionn","interaccion","Aceptado","Bases.de.datos","sp.armonizado","genero.x","genero.y","orden","familia"
"Chilicola sp2 M PL 051","M_051","Chilicola.sp2.M.PL.051","Alstroemeriaceae","Alstroemeria","Alstroemeria aurea",1,1,NA,NA,"Chilicola sp2 M PL 051","Chilicola","Chilicola","Hymenoptera","Colletidae"
"Chilicola sp3 M PL 051","M_051","Chilicola.sp3.M.PL.051","Alstroemeriaceae","Alstroemeria","Alstroemeria aurea",1,1,NA,NA,"Chilicola sp3 M PL 051","Chilicola","Chilicola","Hymenoptera","Colletidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis",NA,NA,"Gerardia grandiflora",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Rosaceae","Rubus","Rubus canadensis",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Rosaceae","Malus","Malus coronaria",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Asteraceae","Solidago","Solidago rigida",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Ranunculaceae","Enemion","Enemion biternatum",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Solanaceae","Solanum","Solanum carolinense",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Salicaceae","Populus","Populus tremuloides",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Rubiaceae","Houstonia","Houstonia purpurea var. calycosa",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Boraginaceae","Mertensia","Mertensia virginica",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis",NA,NA,"Gaura biennis",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Convolvulaceae","Cuscuta","Cuscuta glomerata",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Thymelaeaceae","Dirca","Dirca palustris",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Ranunculaceae","Ranunculus","Ranunculus recurvatus",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Asteraceae","Eupatorium","Eupatorium serotinum",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Primulaceae","Dodecatheon","Dodecatheon meadia",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Asparagaceae","Maianthemum","Maianthemum racemosum",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Asteraceae","Krigia","Krigia biflora",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Ranunculaceae","Ranunculus","Ranunculus fascicularis",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Campanulaceae","Lobelia","Lobelia siphilitica",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Asteraceae","Eupatorium","Eupatorium perfoliatum",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Pontederiaceae","Pontederia","Pontederia cordata",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Berberidaceae","Podophyllum","Podophyllum peltatum",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Ranunculaceae","Hepatica","Hepatica acutiloba",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Verbenaceae","Verbena","Verbena stricta",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Commelinaceae","Tradescantia","Tradescantia virginiana",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis",NA,NA,"Polygonatum commutatum",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Lamiaceae","Glechoma","Glechoma hederacea",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Fabaceae","Strophostyles","Strophostyles helvola",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis",NA,NA,"Erechthites hieracifolia",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis",NA,NA,"Evonymus atropurpureus",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Asteraceae","Ageratina","Ageratina altissima",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Gentianaceae","Gentiana","Gentiana andrewsii",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Phytolaccaceae","Phytolacca","Phytolacca americana",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Asteraceae","Conoclinium","Conoclinium coelestinum",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Lamiaceae","Mentha","Mentha arvensis",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Cornaceae","Cornus","Cornus amomum",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis",NA,NA,"Psedera quinquefolia",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis",NA,NA,"Dentaria laciniata",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Fabaceae","Desmodium","Desmodium sessilifolium",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Ranunculaceae","Ranunculus","Ranunculus abortivus",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Oleaceae","Fraxinus","Fraxinus americana",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Malvaceae","Malva","Malva pusilla",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Apiaceae","Oxypolis","Oxypolis rigidior",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Asteraceae","Eupatorium","Eutrochium purpureum",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis",NA,NA,"Helianthus laetiflorus",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Liliaceae","Erythronium","Erythronium albidum",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Geraniaceae","Geranium","Geranium carolinianum",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis",NA,NA,"Gerardia purpurea",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Fabaceae","Desmodium","Desmodium paniculatum",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Oxalidaceae","Oxalis","Oxalis violacea",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis",NA,NA,"Steironema quadriflorum",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Apiaceae","Thaspium","Thaspium trifoliatum",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Gentianaceae","Gentiana","Gentiana pubigera subsp. pubigera",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Apiaceae","Eryngium","Eryngium yuccifolium",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Amaryllidaceae","Nothoscordum","Nothoscordum bivalve",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis",NA,NA,"Helianthus scaberrimus",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Lamiaceae","Scutellaria","Scutellaria incana",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Verbenaceae","Lantana","Lantana camara",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Apiaceae","Erigenia","Erigenia bulbosa",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Lamiaceae","Teucrium","Teucrium canadense",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Euphorbiaceae","Euphorbia","Euphorbia corollata",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis",NA,NA,"Philadelphus grandiflorus",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus albipennis","M_062","Chloralictus.albipennis","Lamiaceae","Pycnanthemum","Pycnanthemum virginianum",1,1,NA,NA,"Chloralictus albipennis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus cressonii","M_062","Chloralictus.cressonii",NA,NA,"Polygonum acre",1,1,NA,NA,"Chloralictus cressonii","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus cressonii","M_062","Chloralictus.cressonii",NA,NA,"Polygonum hydropiper",1,1,NA,NA,"Chloralictus cressonii","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus cressonii","M_062","Chloralictus.cressonii",NA,NA,"Polygonum hydropiperoides",1,1,NA,NA,"Chloralictus cressonii","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus cressonii","M_062","Chloralictus.cressonii",NA,NA,"Polygonatum commutatum",1,1,NA,NA,"Chloralictus cressonii","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus cressonii","M_062","Chloralictus.cressonii","Berberidaceae","Podophyllum","Podophyllum peltatum",1,1,NA,NA,"Chloralictus cressonii","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus cressonii","M_062","Chloralictus.cressonii",NA,NA,"Polygonum amphibium",1,1,NA,NA,"Chloralictus cressonii","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus cressonii","M_062","Chloralictus.cressonii","Polygalaceae","Senega","Senega sanguinea",1,1,NA,NA,"Chloralictus cressonii","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus cressonii","M_062","Chloralictus.cressonii","Polemoniaceae","Polemonium","Polemonium reptans",1,1,NA,NA,"Chloralictus cressonii","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus foveolatus","M_062","Chloralictus.foveolatus","Fabaceae","Tephrosia","Tephrosia virginiana",1,1,NA,NA,"Chloralictus foveolatus","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus foveolatus","M_062","Chloralictus.foveolatus","Asteraceae","Euthamia","Euthamia graminifolia",1,1,NA,NA,"Chloralictus foveolatus","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus foveolatus","M_062","Chloralictus.foveolatus","Solanaceae","Solanum","Solanum rostratum",1,1,NA,NA,"Chloralictus foveolatus","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus foveolatus","M_062","Chloralictus.foveolatus","Solanaceae","Solanum","Solanum nigrum",1,1,NA,NA,"Chloralictus foveolatus","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus foveolatus","M_062","Chloralictus.foveolatus","Solanaceae","Solanum","Solanum carolinense",1,1,NA,NA,"Chloralictus foveolatus","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus foveolatus","M_062","Chloralictus.foveolatus","Asteraceae","Solidago","Solidago missouriensis",1,1,NA,NA,"Chloralictus foveolatus","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Cucurbitaceae","Cucurbita","Cucurbita melopepo",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Ranunculaceae","Clematis","Clematis virginiana",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Ranunculaceae","Ranunculus","Ranunculus fascicularis",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Solanaceae","Datura","Datura stramonium",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis",NA,NA,"Campanula americana",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Rosaceae","Gillenia","Gillenia stipulata",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Lamiaceae","Agastache","Agastache scrophulariifolia",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Sapindaceae","Acer","Acer saccharinum",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Brassicaceae","Arabis","Arabis laevigata",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis",NA,NA,"Castalia tuberosa",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Asteraceae","Symphyotrichum","Symphyotrichum undulatum",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Asteraceae","Achillea","Achillea millefolium",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Rosaceae","Geum","Geum vernum",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Asteraceae","Ambrosia","Ambrosia trifida",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Fabaceae","Astragalus","Astragalus canadensis",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Asteraceae","Arnoglossum","Arnoglossum atriplicifolium",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Iridaceae","Iris","Iris versicolor",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Rosaceae","Fragaria","Fragaria virginiana subsp. grayana",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Ranunculaceae","Delphinium","Delphinium tricorne",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Apocynaceae","Asclepias","Asclepias sullivantii",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Gentianaceae","Gentiana","Gentiana pubigera subsp. pubigera",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis",NA,NA,"Eulophus americanus",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Melanthiaceae","Trillium","Trillium sessile",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis",NA,NA,"Erechthites hieracifolia",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Apocynaceae","Asclepias","Asclepias verticillata",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Apiaceae","Cryptotaenia","Cryptotaenia canadensis",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis","Amaranthaceae","Amaranthus","Amaranthus spinosus",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus illinoensis","M_062","Chloralictus.illinoensis",NA,NA,"Gerardia auriculata",1,1,NA,NA,"Chloralictus illinoensis","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus obscurus","M_062","Chloralictus.obscurus","Asparagaceae","Maianthemum","Maianthemum racemosum",1,1,NA,NA,"Chloralictus obscurus","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus obscurus","M_062","Chloralictus.obscurus","Ranunculaceae","Clematis","Clematis virginiana",1,1,NA,NA,"Chloralictus obscurus","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus obscurus","M_062","Chloralictus.obscurus","Euphorbiaceae","Euphorbia","Euphorbia nutans",1,1,NA,NA,"Chloralictus obscurus","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus obscurus","M_062","Chloralictus.obscurus","Fabaceae","Desmodium","Desmodium canescens",1,1,NA,NA,"Chloralictus obscurus","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus obscurus","M_062","Chloralictus.obscurus","Sapindaceae","Aesculus","Aesculus glabra",1,1,NA,NA,"Chloralictus obscurus","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus smilacinae","M_062","Chloralictus.smilacinae","Rosaceae","Crataegus","Crataegus coccinea",1,1,NA,NA,"Chloralictus smilacinae","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus smilacinae","M_062","Chloralictus.smilacinae",NA,NA,"Helianthus grosse-serratus",1,1,NA,NA,"Chloralictus smilacinae","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus smilacinae","M_062","Chloralictus.smilacinae","Rubiaceae","Galium","Galium aparine",1,1,NA,NA,"Chloralictus smilacinae","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus smilacinae","M_062","Chloralictus.smilacinae","Lamiaceae","Scutellaria","Scutellaria ovata subsp. ovata",1,1,NA,NA,"Chloralictus smilacinae","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus smilacinae","M_062","Chloralictus.smilacinae","Apiaceae","Anethum","Anethum graveolens",1,1,NA,NA,"Chloralictus smilacinae","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Chloralictus smilacinae","M_062","Chloralictus.smilacinae","Rosaceae","Gillenia","Gillenia stipulata",1,1,NA,NA,"Chloralictus smilacinae","Chloralictus","Chloralictus","Hymenoptera","Halictidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Cornaceae","Cornus","Cornus amomum",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Fabaceae","Desmodium","Desmodium illinoense",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Fabaceae","Desmodium","Desmodium canadense",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Asteraceae","Eupatorium","Eupatorium sessilifolium",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Asteraceae","Eupatorium","Eutrochium purpureum",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Asteraceae","Pseudognaphalium","Pseudognaphalium obtusifolium",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Phrymaceae","Mimulus","Mimulus ringens",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Caprifoliaceae","Symphoricarpos","Symphoricarpos orbiculatus",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Convolvulaceae","Cuscuta","Cuscuta glomerata",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Lamiaceae","Pycnanthemum","Pycnanthemum virginianum",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Asteraceae","Anacias","Anacis tripteris",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Oleaceae","Fraxinus","Fraxinus americana",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Apiaceae","Cicuta","Cicuta maculata",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata",NA,NA,"Ludvigia polycarpa",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
"Coelioxys 8 dentata","M_062","Coelioxys.8.dentata","Apiaceae","Chaerophyllum","Chaerophyllum procumbens",1,1,NA,NA,"Coelioxys 8 dentata","Coelioxys","Coelioxys","Hymenoptera","Megachilidae"
