"esp","ID","especie","Familia.planta","Genero.planta","Especie.planta.nuevo","interaccionn","interaccion","Aceptado","Bases.de.datos","sp.armonizado","genero.x","genero.y","orden","familia"
"Megachile sp1 M PL 056","M_056","Megachile.sp1.M.PL.056",NA,NA,"Sedum aizoon",1,1,NA,NA,"Megachile sp1 M PL 056","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 058","M_058","Megachile.sp1.M.PL.058","Cistaceae","Cistus","Cistus albidus",1,1,NA,NA,"Megachile sp1 M PL 058","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp1 M PL 072","M_072","Megachile.sp1.M.PL.072","Apiaceae","Eryngium","Eryngium horridum",1,1,NA,NA,"Megachile sp1 M PL 072","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2","M_001","Megachile.sp2","Lamiaceae","Stachys","Stachys albicaulis",1,1,NA,NA,"Megachile sp2","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2","M_001","Megachile.sp2","Fabaceae","Astragalus","Astragalus.sp",1,1,NA,NA,"Megachile sp2","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2","M_001","Megachile.sp2","Iridaceae","Sisyrinchium","Sisyrinchium arenarium",1,1,NA,NA,"Megachile sp2","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2","M_002","Megachile.sp2","Fabaceae","Anarthrophyllum","Anarthrophyllum cumingii",1,1,NA,NA,"Megachile sp2","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2","M_001","Megachile.sp2","Calceolariaceae","Calceolaria","Calceolaria corymbosa subsp. montana",1,1,NA,NA,"Megachile sp2","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2","M_001","Megachile.sp2","Fabaceae","Adesmia","Adesmia conferta",1,1,NA,NA,"Megachile sp2","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2","M_001","Megachile.sp2",NA,NA,"Scypanthus elegans",1,1,NA,NA,"Megachile sp2","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2 M PL 015","M_015","Megachile.sp2.M.PL.015","Lamiaceae","Pseudodictamnus","Pseudodictamnus acetabulosus",1,1,NA,NA,"Megachile sp2 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2 M PL 015","M_015","Megachile.sp2.M.PL.015","Lamiaceae","Stachys","Stachys cretica",1,1,NA,NA,"Megachile sp2 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2 M PL 022","M_022","Megachile.sp2.M.PL.022",NA,NA,"Senecio looseri ",1,1,NA,NA,"Megachile sp2 M PL 022","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2 M PL 022","M_022","Megachile.sp2.M.PL.022","Iridaceae","Olsynium","Olsynium junceum",1,1,NA,NA,"Megachile sp2 M PL 022","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2 M PL 022","M_022","Megachile.sp2.M.PL.022","Fabaceae","Astragalus","Astragalus nivicola",1,1,NA,NA,"Megachile sp2 M PL 022","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2 M PL 022","M_022","Megachile.sp2.M.PL.022","Fabaceae","Adesmia","Adesmia hemisphaerica",1,1,NA,NA,"Megachile sp2 M PL 022","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2 M PL 023","M_023","Megachile.sp2.M.PL.023","Oxalidaceae","Oxalis","Oxalis.sp1.M.PL.023",1,1,NA,NA,"Megachile sp2 M PL 023","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2 M PL 023","M_023","Megachile.sp2.M.PL.023","Fabaceae","Lathyrus","Lathyrus.sp1.M.PL.023",1,1,NA,NA,"Megachile sp2 M PL 023","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2 M PL 023","M_023","Megachile.sp2.M.PL.023","Phrymaceae","Mimulus","Mimulus.sp1.M.PL.023",1,1,NA,NA,"Megachile sp2 M PL 023","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2 M PL 023","M_023","Megachile.sp2.M.PL.023","Fabaceae","Adesmia","Adesmia retrofracta",1,1,NA,NA,"Megachile sp2 M PL 023","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2 M PL 051","M_051","Megachile.sp2.M.PL.051","Alstroemeriaceae","Alstroemeria","Alstroemeria aurea",1,1,NA,NA,"Megachile sp2 M PL 051","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2 M PL 058","M_058","Megachile.sp2.M.PL.058",NA,NA,"Thymelaea hirusta",1,1,NA,NA,"Megachile sp2 M PL 058","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2 M PL 058","M_058","Megachile.sp2.M.PL.058","Cistaceae","Cistus","Cistus albidus",1,1,NA,NA,"Megachile sp2 M PL 058","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2 M PL 058","M_058","Megachile.sp2.M.PL.058",NA,NA,"Psoralea bituminosa",1,1,NA,NA,"Megachile sp2 M PL 058","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2 M PL 058","M_058","Megachile.sp2.M.PL.058","Lamiaceae","Lavandula","Lavandula stoechas",1,1,NA,NA,"Megachile sp2 M PL 058","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2 M PL 058","M_058","Megachile.sp2.M.PL.058","Aizoaceae","Carpobrotus","Carpobrotus.sp1.M.PL.058",1,1,NA,NA,"Megachile sp2 M PL 058","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp2 M PL 072","M_072","Megachile.sp2.M.PL.072","Asteraceae","Campovassouria","Campovassouria cruciata",1,1,NA,NA,"Megachile sp2 M PL 072","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp3 M PL 015","M_015","Megachile.sp3.M.PL.015","Hypericaceae","Hypericum","Hypericum triquetrifolium",1,1,NA,NA,"Megachile sp3 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp3 M PL 015","M_015","Megachile.sp3.M.PL.015","Lamiaceae","Thymbra","Thymbra capitata",1,1,NA,NA,"Megachile sp3 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp3 M PL 072","M_072","Megachile.sp3.M.PL.072","Fabaceae","Lathyrus","Lathyrus pubescens",1,1,NA,NA,"Megachile sp3 M PL 072","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp3 M PL 072","M_072","Megachile.sp3.M.PL.072","Asteraceae","Stevia","Stevia satureiifolia",1,1,NA,NA,"Megachile sp3 M PL 072","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp3 M PL 072","M_072","Megachile.sp3.M.PL.072","Asteraceae","Senecio","Senecio selloi",1,1,NA,NA,"Megachile sp3 M PL 072","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp4","M_002","Megachile.sp4","Loasaceae","Loasa","Loasa caespitosa",1,1,NA,NA,"Megachile sp4","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp4 M PL 015","M_015","Megachile.sp4.M.PL.015","Lamiaceae","Stachys","Stachys cretica",1,1,NA,NA,"Megachile sp4 M PL 015","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp4 M PL 072","M_072","Megachile.sp4.M.PL.072","Boraginaceae","Echium","Echium plantagineum",1,1,NA,NA,"Megachile sp4 M PL 072","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp4 M PL 072","M_072","Megachile.sp4.M.PL.072",NA,NA,"Gerardia genistifolia",1,1,NA,NA,"Megachile sp4 M PL 072","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp5","M_003","Megachile.sp5","Loasaceae","Loasa","Loasa caespitosa",1,1,NA,NA,"Megachile sp5","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp5","M_003","Megachile.sp5","Tropaeolaceae","Tropaeolum","Tropaeolum polyphyllum",1,1,NA,NA,"Megachile sp5","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp5","M_003","Megachile.sp5","Hydrophyllaceae","Phacelia","Phacelia secunda",1,1,NA,NA,"Megachile sp5","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp5","M_002","Megachile.sp5","Loasaceae","Loasa","Loasa caespitosa",1,1,NA,NA,"Megachile sp5","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp5","M_002","Megachile.sp5","Oxalidaceae","Oxalis","Oxalis compacta",1,1,NA,NA,"Megachile sp5","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sp5","M_002","Megachile.sp5","Tropaeolaceae","Tropaeolum","Tropaeolum polyphyllum",1,1,NA,NA,"Megachile sp5","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile strophostylis","M_062","Megachile.strophostylis","Apocynaceae","Asclepias","Asclepias verticillata",1,1,NA,NA,"Megachile strophostylis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile strophostylis","M_062","Megachile.strophostylis","Oxalidaceae","Oxalis","Oxalis stricta",1,1,NA,NA,"Megachile strophostylis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile strophostylis","M_062","Megachile.strophostylis","Fabaceae","Baptisia","Baptisia bracteata",1,1,NA,NA,"Megachile strophostylis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile subalbuta","M_054","Megachile.subalbuta","Lamiaceae","Vitex","Vitex negundo var. negundo",1,1,NA,NA,"Megachile subalbuta","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile subalbuta","M_054","Megachile.subalbuta","Fabaceae","Lespedeza","Lespedeza thunbergii",1,1,NA,NA,"Megachile subalbuta","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile subalbuta","M_054","Megachile.subalbuta","Asteraceae","Cirsium","Cirsium nipponicum",1,1,NA,NA,"Megachile subalbuta","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile subalbuta","M_054","Megachile.subalbuta","Lythraceae","Lythrum","Lythrum salicaria",1,1,NA,NA,"Megachile subalbuta","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile subalbuta","M_054","Megachile.subalbuta","Fabaceae","Indigofera","Indigofera tinctoria",1,1,NA,NA,"Megachile subalbuta","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile sumizome","M_056","Megachile.sumizome",NA,NA,"Pedicularis resupinata ",1,1,NA,NA,"Megachile sumizome","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile texana","M_005","Megachile.texana","Rosaceae","Rosa","Rosa acicularis",1,1,NA,NA,"Megachile texana","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile texana","M_005","Megachile.texana",NA,NA,"Chamaenerium angustifolium",1,1,NA,NA,"Megachile texana","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_053","Megachile.tsurugensis","Asteraceae","Cirsium","Cirsium suffultum",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_053","Megachile.tsurugensis","Asteraceae","Cirsium","Cirsium japonicum",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_021","Megachile.tsurugensis","Simaroubaceae","Brucea","Brucea javanica",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_057","Megachile.tsurugensis","Hydrangeaceae","Hydrangea","Hydrangea hirta",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_057","Megachile.tsurugensis",NA,NA,"Stenactis annuus",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_057","Megachile.tsurugensis","Ranunculaceae","Ranunculus","Ranunculus silerifolius",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_054","Megachile.tsurugensis","Fabaceae","Lespedeza","Lespedeza thunbergii",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_054","Megachile.tsurugensis",NA,NA,"Rhododendron oomurasalei",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_057","Megachile.tsurugensis","Hydrangeaceae","Deutzia","Deutzia crenata",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_021","Megachile.tsurugensis","Geraniaceae","Geranium","Geranium nepalense",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_021","Megachile.tsurugensis","Rutaceae","Phellodendron","Phellodendron amurense",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_055","Megachile.tsurugensis",NA,NA,"Ampetopsis brevipedunculata",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_054","Megachile.tsurugensis","Lamiaceae","Vitex","Vitex negundo var. negundo",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_056","Megachile.tsurugensis","Asteraceae","Serratula","Serratula coronata subsp. insularis",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_057","Megachile.tsurugensis","Geraniaceae","Geranium","Geranium nepalense",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_055","Megachile.tsurugensis","Fabaceae","Lespedeza","Lespedeza bicolor",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_054","Megachile.tsurugensis","Theaceae","Stewartia","Stewartia monadelpha",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_054","Megachile.tsurugensis","Oleaceae","Ligustrum","Ligustrum japonicum",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_054","Megachile.tsurugensis","Lythraceae","Lythrum","Lythrum salicaria",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_057","Megachile.tsurugensis","Asteraceae","Ligularia","Ligularia fischeri",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsurugensis","M_055","Megachile.tsurugensis","Asteraceae","Kalimeris","Kalimeris pinnatifida",1,1,NA,NA,"Megachile tsurugensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile tsururgensis","M_057","Megachile.tsururgensis","Fabaceae","Hylodesmum","Hylodesmum laxum",1,1,NA,NA,"Megachile tsururgensis","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile versicolor","M_047","Megachile.versicolor","Ericaceae","Erica","Erica tetralix",1,1,NA,NA,"Megachile versicolor","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile vidua","M_005","Megachile.vidua",NA,NA,"Chamaenerium angustifolium",1,1,NA,NA,"Megachile vidua","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile villipes","M_015","Megachile.villipes","Lamiaceae","Pseudodictamnus","Pseudodictamnus acetabulosus",1,1,NA,NA,"Megachile villipes","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile willughbiella","M_006","Megachile.willughbiella","Fabaceae","Lotus","Lotus corniculatus",1,1,NA,NA,"Megachile willughbiella","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile wootoni","M_005","Megachile.wootoni","Rosaceae","Rosa","Rosa acicularis",1,1,NA,NA,"Megachile wootoni","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile wootoni","M_005","Megachile.wootoni","Rosaceae","Rubus","Rubus deliciosus",1,1,NA,NA,"Megachile wootoni","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile wootoni","M_005","Megachile.wootoni","Asteraceae","Cirsium","Cirsium hookerianum",1,1,NA,NA,"Megachile wootoni","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile wootoni","M_005","Megachile.wootoni",NA,NA,"Chamaenerium angustifolium",1,1,NA,NA,"Megachile wootoni","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile wootoni","M_005","Megachile.wootoni","Rosaceae","Physocarpus","Physocarpus opulifolius",1,1,NA,NA,"Megachile wootoni","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile wootoni","M_005","Megachile.wootoni",NA,NA,"Pentstemon glaucus",1,1,NA,NA,"Megachile wootoni","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile wootoni","M_005","Megachile.wootoni","Lamiaceae","Monarda","Monarda fistulosa",1,1,NA,NA,"Megachile wootoni","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile wootoni","M_005","Megachile.wootoni","Rosaceae","Rubus","Rubus idaeus subsp. strigosus",1,1,NA,NA,"Megachile wootoni","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile wootoni","M_005","Megachile.wootoni",NA,NA,"Pentstemon glaber",1,1,NA,NA,"Megachile wootoni","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile wootoni","M_005","Megachile.wootoni","Fabaceae","Thermopsis","Thermopsis montana",1,1,NA,NA,"Megachile wootoni","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile wootoni","M_005","Megachile.wootoni","Fabaceae","Astragalus","Astragalus drummondii",1,1,NA,NA,"Megachile wootoni","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile wootoni","M_005","Megachile.wootoni","Campanulaceae","Campanula","Campanula rotundifolia",1,1,NA,NA,"Megachile wootoni","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile wootoni calogaster","M_005","Megachile.wootoni.calogaster","Rosaceae","Rubus","Rubus deliciosus",1,1,NA,NA,"Megachile wootoni calogaster","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile wootoni calogaster","M_005","Megachile.wootoni.calogaster",NA,NA,"Chamaenerium angustifolium",1,1,NA,NA,"Megachile wootoni calogaster","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile wootoni calogaster","M_005","Megachile.wootoni.calogaster",NA,NA,"Pentstemon gracilis",1,1,NA,NA,"Megachile wootoni calogaster","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile wootoni calogaster","M_005","Megachile.wootoni.calogaster","Rosaceae","Rosa","Rosa acicularis",1,1,NA,NA,"Megachile wootoni calogaster","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile wootoni calogaster","M_005","Megachile.wootoni.calogaster",NA,NA,"Pentstemon glaber",1,1,NA,NA,"Megachile wootoni calogaster","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile yasumatsui","M_057","Megachile.yasumatsui","Hypericaceae","Hypericum","Hypericum pseudopetiolatum",1,1,NA,NA,"Megachile yasumatsui","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megachile yasumatsui","M_057","Megachile.yasumatsui",NA,NA,"Stenactis annuus",1,1,NA,NA,"Megachile yasumatsui","Megachile","Megachile","Hymenoptera","Megachilidae"
"Megilla maculata","M_062","Megilla.maculata","Asparagaceae","Camassia","Camassia scilloides",1,1,NA,NA,"Megilla maculata","Megilla","Megilla","Hymenoptera","Apidae"
"Megilla maculata","M_062","Megilla.maculata","Fabaceae","Strophostyles","Strophostyles helvola",1,1,NA,NA,"Megilla maculata","Megilla","Megilla","Hymenoptera","Apidae"
"Megilla maculata","M_062","Megilla.maculata","Caryophyllaceae","Cerastium","Cerastium nutans",1,1,NA,NA,"Megilla maculata","Megilla","Megilla","Hymenoptera","Apidae"
"Megilla maculata","M_062","Megilla.maculata","Asteraceae","Boltonia","Boltonia asteroides",1,1,NA,NA,"Megilla maculata","Megilla","Megilla","Hymenoptera","Apidae"
"Megilla maculata","M_062","Megilla.maculata",NA,NA,"Polygonatum commutatum",1,1,NA,NA,"Megilla maculata","Megilla","Megilla","Hymenoptera","Apidae"
"Megilla maculata","M_062","Megilla.maculata","Fabaceae","Cercis","Cercis canadensis",1,1,NA,NA,"Megilla maculata","Megilla","Megilla","Hymenoptera","Apidae"
"Megilla maculata","M_062","Megilla.maculata",NA,NA,"Steironema lanceolatum",1,1,NA,NA,"Megilla maculata","Megilla","Megilla","Hymenoptera","Apidae"
"Megilla maculata","M_062","Megilla.maculata","Rosaceae","Aruncus","Aruncus sylvester",1,1,NA,NA,"Megilla maculata","Megilla","Megilla","Hymenoptera","Apidae"
