"ID","DIT.final","Localidad","Latitud","Longitud","sp.armonizado.x","familia","Grado","n.familia","GFE","n.plantas.ID","n.familias.ID","Grado.relativo","Grado.relativo.familias","Z_Grado","Family","Genus","cuantil.grado","cuantil.latitud","sp.armonizado.y","cuantil","T3"
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Andrena miyamotoi",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Andrena yamamotoi",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Andrena watasei",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Nomada harimensis",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Andrena nawai",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Andrena brassicae",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Andrena aburana",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Ceratina esakii",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Hylaeus nippon",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Andrena tsukubana",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Andrena opacifovea opacifovea",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum sp2 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Bombus honshorensis",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Ceratina sp1 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Ceratina megastigmata",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Nomada shepparadana okubira",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Andrena ishiharai",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum japonicum",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum sp12 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Hylaeus globula",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Hylaeus submonticola",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Colletes babai",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum sp4 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Nomada ginran",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Xylocopa appendiculata circumvolan",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Andrena parathoracica",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Andrena mitakensis",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum sibiriacum",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Tetralonia nipponens",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum sp11 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum baleicum",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum problematicum",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum transpositum",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Bombus sp1 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Nomada sp1 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum sp8 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Andrena halictoides",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum sp3 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Andrena sublevigata",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum sp5 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Andrena akitsushimae",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Megachile yasumatsui",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum sp6 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Ceratina iwatai",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Nomada esakii",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Hylaeus floralis",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Megachile tsurugensis",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Epeolus melectiformis",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Andrena kaguya",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Hylaeus sttbmonticola",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum sp7 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Osmia cornifrons",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum sp9 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum hirashimae",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Nomada aswensis",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Andrena hikosana",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Nomada clalii okubira",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum nipponense",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Lasioglossum exiliceps",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp5 M PL 057","Halictidae",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501,NA,NA,2,1,"Andrena hebes",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Megachile tsururgensis",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Nomada hakonensis",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Anthophora pilipes villosula",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Lasioglossum sp1 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Lasioglossum allodalum",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Nomada shirakii",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Lasioglossum sp10 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Nomada flavoguttata japonensis",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Lasioglossum apristum",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Nomada comparata",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Andrena dentata",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Andrena protomias",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Andrena miyamotoi",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Andrena yamamotoi",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Andrena watasei",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Nomada harimensis",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Andrena nawai",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Andrena brassicae",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Andrena aburana",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Ceratina esakii",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Hylaeus nippon",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Andrena tsukubana",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Andrena opacifovea opacifovea",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Lasioglossum sp2 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Bombus honshorensis",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Ceratina sp1 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Ceratina megastigmata",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Nomada shepparadana okubira",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Andrena ishiharai",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Lasioglossum japonicum",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Lasioglossum sp12 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Hylaeus globula",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Hylaeus submonticola",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Colletes babai",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Lasioglossum sp4 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Nomada ginran",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Xylocopa appendiculata circumvolan",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Andrena parathoracica",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Andrena mitakensis",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Lasioglossum sibiriacum",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Tetralonia nipponens",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Lasioglossum sp11 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Lasioglossum baleicum",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Lasioglossum problematicum",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Lasioglossum transpositum",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Bombus sp1 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Nomada sp1 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Lasioglossum sp8 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Andrena halictoides",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Lasioglossum sp3 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Andrena sublevigata",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Lasioglossum sp5 M PL 057",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Andrena akitsushimae",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Megachile yasumatsui",NA,NA
"M_057",NA,"Kibune,  Kyoto",35.17,135.87,"Lasioglossum sp9 M PL 057","Halictidae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662,NA,NA,1,1,"Lasioglossum sp6 M PL 057",NA,NA
