"ID","Orden.GBIF","Familia.GBIF","Genero.GBIF","Genero.original","planta","interaccion","especie","esp","Aceptado","sp.armonizado"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Unidentified.sp362.M.PL.021","Unidentified sp362 M PL 021",NA,"Unidentified sp362 M PL 021"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",30,"Lasioglossum.transpositum","Lasioglossum transpositum",NA,"Lasioglossum transpositum"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Takaomyia.johannis","Takaomyia johannis",NA,"Takaomyia johannis"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Cheilosia.sp7.M.PL.021","Cheilosia sp7 M PL 021",NA,"Cheilosia sp7 M PL 021"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",2,"Mordellistena.sp1.M.PL.057","Mordellistena sp1 M PL 057",NA,"Mordellistena sp1 M PL 057"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Bombus.honshuensis","Bombus honshuensis",NA,"Bombus honshuensis"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Tabanus.iyoensis","Tabanus iyoensis",NA,"Tabanus iyoensis"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Unidentified.sp112.M.PL.057","Unidentified sp112 M PL 057",NA,"Unidentified sp112 M PL 057"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Unidentified.sp88.M.PL.057","Unidentified sp88 M PL 057",NA,"Unidentified sp88 M PL 057"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Unidentified.sp1.M.PL.021","Unidentified sp1 M PL 021",NA,"Unidentified sp1 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Unidentified.sp116.M.PL.021","Unidentified sp116 M PL 021",NA,"Unidentified sp116 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Microdon.simplex","Microdon simplex",NA,"Microdon simplex"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Unidentified.sp360.M.PL.021","Unidentified sp360 M PL 021",NA,"Unidentified sp360 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Meluscaeva.cinctella","Meluscaeva cinctella",NA,"Meluscaeva cinctella"
"M_054","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Apis.cerana.japonica","Apis cerana japonica",NA,"Apis cerana japonica"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Orthoptera.sp127.M.PL.057","Orthoptera sp127 M PL 057",NA,"Orthoptera sp127 M PL 057"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Unidentified.sp253.M.PL.021","Unidentified sp253 M PL 021",NA,"Unidentified sp253 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Plateros.sp1.M.PL.021","Plateros sp1 M PL 021",NA,"Plateros sp1 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Unidentified.sp84.M.PL.021","Unidentified sp84 M PL 021",NA,"Unidentified sp84 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Apis.cerana","Apis cerana",NA,"Apis cerana"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Unidentified.sp115.M.PL.021","Unidentified sp115 M PL 021",NA,"Unidentified sp115 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Xylota.coquilletti","Xylota coquilletti",NA,"Xylota coquilletti"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Idiostrangalia.contracta","Idiostrangalia contracta",NA,"Idiostrangalia contracta"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Geocoris.varius","Geocoris varius",NA,"Geocoris varius"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Mordellistena.sp1.M.PL.021","Mordellistena sp1 M PL 021",NA,"Mordellistena sp1 M PL 021"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Unidentified.sp360.M.PL.057","Unidentified sp360 M PL 057",NA,"Unidentified sp360 M PL 057"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",2,"Andrena.akitsushimae","Andrena akitsushimae",NA,"Andrena akitsushimae"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Unidentified.sp63.M.PL.057","Unidentified sp63 M PL 057",NA,"Unidentified sp63 M PL 057"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Bombus.hypocrita.hypocrita","Bombus hypocrita hypocrita",NA,"Bombus hypocrita hypocrita"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Unidentified.sp71.M.PL.057","Unidentified sp71 M PL 057",NA,"Unidentified sp71 M PL 057"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",2,"Lasioglossum.sp4.M.PL.057","Lasioglossum sp4 M PL 057",NA,"Lasioglossum sp4 M PL 057"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Andrena.akitsushimae","Andrena akitsushimae",NA,"Andrena akitsushimae"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.macrophylla",1,"Unidentified.sp5.M.PL.057","Unidentified sp5 M PL 057",NA,"Unidentified sp5 M PL 057"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Japanostrangalia.deutatipennis","Japanostrangalia deutatipennis",NA,"Japanostrangalia deutatipennis"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Gymnosoma.rotundatum","Gymnosoma rotundatum",NA,"Gymnosoma rotundatum"
"M_056","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Leptura.ochraceofasciata","Leptura ochraceofasciata",NA,"Leptura ochraceofasciata"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Ceratina.japonica","Ceratina japonica",NA,"Ceratina japonica"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Blitopertha.orientalis","Blitopertha orientalis",NA,"Blitopertha orientalis"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp1.M.PL.057","Unidentified sp1 M PL 057",NA,"Unidentified sp1 M PL 057"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Eucetonia.roelofsi","Eucetonia roelofsi",NA,"Eucetonia roelofsi"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Cautires.bourgeoisi","Cautires bourgeoisi",NA,"Cautires bourgeoisi"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Cerceris.hortivaga","Cerceris hortivaga",NA,"Cerceris hortivaga"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp295.M.PL.021","Unidentified sp295 M PL 021",NA,"Unidentified sp295 M PL 021"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Lasioglossum.sibiriacum","Lasioglossum sibiriacum",NA,"Lasioglossum sibiriacum"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",3,"Bombus.diversus.diversus","Bombus diversus diversus",NA,"Bombus diversus diversus"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Lasius.niger","Lasius niger",NA,"Lasius niger"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",2,"Pachytodes.cometes","Pachytodes cometes",NA,"Pachytodes cometes"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Mecoptera.sp485.M.PL.057","Mecoptera sp485 M PL 057",NA,"Mecoptera sp485 M PL 057"
"M_056","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",2,"Pachytodes.cometes","Pachytodes cometes",NA,"Pachytodes cometes"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Schwarzerium.quadricolle","Schwarzerium quadricolle",NA,"Schwarzerium quadricolle"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp229.M.PL.021","Unidentified sp229 M PL 021",NA,"Unidentified sp229 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp90.M.PL.021","Unidentified sp90 M PL 021",NA,"Unidentified sp90 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp61.M.PL.021","Unidentified sp61 M PL 021",NA,"Unidentified sp61 M PL 021"
"M_053","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Priocnemis.cyphonota","Priocnemis cyphonota",NA,"Priocnemis cyphonota"
"M_053","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Andrena.dentata","Andrena dentata",NA,"Andrena dentata"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",8,"Lasioglossum.occidens","Lasioglossum occidens",NA,"Lasioglossum occidens"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Eurystylus.coelestialium","Eurystylus coelestialium",NA,"Eurystylus coelestialium"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Parastrangalis.nymphula","Parastrangalis nymphula",NA,"Parastrangalis nymphula"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp175.M.PL.021","Unidentified sp175 M PL 021",NA,"Unidentified sp175 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Eristalomya.tenax","Eristalomya tenax",NA,"Eristalomya tenax"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Sphaerophoria.menthastri","Sphaerophoria menthastri",NA,"Sphaerophoria menthastri"
"M_053","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Baris.dispilota","Baris dispilota",NA,"Baris dispilota"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Hymenoptera.sp379.M.PL.021","Hymenoptera sp379 M PL 021",NA,"Hymenoptera sp379 M PL 021"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Arasehmia.burejana","Arasehmia burejana",NA,"Arasehmia burejana"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",4,"Lasioglossum.apristum","Lasioglossum apristum",NA,"Lasioglossum apristum"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",11,"Leptura.ochraceofasciata","Leptura ochraceofasciata",NA,"Leptura ochraceofasciata"
"M_056","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp56.M.PL.056","Unidentified sp56 M PL 056",NA,"Unidentified sp56 M PL 056"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp293.M.PL.021","Unidentified sp293 M PL 021",NA,"Unidentified sp293 M PL 021"
"M_056","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp58.M.PL.056","Unidentified sp58 M PL 056",NA,"Unidentified sp58 M PL 056"
"M_053","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Popillia.japonica","Popillia japonica",NA,"Popillia japonica"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Eristalis.cerealis","Eristalis cerealis",NA,"Eristalis cerealis"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",2,"Lasioglossum.sp1.M.PL.057","Lasioglossum sp1 M PL 057",NA,"Lasioglossum sp1 M PL 057"
"M_053","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Apis.mellifera","Apis mellifera","Apis mellifera","Apis mellifera"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Antherophagus.nigricornis","Antherophagus nigricornis",NA,"Antherophagus nigricornis"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Trichoptera.sp81.M.PL.021","Trichoptera sp81 M PL 021",NA,"Trichoptera sp81 M PL 021"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Megaspis.zonata","Megaspis zonata",NA,"Megaspis zonata"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Bombus.honshuensis","Bombus honshuensis",NA,"Bombus honshuensis"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Carpophilus.chalybeus","Carpophilus chalybeus",NA,"Carpophilus chalybeus"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Trichius.japonicus","Trichius japonicus",NA,"Trichius japonicus"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Anoploderomorpha.excavata","Anoploderomorpha excavata",NA,"Anoploderomorpha excavata"
"M_056","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Corymbia.variicornis","Corymbia variicornis",NA,"Corymbia variicornis"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Bombus.diversus.diversus","Bombus diversus diversus",NA,"Bombus diversus diversus"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Mordellistena.sp1.M.PL.021","Mordellistena sp1 M PL 021",NA,"Mordellistena sp1 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp105.M.PL.021","Unidentified sp105 M PL 021",NA,"Unidentified sp105 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp382.M.PL.021","Unidentified sp382 M PL 021",NA,"Unidentified sp382 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp335.M.PL.021","Unidentified sp335 M PL 021",NA,"Unidentified sp335 M PL 021"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Eucetonia.roelofsi","Eucetonia roelofsi",NA,"Eucetonia roelofsi"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp88.M.PL.021","Unidentified sp88 M PL 021",NA,"Unidentified sp88 M PL 021"
"M_056","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Crossocerus.sp1.M.PL.056","Crossocerus sp1 M PL 056",NA,"Crossocerus sp1 M PL 056"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Blitopertha.orientalis","Blitopertha orientalis",NA,"Blitopertha orientalis"
"M_056","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",2,"Dolichovespula.adulterina","Dolichovespula adulterina",NA,"Dolichovespula adulterina"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Arge.nipponensis","Arge nipponensis",NA,"Arge nipponensis"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",2,"Unidentified.sp45.M.PL.057","Unidentified sp45 M PL 057",NA,"Unidentified sp45 M PL 057"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Andrena.dentata","Andrena dentata",NA,"Andrena dentata"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp34.M.PL.021","Unidentified sp34 M PL 021",NA,"Unidentified sp34 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp373.M.PL.021","Unidentified sp373 M PL 021",NA,"Unidentified sp373 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Bhaphuma.xenisca","Bhaphuma xenisca",NA,"Bhaphuma xenisca"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Pristomyrmex.punger","Pristomyrmex punger",NA,"Pristomyrmex punger"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Ectinohoplia.obducta","Ectinohoplia obducta",NA,"Ectinohoplia obducta"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp375.M.PL.021","Unidentified sp375 M PL 021",NA,"Unidentified sp375 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp378.M.PL.021","Unidentified sp378 M PL 021",NA,"Unidentified sp378 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Lasioglossum.occidens","Lasioglossum occidens",NA,"Lasioglossum occidens"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Corymia.succedanea","Corymia succedanea",NA,"Corymia succedanea"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp35.M.PL.021","Unidentified sp35 M PL 021",NA,"Unidentified sp35 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Graphomyia.maculata","Graphomyia maculata",NA,"Graphomyia maculata"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Pecticus.tenebrifer","Pecticus tenebrifer",NA,"Pecticus tenebrifer"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp16.M.PL.021","Unidentified sp16 M PL 021",NA,"Unidentified sp16 M PL 021"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Pteroelecta.felderi","Pteroelecta felderi",NA,"Pteroelecta felderi"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",7,"Andrena.akitsushimae","Andrena akitsushimae",NA,"Andrena akitsushimae"
"M_053","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Lasioglossum.apristum","Lasioglossum apristum",NA,"Lasioglossum apristum"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Gamepenthes.versipellis","Gamepenthes versipellis",NA,"Gamepenthes versipellis"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp281.M.PL.057","Unidentified sp281 M PL 057",NA,"Unidentified sp281 M PL 057"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp23.M.PL.057","Unidentified sp23 M PL 057",NA,"Unidentified sp23 M PL 057"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp168.M.PL.021","Unidentified sp168 M PL 021",NA,"Unidentified sp168 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Neuroptera.sp76.M.PL.021","Neuroptera sp76 M PL 021",NA,"Neuroptera sp76 M PL 021"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",2,"Unidentified.sp2.M.PL.057","Unidentified sp2 M PL 057",NA,"Unidentified sp2 M PL 057"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Hymenoptera.sp372.M.PL.021","Hymenoptera sp372 M PL 021",NA,"Hymenoptera sp372 M PL 021"
"M_056","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Tachina.luteola","Tachina luteola",NA,"Tachina luteola"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Xanthochroa.deformis","Xanthochroa deformis",NA,"Xanthochroa deformis"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Bombus.honshuensis","Bombus honshuensis",NA,"Bombus honshuensis"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",9,"Mordellistena.sp1.M.PL.057","Mordellistena sp1 M PL 057",NA,"Mordellistena sp1 M PL 057"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Formica.japonica","Formica japonica",NA,"Formica japonica"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp246.M.PL.021","Unidentified sp246 M PL 021",NA,"Unidentified sp246 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Ephemeroptera.sp77.M.PL.021","Ephemeroptera sp77 M PL 021",NA,"Ephemeroptera sp77 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Paratrichius.doentzi","Paratrichius doentzi",NA,"Paratrichius doentzi"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Pentatoma.japonica","Pentatoma japonica",NA,"Pentatoma japonica"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp85.M.PL.021","Unidentified sp85 M PL 021",NA,"Unidentified sp85 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Xanthochroa.luteipennis","Xanthochroa luteipennis",NA,"Xanthochroa luteipennis"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Plateros.sp1.M.PL.021","Plateros sp1 M PL 021",NA,"Plateros sp1 M PL 021"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp156.M.PL.057","Unidentified sp156 M PL 057",NA,"Unidentified sp156 M PL 057"
"M_056","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Rhogogaster.varipes","Rhogogaster varipes",NA,"Rhogogaster varipes"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Xanthochroa.waterhousei","Xanthochroa waterhousei",NA,"Xanthochroa waterhousei"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Lasioglossum.apristum","Lasioglossum apristum",NA,"Lasioglossum apristum"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Eristalis.cerealis","Eristalis cerealis",NA,"Eristalis cerealis"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",17,"Bombus.hypocrita.hypocrita","Bombus hypocrita hypocrita",NA,"Bombus hypocrita hypocrita"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Orthoptera.sp73.M.PL.021","Orthoptera sp73 M PL 021",NA,"Orthoptera sp73 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Xanthochroa.ainu","Xanthochroa ainu",NA,"Xanthochroa ainu"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Formica.japonica","Formica japonica",NA,"Formica japonica"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp48.M.PL.021","Unidentified sp48 M PL 021",NA,"Unidentified sp48 M PL 021"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Imatisma.dimorpha","Imatisma dimorpha",NA,"Imatisma dimorpha"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Andrena.akitsushimae","Andrena akitsushimae",NA,"Andrena akitsushimae"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",5,"Lasioglossum.transpositum","Lasioglossum transpositum",NA,"Lasioglossum transpositum"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp1.M.PL.021","Unidentified sp1 M PL 021",NA,"Unidentified sp1 M PL 021"
"M_056","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Lasioglossum.apristum","Lasioglossum apristum",NA,"Lasioglossum apristum"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Ampedus.vestitdus","Ampedus vestitdus",NA,"Ampedus vestitdus"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Bombus.hypocrita.hypocrita","Bombus hypocrita hypocrita",NA,"Bombus hypocrita hypocrita"
"M_057","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Unidentified.sp30.M.PL.057","Unidentified sp30 M PL 057",NA,"Unidentified sp30 M PL 057"
"M_021","Cornales","Hydrangeaceae","Hydrangea","Hydrangea","Hydrangea.paniculata",1,"Parnara.guttata","Parnara guttata",NA,"Parnara guttata"
