"Genero.original","Genero.especie","Orden.GBIF","Familia.GBIF","Genero.GBIF","genero.es.igual"
"Malesherbia","Malesherbia.linearifolius","Malpighiales","Malesherbiaceae","Malesherbia",TRUE
"Mallotus","Mallotus.japonicus","Malpighiales","Euphorbiaceae","Mallotus",TRUE
"Malpighia","Malpighia.glabra","Fabales","Fabaceae","Malpighia",TRUE
"Malpighia","Malpighia.glabra","Malpighiales","Malpighiaceae","Malpighia",TRUE
"Malus","Malus.sieboldii","Rosales","Rosaceae","Malus",TRUE
"Malus","Malus.halliana","Rosales","Rosaceae","Malus",TRUE
"Malva","Malva.rotundifolia","Malvales","Malvaceae","Malva",TRUE
"Malva","Malva.sylvestris","Malvales","Malvaceae","Malva",TRUE
"Malvastrum","Malvastrum.coccineum","Malvales","Malvaceae","Malvastrum",TRUE
"Malvastrum","Malvastrum.coromandelianum","Malvales","Malvaceae","Malvastrum",TRUE
"Mandevilla","Mandevilla.benthamii","Gentianales","Apocynaceae","Mandevilla",TRUE
"Marcetia","Marcetia.taxifolia","Myrtales","Melastomataceae","Marcetia",TRUE
"Marrubium","Marrubium.vulgare","Lamiales","Lamiaceae","Marrubium",TRUE
"Martynia","Martynia.louisiana","Lamiales","Martyniaceae","Martynia",TRUE
"Medeola","Medeola.virginiana","Liliales","Liliaceae","Medeola",TRUE
"Medicago","Medicago.lupulina","Fabales","Fabaceae","Medicago",TRUE
"Medusagyne","Medusagyne.oppositifolia","Malpighiales","Medusagynaceae","Medusagyne",TRUE
"Meehania","Meehania.urticifolia","Lamiales","Lamiaceae","Meehania",TRUE
"Melandrium","Melandrium.triflorum",NA,NA,NA,TRUE
"Melanthium","Melanthium.virginicum","Liliales","Melanthiaceae","Melanthium",TRUE
"Melastoma","Melastoma.candidum","Myrtales","Melastomataceae","Melastoma",TRUE
"Melilotus","Melilotus.officinalis","Fabales","Fabaceae","Melilotus",TRUE
"Melilotus","Melilotus.albus","Fabales","Fabaceae","Melilotus",TRUE
"Melilotus","Melilotus.alba","Fabales","Fabaceae","Melilotus",TRUE
"Meliosma","Meliosma.oldhamii","Proteales","Sabiaceae","Meliosma",TRUE
"Meliosma","Meliosma.rigida","Proteales","Sabiaceae","Meliosma",TRUE
"Meliosma","Meliosma.tenuis","Proteales","Sabiaceae","Meliosma",TRUE
"Melochia","Melochia.villosa","Gentianales","Apocynaceae","Melochia",TRUE
"Melochia","Melochia.villosa","Malvales","Malvaceae","Melochia",TRUE
"Melochia","Melochia.nodiflora","Gentianales","Apocynaceae","Melochia",TRUE
"Melochia","Melochia.nodiflora","Malvales","Malvaceae","Melochia",TRUE
"Memecylon","Memecylon.eleagni","Myrtales","Melastomataceae","Memecylon",TRUE
"Memecylon","Memecylon.ovatifolium","Myrtales","Melastomataceae","Memecylon",TRUE
"Menonvillea","Menonvillea.hookeri.","Brassicales","Brassicaceae","Menonvillea",TRUE
"Mentha","Mentha.arvensis","Lamiales","Lamiaceae","Mentha",TRUE
"Mentha","Mentha.aquatica","Lamiales","Lamiaceae","Mentha",TRUE
"Mentha","Mentha.longifolia","Lamiales","Lamiaceae","Mentha",TRUE
"Mentzelia","Mentzelia.aspera","Cornales","Loasaceae","Mentzelia",TRUE
"Mentzelia","Mentzelia.multiflora","Cornales","Loasaceae","Mentzelia",TRUE
"Menziesia","Menziesia.pentandra",NA,NA,NA,TRUE
"Meriana","Meriana.sclerophylla",NA,NA,NA,TRUE
"Merremia","Merremia.umbellata","Solanales","Convolvulaceae","Merremia",TRUE
"Mertensia","Mertensia.sibirica","Boraginales","Boraginaceae","Mertensia",TRUE
"Mertensia","Mertensia.virginica","Boraginales","Boraginaceae","Mertensia",TRUE
"Mertensia","Mertensia.pratensis","Boraginales","Boraginaceae","Mertensia",TRUE
"Metothria","Metothria.tiukiuensis",NA,NA,NA,TRUE
"Miconia","Miconia.stephananthera","Myrtales","Melastomataceae","Miconia",TRUE
"Miconia","Miconia.stephananthera","Myrtales","Melastomataceae","Clidemia",FALSE
"Miconia","Miconia.stephananthera","Myrtales","Melastomataceae","Tococa",FALSE
"Miconia","Miconia.stephananthera","Myrtales","Melastomataceae","Tetrazygia",FALSE
"Miconia","Miconia.robinsoniana","Myrtales","Melastomataceae","Miconia",TRUE
"Miconia","Miconia.robinsoniana","Myrtales","Melastomataceae","Clidemia",FALSE
"Miconia","Miconia.robinsoniana","Myrtales","Melastomataceae","Tococa",FALSE
"Miconia","Miconia.robinsoniana","Myrtales","Melastomataceae","Tetrazygia",FALSE
"Miconia","Miconia.ciliata","Myrtales","Melastomataceae","Miconia",TRUE
"Miconia","Miconia.ciliata","Myrtales","Melastomataceae","Clidemia",FALSE
"Miconia","Miconia.ciliata","Myrtales","Melastomataceae","Tococa",FALSE
"Miconia","Miconia.ciliata","Myrtales","Melastomataceae","Tetrazygia",FALSE
"Miconia","Miconia.sp1.M.PL.040","Myrtales","Melastomataceae","Miconia",TRUE
"Miconia","Miconia.sp1.M.PL.040","Myrtales","Melastomataceae","Clidemia",FALSE
"Miconia","Miconia.sp1.M.PL.040","Myrtales","Melastomataceae","Tococa",FALSE
"Miconia","Miconia.sp1.M.PL.040","Myrtales","Melastomataceae","Tetrazygia",FALSE
"Miconia","Miconia.striata","Myrtales","Melastomataceae","Miconia",TRUE
"Miconia","Miconia.striata","Myrtales","Melastomataceae","Clidemia",FALSE
"Miconia","Miconia.striata","Myrtales","Melastomataceae","Tococa",FALSE
"Miconia","Miconia.striata","Myrtales","Melastomataceae","Tetrazygia",FALSE
"Microseris","Microseris.lanceolata","Asterales","Asteraceae","Bellardia",FALSE
"Microseris","Microseris.lanceolata","Asterales","Asteraceae","Microseris",TRUE
"Mikania","Mikania.psilotachya","Asterales","Asteraceae","Mikania",TRUE
"Mikania","Mikania.micrantha","Asterales","Asteraceae","Mikania",TRUE
"Mimosa","Mimosa.casta","Fabales","Fabaceae","Mimosa",TRUE
"Mimosa","Mimosa.camporum","Fabales","Fabaceae","Mimosa",TRUE
"Mimosa","Mimosa.pudica","Fabales","Fabaceae","Mimosa",TRUE
"Mimosa","Mimosa.tandilensis","Fabales","Fabaceae","Mimosa",TRUE
"Mimulus","Mimulus.alatus","Lamiales","Phrymaceae","Mimulus",TRUE
"Mimulus","Mimulus.ringens","Lamiales","Phrymaceae","Mimulus",TRUE
"Mimulus","Mimulus.sp1.M.PL.023","Lamiales","Phrymaceae","Mimulus",TRUE
"Mimusops","Mimusops.sechellarum","Ericales","Sapotaceae","Mimusops",TRUE
"Mimusops","Mimusops.erythroxylon","Ericales","Sapotaceae","Mimusops",TRUE
"Mirabilis","Mirabilis.jalapa","Caryophyllales","Nyctaginaceae","Mirabilis",TRUE
"Miraglossum","Miraglossum.verticillare","Gentianales","Apocynaceae","Miraglossum",TRUE
"Miraglossum","Miraglossum.pilosum","Gentianales","Apocynaceae","Miraglossum",TRUE
"Mitraria","Mitraria.coccinea","Lamiales","Gesneriaceae","Mitraria",TRUE
"Moehringia","Moehringia.lateriflora","Caryophyllales","Caryophyllaceae","Moehringia",TRUE
"Molinaea","Molinaea.macrantha","Sapindales","Sapindaceae","Molinaea",TRUE
"Molinaea","Molinaea.alternifolia","Sapindales","Sapindaceae","Molinaea",TRUE
"Mollugo","Mollugo.verticillata","Caryophyllales","Molluginaceae","Mollugo",TRUE
"Momordica","Momordica.charantia.","Cucurbitales","Cucurbitaceae","Momordica",TRUE
"Monarda","Monarda.bradburiana","Lamiales","Lamiaceae","Monarda",TRUE
"Monarda","Monarda.fistulosa","Lamiales","Lamiaceae","Monarda",TRUE
"Monimiastrum","Monimiastrum.globosum",NA,NA,NA,TRUE
"Monochoria","Monochoria.korsakowii","Commelinales","Pontederiaceae","Monochoria",TRUE
"Monochoria","Monochoria.vaginalis","Commelinales","Pontederiaceae","Monochoria",TRUE
"Montiopsis","Montiopsis.gilliesii.","Caryophyllales","Montiaceae","Montiopsis",TRUE
"Montricharida","Montricharida.arborescens",NA,NA,NA,TRUE
"Morinda","Morinda.citrifolia","Gentianales","Rubiaceae","Morinda",TRUE
"Morinda","Morinda.umbellata","Gentianales","Rubiaceae","Morinda",TRUE
"Morinda","Morinda.royoc","Gentianales","Rubiaceae","Morinda",TRUE
"Mormordica","Mormordica.charantia",NA,NA,NA,TRUE
"Mosla","Mosla.dianthera","Lamiales","Lamiaceae","Mosla",TRUE
"Mosta","Mosta.dianthera",NA,NA,NA,TRUE
"Muehlenbeckia","Muehlenbeckia.complexa","Caryophyllales","Polygonaceae","Muehlenbeckia",TRUE
"Muehlenbeckia","Muehlenbeckia.axillaris","Caryophyllales","Polygonaceae","Muehlenbeckia",TRUE
"Mulinum","Mulinum.spinosum",NA,NA,NA,TRUE
"Murdannia","Murdannia.keisak","Commelinales","Commelinaceae","Murdannia",TRUE
"Musa","Musa.balbisiana","Zingiberales","Musaceae","Musa",TRUE
"Musaenda","Musaenda.parviflora",NA,NA,NA,TRUE
"Muscari","Muscari.comosum","Asparagales","Asparagaceae","Muscari",TRUE
"Muscari","Muscari.commutatum","Asparagales","Asparagaceae","Muscari",TRUE
"Muscari","Muscari.neglectum","Asparagales","Asparagaceae","Muscari",TRUE
"Mustisia","Mustisia.subulata",NA,NA,NA,TRUE
"Mustisia","Mustisia.sinuata",NA,NA,NA,TRUE
"Mustisia","Mustisia.acerosa",NA,NA,NA,TRUE
"Mutisia","Mutisia.decurrens","Asterales","Asteraceae","Mutisia",TRUE
"Myonima","Myonima.violacea",NA,NA,NA,TRUE
"Myonima","Myonima.violacea.var.ovata",NA,NA,NA,TRUE
"Myosotis","Myosotis.virginica","Caryophyllales","Caryophyllaceae","Myosotis",TRUE
"Myosotis","Myosotis.virginica","Boraginales","Boraginaceae","Myosotis",TRUE
"Myosotis","Myosotis.palustris","Caryophyllales","Caryophyllaceae","Myosotis",TRUE
"Myosotis","Myosotis.palustris","Boraginales","Boraginaceae","Myosotis",TRUE
"Myosurus","Myosurus.minimus","Ranunculales","Ranunculaceae","Myosurus",TRUE
"Myrceugenia","Myrceugenia.ovata.var..ovata","Myrtales","Myrtaceae","Myrceugenia",TRUE
"Myrceugenia","Myrceugenia.parvifolia","Myrtales","Myrtaceae","Myrceugenia",TRUE
"Myrceugenia","Myrceugenia.planipes","Myrtales","Myrtaceae","Myrceugenia",TRUE
"Myrsine","Myrsine.segttinii","Ericales","Primulaceae","Myrsine",TRUE
"Myrteola","Myrteola.nummularia","Myrtales","Myrtaceae","Myrteola",TRUE
"Myrtus","Myrtus.communis","Myrtales","Myrtaceae","Myrtus",TRUE
"Nandina","Nandina.domestica","Ranunculales","Berberidaceae","Nandina",TRUE
"Nardophyllum","Nardophyllum.lanatum","Asterales","Asteraceae","Nardophyllum",TRUE
"Nassauvia","Nassauvia.lagascae","Asterales","Asteraceae","Nassauvia",TRUE
"Nassauvia","Nassauvia.pinnigera","Asterales","Asteraceae","Nassauvia",TRUE
"Nassauvia","Nassauvia.pungens","Asterales","Asteraceae","Nassauvia",TRUE
"Nassauvia","Nassauvia.heterophylla","Asterales","Asteraceae","Nassauvia",TRUE
"Nassauvia","Nassauvia.axillaris","Asterales","Asteraceae","Nassauvia",TRUE
"Nastanthus","Nastanthus.aglomeratus",NA,NA,NA,TRUE
"Nastanthus","Nastanthus.spathulatus",NA,NA,NA,TRUE
"Nectandra","Nectandra.coriacea","Malvales","Thymelaeaceae","Nectandra",TRUE
"Nectandra","Nectandra.coriacea","Laurales","Lauraceae","Nectandra",TRUE
"Nelumbo","Nelumbo.lutea","Proteales","Nelumbonaceae","Nelumbo",TRUE
"Nemopanthus","Nemopanthus.mucronata",NA,NA,NA,TRUE
"Neopaxia","Neopaxia.australasica",NA,NA,NA,TRUE
"Neoregelia","Neoregelia.magdalaenae","Poales","Bromeliaceae","Neoregelia",TRUE
"Neoregelia","Neoregelia.sp","Poales","Bromeliaceae","Neoregelia",TRUE
"Nepenthes","Nepenthes.pervillei","Caryophyllales","Nepenthaceae","Nepenthes",TRUE
"Nepeta","Nepeta.teydea","Lamiales","Lamiaceae","Nepeta",TRUE
"Nepeta","Nepeta.hederacea","Lamiales","Lamiaceae","Nepeta",TRUE
"Nepeta","Nepeta.cataria","Lamiales","Lamiaceae","Nepeta",TRUE
"Nephrosperma","Nephrosperma.vanhoutteanum","Arecales","Arecaceae","Nephrosperma",TRUE
"Nidularium","Nidularium.procerum","Poales","Bromeliaceae","Nidularium",TRUE
"Nidularium","Nidularium.campo-alegrensis","Poales","Bromeliaceae","Nidularium",TRUE
"Nidularium","Nidularium.cariacicaense","Poales","Bromeliaceae","Nidularium",TRUE
"Nigella","Nigella.arvensis","Ranunculales","Ranunculaceae","Nigella",TRUE
"Nigella","Nigella.arvensis","Ranunculales","Ranunculaceae","Melanthium",FALSE
"Noechamaelea","Noechamaelea.pulverulenta",NA,NA,NA,TRUE
"Nolana","Nolana.galapagensis","Solanales","Solanaceae","Nolana",TRUE
"Northea","Northea.hornei",NA,NA,NA,TRUE
"Nothoscordum","Nothoscordum.andinum","Liliales","Liliaceae","Nothoscordum",TRUE
"Nothoscordum","Nothoscordum.andinum","Asparagales","Amaryllidaceae","Nothoscordum",TRUE
"Nothoscordum","Nothoscordum.bivalve","Liliales","Liliaceae","Nothoscordum",TRUE
"Nothoscordum","Nothoscordum.bivalve","Asparagales","Amaryllidaceae","Nothoscordum",TRUE
"Nothoscordum","Nothoscordum.bonariense","Liliales","Liliaceae","Nothoscordum",TRUE
"Nothoscordum","Nothoscordum.bonariense","Asparagales","Amaryllidaceae","Nothoscordum",TRUE
"Notopora","Notopora.schomburgkii","Ericales","Ericaceae","Notopora",TRUE
"Nototriche","Nototriche.compacta","Malvales","Malvaceae","Nototriche",TRUE
"Nymphaea","Nymphaea.advena","Nymphaeales","Nymphaeaceae","Nymphaea",TRUE
"Nymphaea","Nymphaea.advena","Nymphaeales","Nymphaeaceae","Castalia",FALSE
"Nymphaea","Nymphaea.marliacea","Nymphaeales","Nymphaeaceae","Nymphaea",TRUE
"Nymphaea","Nymphaea.marliacea","Nymphaeales","Nymphaeaceae","Castalia",FALSE
"Ochna","Ochna.kirkii","Malpighiales","Ochnaceae","Ochna",TRUE
"Ochna","Ochna.mauritiana","Malpighiales","Ochnaceae","Ochna",TRUE
"Ocotea","Ocotea.laevigata","Laurales","Lauraceae","Ocotea",TRUE
"Odontonema","Odontonema.nitidum","Lamiales","Acanthaceae","Odontonema",TRUE
"Oenanthe","Oenanthe.javanica","Apiales","Apiaceae","Oenanthe",TRUE
"Oenothera","Oenothera.indecora","Myrtales","Onagraceae","Onagra",FALSE
"Oenothera","Oenothera.indecora","Myrtales","Onagraceae","Gaura",FALSE
"Oenothera","Oenothera.indecora","Myrtales","Onagraceae","Oenothera",TRUE
"Oenothera","Oenothera.indecora","Myrtales","Onagraceae","Pachylophus",FALSE
"Oenothera","Oenothera.fruticosa","Myrtales","Onagraceae","Onagra",FALSE
"Oenothera","Oenothera.fruticosa","Myrtales","Onagraceae","Gaura",FALSE
"Oenothera","Oenothera.fruticosa","Myrtales","Onagraceae","Oenothera",TRUE
"Oenothera","Oenothera.fruticosa","Myrtales","Onagraceae","Pachylophus",FALSE
"Oenothera","Oenothera.mendocinensis","Myrtales","Onagraceae","Onagra",FALSE
"Oenothera","Oenothera.mendocinensis","Myrtales","Onagraceae","Gaura",FALSE
"Oenothera","Oenothera.mendocinensis","Myrtales","Onagraceae","Oenothera",TRUE
"Oenothera","Oenothera.mendocinensis","Myrtales","Onagraceae","Pachylophus",FALSE
"Oenothera","Oenothera.acaulis","Myrtales","Onagraceae","Onagra",FALSE
"Oenothera","Oenothera.acaulis","Myrtales","Onagraceae","Gaura",FALSE
"Oenothera","Oenothera.acaulis","Myrtales","Onagraceae","Oenothera",TRUE
"Oenothera","Oenothera.acaulis","Myrtales","Onagraceae","Pachylophus",FALSE
"Oenothera","Oenothera.biennis","Myrtales","Onagraceae","Onagra",FALSE
"Oenothera","Oenothera.biennis","Myrtales","Onagraceae","Gaura",FALSE
"Oenothera","Oenothera.biennis","Myrtales","Onagraceae","Oenothera",TRUE
"Oenothera","Oenothera.biennis","Myrtales","Onagraceae","Pachylophus",FALSE
"Olea","Olea.lancea","Lamiales","Oleaceae","Olea",TRUE
"Olearia","Olearia.virgata","Asterales","Asteraceae","Olearia",TRUE
"Olearia","Olearia.phlogopappa","Asterales","Asteraceae","Olearia",TRUE
"Omphalodes","Omphalodes.japonica","Boraginales","Boraginaceae","Omphalodes",TRUE
"Onagra","Onagra.biennis","Myrtales","Onagraceae","Onagra",TRUE
"Ononis","Ononis.ornithopioides","Fabales","Fabaceae","Ononis",TRUE
"Ophrys","Ophrys.lutea","Asparagales","Orchidaceae","Ophrys",TRUE
"Ophrys","Ophrys.sphegodes","Asparagales","Orchidaceae","Ophrys",TRUE
"Ophrys","Ophrys.tenthredinifera","Asparagales","Orchidaceae","Ophrys",TRUE
"Opulaster","Opulaster.opulifolius","Rosales","Rosaceae","Opulaster",TRUE
"Opuntia","Opuntia.megasperma","Caryophyllales","Cactaceae","Opuntia",TRUE
"Opuntia","Opuntia.echios.gigantea","Caryophyllales","Cactaceae","Opuntia",TRUE
"Opuntia","Opuntia.sp2.M.PL.026","Caryophyllales","Cactaceae","Opuntia",TRUE
"Opuntia","Opuntia.helleri","Caryophyllales","Cactaceae","Opuntia",TRUE
"Opuntia","Opuntia.corrugata","Caryophyllales","Cactaceae","Opuntia",TRUE
"Opuntia","Opuntia.sp1.M.PL.072","Caryophyllales","Cactaceae","Opuntia",TRUE
"Opuntia","Opuntia.echios","Caryophyllales","Cactaceae","Opuntia",TRUE
"Opuntia","Opuntia.stricta","Caryophyllales","Cactaceae","Opuntia",TRUE
"Opuntia","Opuntia.sp1.M.PL.026","Caryophyllales","Cactaceae","Opuntia",TRUE
"Orchis","Orchis.spectabilis","Asparagales","Orchidaceae","Orchis",TRUE
"Orchis","Orchis.morio","Asparagales","Orchidaceae","Orchis",TRUE
"Oreochrysum","Oreochrysum.parryi","Asterales","Asteraceae","Oreochrysum",TRUE
"Oreopolus","Oreopolus.glacialis","Gentianales","Rubiaceae","Oreopolus",TRUE
"Orites","Orites.lancifolia","Proteales","Proteaceae","Orites",TRUE
"Orixa","Orixa.japonica","Sapindales","Rutaceae","Orixa",TRUE
"Ormocaipum","Ormocaipum.cochinchinense",NA,NA,NA,TRUE
"Ornithogalum","Ornithogalum.exscapum","Liliales","Liliaceae","Ornithogalum",TRUE
"Ornithogalum","Ornithogalum.exscapum","Asparagales","Asparagaceae","Ornithogalum",TRUE
"Orobanche","Orobanche.uniflora","Lamiales","Gesneriaceae","Orobanche",TRUE
"Orobanche","Orobanche.uniflora","Lamiales","Orobanchaceae","Orobanche",TRUE
"Osmorrhiza","Osmorrhiza.longistylis","Apiales","Apiaceae","Osmorrhiza",TRUE
"Osterium","Osterium.sieboldii",NA,NA,NA,TRUE
"Osyris","Osyris.quadripartita","Santalales","Santalaceae","Osyris",TRUE
"Osyris","Osyris.alba","Santalales","Santalaceae","Osyris",TRUE
"Ourisia","Ourisia.caespitosa","Lamiales","Plantaginaceae","Ourisia",TRUE
"Ourisia","Ourisia.macrocarpa","Lamiales","Plantaginaceae","Ourisia",TRUE
"Ovidia","Ovidia.pillopillo","Malvales","Thymelaeaceae","Ovidia",TRUE
"Oxalis","Oxalis.corniculata","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxalis","Oxalis.compacta","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxalis","Oxalis.sp1","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxalis","Oxalis.violacea","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxalis","Oxalis.articulata","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxalis","Oxalis.montana","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxalis","Oxalis.sp1.M.PL.023","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxalis","Oxalis.barrelieri","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxalis","Oxalis.geminata","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxalis","Oxalis.stricta","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxalis","Oxalis.acetosella","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxalis","Oxalis.corymbosa","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxalis","Oxalis.sp2","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxalis","Oxalis.frutescens","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxalis","Oxalis.pes-caprae","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxalis","Oxalis.griffithii","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxalis","Oxalis.erythrorhiza","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxalis","Oxalis.cordobensis","Oxalidales","Oxalidaceae","Oxalis",TRUE
"Oxylobium","Oxylobium.ellipticum","Fabales","Fabaceae","Oxylobium",TRUE
"Oxypetalum","Oxypetalum.solanoides","Gentianales","Apocynaceae","Oxypetalum",TRUE
"Oxypolis","Oxypolis.rigidior","Apiales","Apiaceae","Oxypolis",TRUE
"Oxytropis","Oxytropis.arctica.","Fabales","Fabaceae","Oxytropis",TRUE
"Pachycarpus","Pachycarpus.natalensis","Gentianales","Apocynaceae","Pachycarpus",TRUE
"Pachylophus","Pachylophus.caespitosus",NA,NA,NA,TRUE
"Paederia","Paederia.scandens","Gentianales","Rubiaceae","Paederia",TRUE
"Paeonia","Paeonia.japonica","Saxifragales","Paeoniaceae","Paeonia",TRUE
"Pagameopsis","Pagameopsis.garryoides","Gentianales","Rubiaceae","Pagameopsis",TRUE
"Palicourea","Palicourea.crocea.","Gentianales","Rubiaceae","Palicourea",TRUE
"Pallenis","Pallenis.spinosa","Asterales","Asteraceae","Pallenis",TRUE
"Pandanus","Pandanus.odoratissimus","Pandanales","Pandanaceae","Pandanus",TRUE
"Pandanus","Pandanus.rigidifolius","Pandanales","Pandanaceae","Pandanus",TRUE
"Pandanus","Pandanus.barklyi","Pandanales","Pandanaceae","Pandanus",TRUE
"Pandanus","Pandanus.wiehii","Pandanales","Pandanaceae","Pandanus",TRUE
"Panicum","Panicum.virgatum","Poales","Poaceae","Panicum",TRUE
"Papaver","Papaver.radicatum","Ranunculales","Papaveraceae","Papaver",TRUE
"Papaver","Papaver.sp1.M.PL.014","Ranunculales","Papaveraceae","Papaver",TRUE
"Papaver","Papaver.rhoeas","Ranunculales","Papaveraceae","Papaver",TRUE
"Paragenipa","Paragenipa.wrightii","Gentianales","Rubiaceae","Paragenipa",TRUE
"Parahebe","Parahebe.decora",NA,NA,NA,TRUE
"Parahebe","Parahebe.lyalii",NA,NA,NA,TRUE
"Paraserianthes","Paraserianthes.falcataria","Fabales","Fabaceae","Paraserianthes",TRUE
"Parkinsonia","Parkinsonia.aculeata","Fabales","Fabaceae","Parkinsonia",TRUE
"Parnassia","Parnassia.palustris","Saxifragales","Saxifragaceae","Parnassia",TRUE
"Parnassia","Parnassia.palustris","Celastrales","Parnassiaceae","Parnassia",TRUE
"Parolinea","Parolinea.intermedia",NA,NA,NA,TRUE
"Parthenium","Parthenium.integrifolium","Asterales","Asteraceae","Parthenium",TRUE
"Passiflora","Passiflora.sp1.M.PL.040","Malpighiales","Passifloraceae","Passiflora",TRUE
"Passiflora","Passiflora.caerulea","Malpighiales","Passifloraceae","Passiflora",TRUE
"Passiflora","Passiflora.foetida","Malpighiales","Passifloraceae","Passiflora",TRUE
"Passiflora","Passiflora.suberosa","Malpighiales","Passifloraceae","Passiflora",TRUE
"Passiflora","Passiflora.lutea","Malpighiales","Passifloraceae","Passiflora",TRUE
"Pastinaca","Pastinaca.sativa","Apiales","Apiaceae","Pastinaca",TRUE
"Patrinia","Patrinia.triloba.palmata","Dipsacales","Caprifoliaceae","Patrinia",TRUE
"Patrinia","Patrinia.villosa","Dipsacales","Caprifoliaceae","Patrinia",TRUE
"Patrinia","Patrinia.scabiosaefolia","Dipsacales","Caprifoliaceae","Patrinia",TRUE
"Pavonia","Pavonia.cymbalaria","Fabales","Fabaceae","Pavonia",TRUE
"Pavonia","Pavonia.cymbalaria","Malvales","Malvaceae","Pavonia",TRUE
"Pectis","Pectis.tenuifolia","Asterales","Asteraceae","Pectis",TRUE
"Pedicularis","Pedicularis.hirsuta","Lamiales","Orobanchaceae","Pedicularis",TRUE
"Pedicularis","Pedicularis.hirsuta","Lamiales","Orobanchaceae","Elephantella",FALSE
"Pedicularis","Pedicularis.resupinata.","Lamiales","Orobanchaceae","Pedicularis",TRUE
"Pedicularis","Pedicularis.resupinata.","Lamiales","Orobanchaceae","Elephantella",FALSE
"Pedicularis","Pedicularis.arctica","Lamiales","Orobanchaceae","Pedicularis",TRUE
"Pedicularis","Pedicularis.arctica","Lamiales","Orobanchaceae","Elephantella",FALSE
"Pedicularis","Pedicularis.sp1.M.PL.014","Lamiales","Orobanchaceae","Pedicularis",TRUE
"Pedicularis","Pedicularis.sp1.M.PL.014","Lamiales","Orobanchaceae","Elephantella",FALSE
"Pedicularis","Pedicularis.capitata","Lamiales","Orobanchaceae","Pedicularis",TRUE
"Pedicularis","Pedicularis.capitata","Lamiales","Orobanchaceae","Elephantella",FALSE
"Pedicularis","Pedicularis.parryi","Lamiales","Orobanchaceae","Pedicularis",TRUE
"Pedicularis","Pedicularis.parryi","Lamiales","Orobanchaceae","Elephantella",FALSE
"Pedicularis","Pedicularis.flammea","Lamiales","Orobanchaceae","Pedicularis",TRUE
"Pedicularis","Pedicularis.flammea","Lamiales","Orobanchaceae","Elephantella",FALSE
"Pedicularis","Pedicularis.racemosa","Lamiales","Orobanchaceae","Pedicularis",TRUE
"Pedicularis","Pedicularis.racemosa","Lamiales","Orobanchaceae","Elephantella",FALSE
"Pemphis","Pemphis.acidula","Myrtales","Lythraceae","Pemphis",TRUE
"Penstemon","Penstemon.hirsutus","Lamiales","Plantaginaceae","Penstemon",TRUE
"Penstemon","Penstemon.hirsutus","Lamiales","Plantaginaceae","Pentstemon",FALSE
"Penstemon","Penstemon.unilateralis","Lamiales","Plantaginaceae","Penstemon",TRUE
"Penstemon","Penstemon.unilateralis","Lamiales","Plantaginaceae","Pentstemon",FALSE
"Penstemon","Penstemon.secundiflorus","Lamiales","Plantaginaceae","Penstemon",TRUE
"Penstemon","Penstemon.secundiflorus","Lamiales","Plantaginaceae","Pentstemon",FALSE
"Penstemon","Penstemon.laevigatus","Lamiales","Plantaginaceae","Penstemon",TRUE
"Penstemon","Penstemon.laevigatus","Lamiales","Plantaginaceae","Pentstemon",FALSE
"Penstemon","Penstemon.halli","Lamiales","Plantaginaceae","Penstemon",TRUE
"Penstemon","Penstemon.halli","Lamiales","Plantaginaceae","Pentstemon",FALSE
"Pentachondra","Pentachondra.pumila","Ericales","Ericaceae","Pentachondra",TRUE
"Pentstemon","Pentstemon.gracilis",NA,NA,NA,TRUE
"Pentstemon","Pentstemon.glaucus",NA,NA,NA,TRUE
"Pentstemon","Pentstemon.glaber",NA,NA,NA,TRUE
"Perezia","Perezia.pilifera","Asterales","Asteraceae","Perezia",TRUE
"Perezia","Perezia.carthamoides","Asterales","Asteraceae","Perezia",TRUE
"Periploca","Periploca.laevigata","Gentianales","Apocynaceae","Periploca",TRUE
"Persea","Persea.maericana","Laurales","Lauraceae","Persea",TRUE
"Persicaria","Persicaria.nipponensis","Caryophyllales","Polygonaceae","Persicaria",TRUE
"Persicaria","Persicaria.nipponensis","Caryophyllales","Polygonaceae","Antenoron",FALSE
"Persicaria","Persicaria.thunbergii","Caryophyllales","Polygonaceae","Persicaria",TRUE
"Persicaria","Persicaria.thunbergii","Caryophyllales","Polygonaceae","Antenoron",FALSE
