"Genero.original","Genero.especie","Orden.GBIF","Familia.GBIF","Genero.GBIF","genero.es.igual"
"Persicaria","Persicaria.comspicua","Caryophyllales","Polygonaceae","Persicaria",TRUE
"Persicaria","Persicaria.comspicua","Caryophyllales","Polygonaceae","Antenoron",FALSE
"Persicaria","Persicaria.senticosa","Caryophyllales","Polygonaceae","Persicaria",TRUE
"Persicaria","Persicaria.senticosa","Caryophyllales","Polygonaceae","Antenoron",FALSE
"Persicaria","Persicaria.conspicua","Caryophyllales","Polygonaceae","Persicaria",TRUE
"Persicaria","Persicaria.conspicua","Caryophyllales","Polygonaceae","Antenoron",FALSE
"Persicaria","Persicaria.aestiva","Caryophyllales","Polygonaceae","Persicaria",TRUE
"Persicaria","Persicaria.aestiva","Caryophyllales","Polygonaceae","Antenoron",FALSE
"Persicaria","Persicaria.pubescens","Caryophyllales","Polygonaceae","Persicaria",TRUE
"Persicaria","Persicaria.pubescens","Caryophyllales","Polygonaceae","Antenoron",FALSE
"Persicaria","Persicaria.yokusaiana","Caryophyllales","Polygonaceae","Persicaria",TRUE
"Persicaria","Persicaria.yokusaiana","Caryophyllales","Polygonaceae","Antenoron",FALSE
"Persicaria","Persicaria.chinensis","Caryophyllales","Polygonaceae","Persicaria",TRUE
"Persicaria","Persicaria.chinensis","Caryophyllales","Polygonaceae","Antenoron",FALSE
"Persicaria","Persicaria.sieboldi","Caryophyllales","Polygonaceae","Persicaria",TRUE
"Persicaria","Persicaria.sieboldi","Caryophyllales","Polygonaceae","Antenoron",FALSE
"Petalostemon","Petalostemon.purpureus",NA,NA,NA,TRUE
"Petalostemon","Petalostemon.candidus",NA,NA,NA,TRUE
"Petalostemum","Petalostemum.purpureum","Fabales","Fabaceae","Petalostemum",TRUE
"Petalostemum","Petalostemum.candidum","Fabales","Fabaceae","Petalostemum",TRUE
"Petasites","Petasites.frigidus.","Asterales","Asteraceae","Petasites",TRUE
"Petasites","Petasites.japonicus","Asterales","Asteraceae","Petasites",TRUE
"Petiveria","Petiveria.sp1.M.PL.040","Caryophyllales","Phytolaccaceae","Petiveria",TRUE
"Petrorhagia","Petrorhagia.velutina","Caryophyllales","Caryophyllaceae","Petrorhagia",TRUE
"Petunia","Petunia.axillaris","Solanales","Solanaceae","Petunia",TRUE
"Peucedanum","Peucedanum.joponicum","Apiales","Apiaceae","Peucedanum",TRUE
"Peucedanum","Peucedanum.joponicum","Apiales","Apiaceae","Eulophus",FALSE
"Peucedanum","Peucedanum.joponicum","Apiales","Apiaceae","Libanotis",FALSE
"Phacelia","Phacelia.secunda","Boraginales","Hydrophyllaceae","Phacelia",TRUE
"Phacelia","Phacelia.heterophylla","Boraginales","Hydrophyllaceae","Phacelia",TRUE
"Phagnalon","Phagnalon.graecum","Asterales","Asteraceae","Phagnalon",TRUE
"Phebalium","Phebalium.ovatifolium","Sapindales","Rutaceae","Phebalium",TRUE
"Phellodendron","Phellodendron.amurense","Sapindales","Rutaceae","Phellodendron",TRUE
"Philadelphus","Philadelphus.coronarius","Cornales","Hydrangeaceae","Philadelphus",TRUE
"Philadelphus","Philadelphus.coronarius","Cornales","Hydrangeaceae","Syringa",FALSE
"Philadelphus","Philadelphus.satsumi","Cornales","Hydrangeaceae","Philadelphus",TRUE
"Philadelphus","Philadelphus.satsumi","Cornales","Hydrangeaceae","Syringa",FALSE
"Philadelphus","Philadelphus.grandiflorus","Cornales","Hydrangeaceae","Philadelphus",TRUE
"Philadelphus","Philadelphus.grandiflorus","Cornales","Hydrangeaceae","Syringa",FALSE
"Phillyrea","Phillyrea.angustifolia","Lamiales","Oleaceae","Phillyrea",TRUE
"Philodendron","Philodendron.ptarianum","Alismatales","Araceae","Philodendron",TRUE
"Philoxerus","Philoxerus.vermicularis",NA,NA,NA,TRUE
"Phlomis","Phlomis.fructicosa","Lamiales","Lamiaceae","Phlomis",TRUE
"Phlox","Phlox.subulata","Ericales","Polemoniaceae","Armeria",FALSE
"Phlox","Phlox.subulata","Ericales","Polemoniaceae","Phlox",TRUE
"Phlox","Phlox.pilosa","Ericales","Polemoniaceae","Armeria",FALSE
"Phlox","Phlox.pilosa","Ericales","Polemoniaceae","Phlox",TRUE
"Phlox","Phlox.glaberrima","Ericales","Polemoniaceae","Armeria",FALSE
"Phlox","Phlox.glaberrima","Ericales","Polemoniaceae","Phlox",TRUE
"Phlox","Phlox.divaricata","Ericales","Polemoniaceae","Armeria",FALSE
"Phlox","Phlox.divaricata","Ericales","Polemoniaceae","Phlox",TRUE
"Phoenicophorium","Phoenicophorium.borsigianum","Arecales","Arecaceae","Phoenicophorium",TRUE
"Photinia","Photinia.glabra","Rosales","Rosaceae","Photinia",TRUE
"Phragmites","Phragmites.communis","Poales","Poaceae","Phragmites",TRUE
"Phragmites","Phragmites.communis","Gentianales","Rubiaceae","Phragmites",TRUE
"Phryma","Phryma.leptostachya","Lamiales","Phrymaceae","Phryma",TRUE
"Phthirusa","Phthirusa.adunca","Santalales","Loranthaceae","Phthirusa",TRUE
"Phyla","Phyla.sp1.M.PL.026","Lamiales","Verbenaceae","Phyla",TRUE
"Phyllachne","Phyllachne.colensoi","Asterales","Stylidiaceae","Phyllachne",TRUE
"Phyllanthus","Phyllanthus.phillyreifolius.var.telfairianus","Malpighiales","Phyllanthaceae","Macraea",FALSE
"Phyllanthus","Phyllanthus.phillyreifolius.var.telfairianus","Malpighiales","Phyllanthaceae","Phyllanthus",TRUE
"Phyllanthus","Phyllanthus.phillyreifolius","Malpighiales","Phyllanthaceae","Macraea",FALSE
"Phyllanthus","Phyllanthus.phillyreifolius","Malpighiales","Phyllanthaceae","Phyllanthus",TRUE
"Physalis","Physalis.angulata","Solanales","Solanaceae","Physalis",TRUE
"Physalis","Physalis.virginiana","Solanales","Solanaceae","Physalis",TRUE
"Physalis","Physalis.lanceolata","Solanales","Solanaceae","Physalis",TRUE
"Physalis","Physalis.subglabrata","Solanales","Solanaceae","Physalis",TRUE
"Physalis","Physalis.pubescens","Solanales","Solanaceae","Physalis",TRUE
"Physaria","Physaria.didymocarpa","Brassicales","Brassicaceae","Lesquerella",FALSE
"Physaria","Physaria.didymocarpa","Brassicales","Brassicaceae","Physaria",TRUE
"Physostegia","Physostegia.virginiana","Lamiales","Lamiaceae","Physostegia",TRUE
"Phytolacca","Phytolacca.decandra","Caryophyllales","Phytolaccaceae","Phytolacca",TRUE
"Phytolacca","Phytolacca.americana","Caryophyllales","Phytolaccaceae","Phytolacca",TRUE
"Picconia","Picconia.excelsa","Lamiales","Oleaceae","Picconia",TRUE
"Picris","Picris.hieracioides.japonica","Asterales","Asteraceae","Picris",TRUE
"Picris","Picris.echioides","Asterales","Asteraceae","Picris",TRUE
"Pieris","Pieris.japonica","Ericales","Ericaceae","Pieris",TRUE
"Pilea","Pilea.sp2.M.PL.040","Rosales","Urticaceae","Pilea",TRUE
"Pilea","Pilea.sp1.M.PL.040","Rosales","Urticaceae","Pilea",TRUE
"Pimelea","Pimelea.sericeo-villosa","Malvales","Thymelaeaceae","Pimelea",TRUE
"Pimelea","Pimelea.traversii","Malvales","Thymelaeaceae","Pimelea",TRUE
"Pimelea","Pimelea.ligustrina","Malvales","Thymelaeaceae","Pimelea",TRUE
"Pimpinella","Pimpinella.cumbrae","Apiales","Apiaceae","Pimpinella",TRUE
"Pimpinella","Pimpinella.cumbrae","Rosales","Rosaceae","Pimpinella",TRUE
"Pimpinella","Pimpinella.major","Apiales","Apiaceae","Pimpinella",TRUE
"Pimpinella","Pimpinella.major","Rosales","Rosaceae","Pimpinella",TRUE
"Pinguicula","Pinguicula.alpina","Lamiales","Lentibulariaceae","Pinguicula",TRUE
"Pinus","Pinus.luchuensis","Pinales","Pinaceae","Pinus",TRUE
"Piper","Piper.kadzura","Piperales","Piperaceae","Piper",TRUE
"Piscidia","Piscidia.carthagenesis","Fabales","Fabaceae","Piscidia",TRUE
"Piscidia","Piscidia.piscipula","Fabales","Fabaceae","Piscidia",TRUE
"Pittosporum","Pittosporum.senacia","Apiales","Pittosporaceae","Pittosporum",TRUE
"PittosPorum","PittosPorum.tobira",NA,NA,NA,TRUE
"Plantago","Plantago.major","Lamiales","Plantaginaceae","Plantago",TRUE
"Plantago","Plantago.lanceolata","Lamiales","Plantaginaceae","Plantago",TRUE
"Plantago","Plantago.asiatica","Lamiales","Plantaginaceae","Plantago",TRUE
"Plantago","Plantago.lagopus","Lamiales","Plantaginaceae","Plantago",TRUE
"Pleurostylia","Pleurostylia.leucocarpa.","Celastrales","Celastraceae","Pleurostylia",TRUE
"Plocama","Plocama.pendula","Gentianales","Rubiaceae","Plocama",TRUE
"Plumbago","Plumbago.scandens","Caryophyllales","Plumbaginaceae","Plumbago",TRUE
"Poa","Poa.pratensis","Poales","Poaceae","Poa",TRUE
"Podophyllum","Podophyllum.peltatum","Ranunculales","Berberidaceae","Podophyllum",TRUE
"Poecilandra","Poecilandra.retusa","Malpighiales","Ochnaceae","Poecilandra",TRUE
"Pogonia","Pogonia.stricta","Asparagales","Orchidaceae","Pogonia",TRUE
"Polemonium","Polemonium.caeruleum.yezoense","Ericales","Polemoniaceae","Polemonium",TRUE
"Polemonium","Polemonium.reptans","Ericales","Polemoniaceae","Polemonium",TRUE
"Pollia","Pollia.japonica","Commelinales","Commelinaceae","Pollia",TRUE
"Polygala","Polygala.japonica","Fabales","Polygalaceae","Polygala",TRUE
"Polygala","Polygala.sanguinea","Fabales","Polygalaceae","Polygala",TRUE
"Polygala","Polygala.stenophylla","Fabales","Polygalaceae","Polygala",TRUE
"Polygonatum","Polygonatum.macranthum","Asparagales","Convallariaceae","Polygonatum",TRUE
"Polygonatum","Polygonatum.macranthum","Asparagales","Asparagaceae","Polygonatum",TRUE
"Polygonatum","Polygonatum.commutatum","Asparagales","Convallariaceae","Polygonatum",TRUE
"Polygonatum","Polygonatum.commutatum","Asparagales","Asparagaceae","Polygonatum",TRUE
"Polygonatum","Polygonatum.lasianthum","Asparagales","Convallariaceae","Polygonatum",TRUE
"Polygonatum","Polygonatum.lasianthum","Asparagales","Asparagaceae","Polygonatum",TRUE
"Polygonum","Polygonum.persicaria","Caryophyllales","Polygonaceae","Lyonia",FALSE
"Polygonum","Polygonum.persicaria","Caryophyllales","Polygonaceae","Polygonum",TRUE
"Polygonum","Polygonum.opelousanum","Caryophyllales","Polygonaceae","Lyonia",FALSE
"Polygonum","Polygonum.opelousanum","Caryophyllales","Polygonaceae","Polygonum",TRUE
"Polygonum","Polygonum.scandens","Caryophyllales","Polygonaceae","Lyonia",FALSE
"Polygonum","Polygonum.scandens","Caryophyllales","Polygonaceae","Polygonum",TRUE
"Polygonum","Polygonum.lapathifolium","Caryophyllales","Polygonaceae","Lyonia",FALSE
"Polygonum","Polygonum.lapathifolium","Caryophyllales","Polygonaceae","Polygonum",TRUE
"Polygonum","Polygonum.pennsylvanicum","Caryophyllales","Polygonaceae","Lyonia",FALSE
"Polygonum","Polygonum.pennsylvanicum","Caryophyllales","Polygonaceae","Polygonum",TRUE
"Polygonum","Polygonum.hydropiper","Caryophyllales","Polygonaceae","Lyonia",FALSE
"Polygonum","Polygonum.hydropiper","Caryophyllales","Polygonaceae","Polygonum",TRUE
"Polygonum","Polygonum.aubertii","Caryophyllales","Polygonaceae","Lyonia",FALSE
"Polygonum","Polygonum.aubertii","Caryophyllales","Polygonaceae","Polygonum",TRUE
"Polygonum","Polygonum.bistorta","Caryophyllales","Polygonaceae","Lyonia",FALSE
"Polygonum","Polygonum.bistorta","Caryophyllales","Polygonaceae","Polygonum",TRUE
"Polygonum","Polygonum.amphibium","Caryophyllales","Polygonaceae","Lyonia",FALSE
"Polygonum","Polygonum.amphibium","Caryophyllales","Polygonaceae","Polygonum",TRUE
"Polygonum","Polygonum.hydropiperoides","Caryophyllales","Polygonaceae","Lyonia",FALSE
"Polygonum","Polygonum.hydropiperoides","Caryophyllales","Polygonaceae","Polygonum",TRUE
"Polygonum","Polygonum.cuspidatum","Caryophyllales","Polygonaceae","Lyonia",FALSE
"Polygonum","Polygonum.cuspidatum","Caryophyllales","Polygonaceae","Polygonum",TRUE
"Polygonum","Polygonum.viviparum","Caryophyllales","Polygonaceae","Lyonia",FALSE
"Polygonum","Polygonum.viviparum","Caryophyllales","Polygonaceae","Polygonum",TRUE
"Polygonum","Polygonum.acre","Caryophyllales","Polygonaceae","Lyonia",FALSE
"Polygonum","Polygonum.acre","Caryophyllales","Polygonaceae","Polygonum",TRUE
"Polymnia","Polymnia.uvedalia","Asterales","Asteraceae","Polymnia",TRUE
"Polyscias","Polyscias.mauritiana","Apiales","Araliaceae","Polyscias",TRUE
"Polyscias","Polyscias.mauritiana","Apiales","Araliaceae","Gastonia",FALSE
"Polytaenia","Polytaenia.nuttallii","Apiales","Apiaceae","Polytaenia",TRUE
"Pontederia","Pontederia.cordata","Commelinales","Pontederiaceae","Pontederia",TRUE
"Pontederia","Pontederia.cordata","Commelinales","Pontederiaceae","Monochoria",FALSE
"Populus","Populus.deltoides","Malpighiales","Salicaceae","Populus",TRUE
"Populus","Populus.tremuloides","Malpighiales","Salicaceae","Populus",TRUE
"Portlandia","Portlandia.grandiflora","Gentianales","Rubiaceae","Portlandia",TRUE
"Portulaca","Portulaca.oleracea","Caryophyllales","Portulacaceae","Portulaca",TRUE
"Potentilla","Potentilla.erecta","Rosales","Rosaceae","Duchesnea",FALSE
"Potentilla","Potentilla.erecta","Rosales","Rosaceae","Potentilla",TRUE
"Potentilla","Potentilla.freyniana","Rosales","Rosaceae","Duchesnea",FALSE
"Potentilla","Potentilla.freyniana","Rosales","Rosaceae","Potentilla",TRUE
"Potentilla","Potentilla.gracilis","Rosales","Rosaceae","Duchesnea",FALSE
"Potentilla","Potentilla.gracilis","Rosales","Rosaceae","Potentilla",TRUE
"Potentilla","Potentilla.crantzii","Rosales","Rosaceae","Duchesnea",FALSE
"Potentilla","Potentilla.crantzii","Rosales","Rosaceae","Potentilla",TRUE
"Potentilla","Potentilla.egedei","Rosales","Rosaceae","Duchesnea",FALSE
"Potentilla","Potentilla.egedei","Rosales","Rosaceae","Potentilla",TRUE
"Potentilla","Potentilla.monspeliensis.norvegica","Rosales","Rosaceae","Duchesnea",FALSE
"Potentilla","Potentilla.monspeliensis.norvegica","Rosales","Rosaceae","Potentilla",TRUE
"Potentilla","Potentilla.pulcherrima","Rosales","Rosaceae","Duchesnea",FALSE
"Potentilla","Potentilla.pulcherrima","Rosales","Rosaceae","Potentilla",TRUE
"Potentilla","Potentilla.nivea","Rosales","Rosaceae","Duchesnea",FALSE
"Potentilla","Potentilla.nivea","Rosales","Rosaceae","Potentilla",TRUE
"Potentilla","Potentilla.canadensis","Rosales","Rosaceae","Duchesnea",FALSE
"Potentilla","Potentilla.canadensis","Rosales","Rosaceae","Potentilla",TRUE
"Potentilla","Potentilla.arguta","Rosales","Rosaceae","Duchesnea",FALSE
"Potentilla","Potentilla.arguta","Rosales","Rosaceae","Potentilla",TRUE
"Potentilla","Potentilla.hyparctica","Rosales","Rosaceae","Duchesnea",FALSE
"Potentilla","Potentilla.hyparctica","Rosales","Rosaceae","Potentilla",TRUE
"Potentilla","Potentilla.anserina","Rosales","Rosaceae","Duchesnea",FALSE
"Potentilla","Potentilla.anserina","Rosales","Rosaceae","Potentilla",TRUE
"Potentilla","Potentilla.sp1.M.PL.014","Rosales","Rosaceae","Duchesnea",FALSE
"Potentilla","Potentilla.sp1.M.PL.014","Rosales","Rosaceae","Potentilla",TRUE
"Potentilla","Potentilla.sundaica","Rosales","Rosaceae","Duchesnea",FALSE
"Potentilla","Potentilla.sundaica","Rosales","Rosaceae","Potentilla",TRUE
"Potentilla","Potentilla.vahliana.","Rosales","Rosaceae","Duchesnea",FALSE
"Potentilla","Potentilla.vahliana.","Rosales","Rosaceae","Potentilla",TRUE
"Potentilla","Potentilla.rubricaulis","Rosales","Rosaceae","Duchesnea",FALSE
"Potentilla","Potentilla.rubricaulis","Rosales","Rosaceae","Potentilla",TRUE
"Pozoa","Pozoa.coriacea","Apiales","Apiaceae","Pozoa",TRUE
"Prasium","Prasium.majus","Lamiales","Lamiaceae","Prasium",TRUE
"Prasophyllum","Prasophyllum.alpinum","Asparagales","Orchidaceae","Prasophyllum",TRUE
"Pratia","Pratia.angulata","Asterales","Campanulaceae","Pratia",TRUE
"Pratia","Pratia.macrodon","Asterales","Campanulaceae","Pratia",TRUE
"Premna","Premna.serratifolia","Lamiales","Lamiaceae","Premna",TRUE
"Premna","Premna.microphylla","Lamiales","Lamiaceae","Premna",TRUE
"Premna","Premna.corymbosa","Lamiales","Lamiaceae","Premna",TRUE
"Prenanthes","Prenanthes.aspera","Asterales","Asteraceae","Prenanthes",TRUE
"Prenanthes","Prenanthes.crepidinea","Asterales","Asteraceae","Prenanthes",TRUE
"Prenanthes","Prenanthes.tanakae","Asterales","Asteraceae","Prenanthes",TRUE
"Primula","Primula.veris","Ericales","Primulaceae","Primula",TRUE
"Prosopis","Prosopis.juliflora","Fabales","Fabaceae","Prosopis",TRUE
"Prostanthera","Prostanthera.cuneata","Lamiales","Lamiaceae","Prostanthera",TRUE
"Prunella","Prunella.vulgaris","Lamiales","Lamiaceae","Prunella",TRUE
"Prunus","Prunus.americana","Rosales","Rosaceae","Prunus",TRUE
"Prunus","Prunus.virginiana","Rosales","Rosaceae","Prunus",TRUE
"Prunus","Prunus.jamasakura","Rosales","Rosaceae","Prunus",TRUE
"Prunus","Prunus.serotina","Rosales","Rosaceae","Prunus",TRUE
"Prunus","Prunus.nipponica","Rosales","Rosaceae","Prunus",TRUE
"Prunus","Prunus.sp1.M.PL.054","Rosales","Rosaceae","Prunus",TRUE
"Prunus","Prunus.salicina","Rosales","Rosaceae","Prunus",TRUE
"Prunus","Prunus.tomentosa","Rosales","Rosaceae","Prunus",TRUE
"Prunus","Prunus.demissa","Rosales","Rosaceae","Prunus",TRUE
"Prunus","Prunus.incisa","Rosales","Rosaceae","Prunus",TRUE
"Prunus","Prunus.pennsylvanica","Rosales","Rosaceae","Prunus",TRUE
"Prunus","Prunus.maximowiczii","Rosales","Rosaceae","Prunus",TRUE
"Prunus","Prunus.Grayana","Rosales","Rosaceae","Prunus",TRUE
"Psathura","Psathura.terniflora",NA,NA,NA,TRUE
"Psedera","Psedera.quinquefolia",NA,NA,NA,TRUE
"Pseudostellaria","Pseudostellaria.heterantha","Caryophyllales","Caryophyllaceae","Pseudostellaria",TRUE
"Psiadia","Psiadia.terebinthina","Asterales","Asteraceae","Psiadia",TRUE
"Psidium","Psidium.montanum","Myrtales","Myrtaceae","Psidium",TRUE
"Psidium","Psidium.guajava","Myrtales","Myrtaceae","Psidium",TRUE
"Psidium","Psidium.cattleianum","Myrtales","Myrtaceae","Psidium",TRUE
"Psoralea","Psoralea.onobrychis","Fabales","Fabaceae","Psoralea",TRUE
"Psoralea","Psoralea.bituminosa","Fabales","Fabaceae","Psoralea",TRUE
"Psoralia","Psoralia.bituminosa",NA,NA,NA,TRUE
"Psychotria","Psychotria.pervillei","Gentianales","Rubiaceae","Psathura",FALSE
"Psychotria","Psychotria.pervillei","Gentianales","Rubiaceae","Psychotria",TRUE
"Psychotria","Psychotria.rufipes","Gentianales","Rubiaceae","Psathura",FALSE
"Psychotria","Psychotria.rufipes","Gentianales","Rubiaceae","Psychotria",TRUE
"Psychotria","Psychotria.sepens","Gentianales","Rubiaceae","Psathura",FALSE
"Psychotria","Psychotria.sepens","Gentianales","Rubiaceae","Psychotria",TRUE
"Psychotria","Psychotria.homalosperma","Gentianales","Rubiaceae","Psathura",FALSE
"Psychotria","Psychotria.homalosperma","Gentianales","Rubiaceae","Psychotria",TRUE
"Ptantago","Ptantago.asiatica",NA,NA,NA,TRUE
"Ptelea","Ptelea.trifoliata","Sapindales","Rutaceae","Dodonaea",FALSE
"Ptelea","Ptelea.trifoliata","Sapindales","Rutaceae","Ptelea",TRUE
"Pterocephalus","Pterocephalus.papposus","Dipsacales","Caprifoliaceae","Pterocephalus",TRUE
"Pterocephalus","Pterocephalus.lasiospermus","Dipsacales","Caprifoliaceae","Pterocephalus",TRUE
"Pterolepis","Pterolepis.glomerata","Myrtales","Melastomataceae","Pterolepis",TRUE
"Pycnanthemum","Pycnanthemum.virginianum","Lamiales","Lamiaceae","Pycnanthemum",TRUE
"Pycnanthemum","Pycnanthemum.pilosum","Lamiales","Lamiaceae","Pycnanthemum",TRUE
"Pycnanthemum","Pycnanthemum.flexuosum","Lamiales","Lamiaceae","Pycnanthemum",TRUE
"Pyracantha","Pyracantha.crenulata","Rosales","Rosaceae","Pyracantha",TRUE
"Pyracantha","Pyracantha.angustifolia","Rosales","Rosaceae","Pyracantha",TRUE
"Pyrola","Pyrola.secunda","Ericales","Ericaceae","Pyrola",TRUE
"Pyrola","Pyrola.alpina","Ericales","Ericaceae","Pyrola",TRUE
"Pyrola","Pyrola.incarnata","Ericales","Ericaceae","Pyrola",TRUE
"Pyrostria","Pyrostria.fasciculata","Gentianales","Rubiaceae","Pyrostria",TRUE
"Pyrrhocactus","Pyrrhocactus.strausianum","Caryophyllales","Cactaceae","Pyrrhocactus",TRUE
"Pyrus","Pyrus.coronaria","Rosales","Rosaceae","Pyrus",TRUE
"Quercus","Quercus.dentata","Fagales","Fagaceae","Ilex",FALSE
"Quercus","Quercus.dentata","Fagales","Fagaceae","Quercus",TRUE
"Quesnelia","Quesnelia.strobilispica","Poales","Bromeliaceae","Quesnelia",TRUE
"Quinchamalium","Quinchamalium.chilensis","Santalales","Schoepfiaceae","Quinchamalium",TRUE
"Quinchamalium","Quinchamalium.chilensis","Santalales","Santalaceae","Quinchamalium",TRUE
"Rabdosia","Rabdosia.trichocarpa",NA,NA,NA,TRUE
"Rabdosia","Rabdosia.longituba",NA,NA,NA,TRUE
"Radicula","Radicula.palustris","Brassicales","Brassicaceae","Radicula",TRUE
"Radicula","Radicula.palustris",NA,"Beltinaceae","Radicula",TRUE
"Radicula","Radicula.obtusa","Brassicales","Brassicaceae","Radicula",TRUE
"Radicula","Radicula.obtusa",NA,"Beltinaceae","Radicula",TRUE
"Ranumculus","Ranumculus.sulphureus",NA,NA,NA,TRUE
"Ranunculus","Ranunculus.lyalii","Ranunculales","Ranunculaceae","Ranunculus",TRUE
"Ranunculus","Ranunculus.sp1.M.PL.046","Ranunculales","Ranunculaceae","Ranunculus",TRUE
"Ranunculus","Ranunculus.repens","Ranunculales","Ranunculaceae","Ranunculus",TRUE
"Ranunculus","Ranunculus.spruneranus","Ranunculales","Ranunculaceae","Ranunculus",TRUE
"Ranunculus","Ranunculus.silerifolius","Ranunculales","Ranunculaceae","Ranunculus",TRUE
"Ranunculus","Ranunculus.sieboldii","Ranunculales","Ranunculaceae","Ranunculus",TRUE
"Ranunculus","Ranunculus.cortusaefolius","Ranunculales","Ranunculaceae","Ranunculus",TRUE
"Ranunculus","Ranunculus.fascicularis","Ranunculales","Ranunculaceae","Ranunculus",TRUE
"Ranunculus","Ranunculus.flammula","Ranunculales","Ranunculaceae","Ranunculus",TRUE
"Ranunculus","Ranunculus.abortivus","Ranunculales","Ranunculaceae","Ranunculus",TRUE
"Ranunculus","Ranunculus.septentrionalis","Ranunculales","Ranunculaceae","Ranunculus",TRUE
"Ranunculus","Ranunculus.japonicus","Ranunculales","Ranunculaceae","Ranunculus",TRUE
"Ranunculus","Ranunculus.acris","Ranunculales","Ranunculaceae","Ranunculus",TRUE
"Ranunculus","Ranunculus.sulphureus","Ranunculales","Ranunculaceae","Ranunculus",TRUE
"Ranunculus","Ranunculus.enysii","Ranunculales","Ranunculaceae","Ranunculus",TRUE
"Ranunculus","Ranunculus.peduncularis","Ranunculales","Ranunculaceae","Ranunculus",TRUE
"Ranunculus","Ranunculus.recurvatus","Ranunculales","Ranunculaceae","Ranunculus",TRUE
"Raoulia","Raoulia.lutescens","Asterales","Asteraceae","Raoulia",TRUE
