"Genero.original","Genero.especie","Orden.GBIF","Familia.GBIF","Genero.GBIF","genero.es.igual","n.fam"
"Lathyrus","Lathyrus.cicera","Fabales","Fabaceae","Lathyrus",TRUE,1
"Lathyrus","Lathyrus.nervosus","Fabales","Fabaceae","Lathyrus",TRUE,1
"Lathyrus","Lathyrus.montanus","Fabales","Fabaceae","Lathyrus",TRUE,1
"Lathyrus","Lathyrus.sp1.M.PL.023","Fabales","Fabaceae","Lathyrus",TRUE,1
"Lathyrus","Lathyrus.clymenum","Fabales","Fabaceae","Lathyrus",TRUE,1
"Lathyrus","Lathyrus.crassipes","Fabales","Fabaceae","Lathyrus",TRUE,1
"Lathyrus","Lathyrus.pubescens","Fabales","Fabaceae","Lathyrus",TRUE,1
"Lathyrus","Lathyrus.pratensis","Fabales","Fabaceae","Lathyrus",TRUE,1
"Lathyrus","Lathyrus.ornatus","Fabales","Fabaceae","Lathyrus",TRUE,1
"Laurus","Laurus.azorica","Laurales","Lauraceae","Laurus",TRUE,1
"Lavandula","Lavandula.buchii","Lamiales","Lamiaceae","Lavandula",TRUE,1
"Lavandula","Lavandula.stoechas","Lamiales","Lamiaceae","Lavandula",TRUE,1
"Lecanophora","Lecanophora.heterophylla","Malvales","Malvaceae","Lecanophora",TRUE,1
"Ledum","Ledum.groenlandicum","Saxifragales","Crassulaceae","Ledum",TRUE,1
"Leesia","Leesia.japonica",NA,NA,NA,TRUE,1
"Leontodon","Leontodon.saxatilis","Asterales","Asteraceae","Leontodon",TRUE,1
"Leontodon","Leontodon.taraxacoides","Asterales","Asteraceae","Leontodon",TRUE,1
"Leontodon","Leontodon.hispidus","Asterales","Asteraceae","Leontodon",TRUE,1
"Leontodon","Leontodon.autumnalis","Asterales","Asteraceae","Leontodon",TRUE,1
"Leonurus","Leonurus.cardiaca","Lamiales","Lamiaceae","Leonurus",TRUE,1
"Lepachys","Lepachys.pinnata",NA,NA,NA,TRUE,1
"Lepidium","Lepidium.virginicum","Brassicales","Brassicaceae","Lepidium",TRUE,1
"Lepidium","Lepidium.suffruticosum","Brassicales","Brassicaceae","Lepidium",TRUE,1
"Leptorhynchos","Leptorhynchos.squamatus","Asterales","Asteraceae","Leptorhynchos",TRUE,1
"Leptospermum","Leptospermum.scoparium","Myrtales","Myrtaceae","Leptospermum",TRUE,1
"Lespedeza","Lespedeza.virginica","Fabales","Fabaceae","Lespedeza",TRUE,1
"Lespedeza","Lespedeza.capitata","Fabales","Fabaceae","Lespedeza",TRUE,1
"Lespedeza","Lespedeza.procumbens","Fabales","Fabaceae","Lespedeza",TRUE,1
"Lespedeza","Lespedeza.bicolor","Fabales","Fabaceae","Lespedeza",TRUE,1
"Lespedeza","Lespedeza.thunbergii","Fabales","Fabaceae","Lespedeza",TRUE,1
"Lesquerella","Lesquerella.arctica",NA,NA,NA,TRUE,1
"Leucaena","Leucaena.leucocephala","Fabales","Fabaceae","Leucaena",TRUE,1
"Leucanthemum","Leucanthemum.vulgare","Asterales","Asteraceae","Leucanthemum",TRUE,1
"Leuceria","Leuceria.landbeckii",NA,NA,NA,TRUE,1
"Leuceria","Leuceria.candidissima.",NA,NA,NA,TRUE,1
"Leuceria","Leuceria.salina",NA,NA,NA,TRUE,1
"Leucocoryne","Leucocoryne.ixioides","Asparagales","Amaryllidaceae","Leucocoryne",TRUE,1
"Leucocoryne","Leucocoryne.pauciflora","Asparagales","Amaryllidaceae","Leucocoryne",TRUE,1
"Leucogenes","Leucogenes.grandiceps","Asterales","Asteraceae","Leucogenes",TRUE,1
"Leucopogon","Leucopogon.montanus","Ericales","Ericaceae","Leucopogon",TRUE,1
"Leucosceptrum","Leucosceptrum.stellipilum","Lamiales","Lamiaceae","Leucosceptrum",TRUE,1
"Liatris","Liatris.scariosa","Asterales","Asteraceae","Liatris",TRUE,1
"Liatris","Liatris.pycnostachya","Asterales","Asteraceae","Liatris",TRUE,1
"Libanotis","Libanotis.coreana","Apiales","Apiaceae","Libanotis",TRUE,1
"Ligularia","Ligularia.dentata","Asterales","Asteraceae","Ligularia",TRUE,1
"Ligularia","Ligularia.japonica","Asterales","Asteraceae","Ligularia",TRUE,1
"Ligularia","Ligularia.fischerii","Asterales","Asteraceae","Ligularia",TRUE,1
"Ligustrum","Ligustrum.japonicum","Lamiales","Oleaceae","Ligustrum",TRUE,1
"Ligustrum","Ligustrum.joponicum","Lamiales","Oleaceae","Ligustrum",TRUE,1
"Ligustrum","Ligustrum.obtusifolium","Lamiales","Oleaceae","Ligustrum",TRUE,1
"Lilium","Lilium.leichtlinii","Liliales","Liliaceae","Lilium",TRUE,1
"Lilium","Lilium.superbum","Liliales","Liliaceae","Lilium",TRUE,1
"Limophila","Limophila.sessiliflora",NA,NA,NA,TRUE,1
"Linaria","Linaria.vulgaris","Lamiales","Plantaginaceae","Linaria",TRUE,1
"Lindera","Lindera.sericea","Laurales","Lauraceae","Lindera",TRUE,1
"Lindera","Lindera.obtusiloba","Laurales","Lauraceae","Lindera",TRUE,1
"Lindera","Lindera.umbellata","Laurales","Lauraceae","Lindera",TRUE,1
"Lindernia","Lindernia.procumbens","Lamiales","Linderniaceae","Lindernia",TRUE,1
"Lindernia","Lindernia.dubia","Lamiales","Linderniaceae","Lindernia",TRUE,1
"Linnaea","Linnaea.borealis","Dipsacales","Caprifoliaceae","Linnaea",TRUE,1
"Linum","Linum.strictum","Malpighiales","Linaceae","Linum",TRUE,1
"Linum","Linum.catharticum","Malpighiales","Linaceae","Linum",TRUE,1
"Linum","Linum.sp1.M.PL.058","Malpighiales","Linaceae","Linum",TRUE,1
"Liparis","Liparis.liliifolia","Asparagales","Orchidaceae","Liparis",TRUE,1
"Lippia","Lippia.lanceolata","Lamiales","Verbenaceae","Lippia",TRUE,1
"Lippia","Lippia.rosmarinifolia","Lamiales","Verbenaceae","Lippia",TRUE,1
"Lippia","Lippia.nodiflora","Lamiales","Verbenaceae","Lippia",TRUE,1
"Liriope","Liriope.platyphylla","Liliales","Liliaceae","Liriope",TRUE,2
"Liriope","Liriope.platyphylla","Asparagales","Asparagaceae","Liriope",TRUE,2
"Lithospermum","Lithospermum.canescens","Boraginales","Boraginaceae","Lithospermum",TRUE,1
"Litsea","Litsea.japonica","Laurales","Lauraceae","Litsea",TRUE,1
"Litsea","Litsea.citriodora","Laurales","Lauraceae","Litsea",TRUE,1
"Loasa","Loasa.incurva.","Cornales","Loasaceae","Loasa",TRUE,1
"Loasa","Loasa.heterophylla","Cornales","Loasaceae","Loasa",TRUE,1
"Loasa","Loasa.sigmoidea","Cornales","Loasaceae","Loasa",TRUE,1
"Loasa","Loasa.caespitosa","Cornales","Loasaceae","Loasa",TRUE,1
"Lobelia","Lobelia.inflata","Asterales","Campanulaceae","Lobelia",TRUE,2
"Lobelia","Lobelia.inflata","Asterales","Goodeniaceae","Lobelia",TRUE,2
"Lobelia","Lobelia.cardinalis","Asterales","Campanulaceae","Lobelia",TRUE,2
"Lobelia","Lobelia.cardinalis","Asterales","Goodeniaceae","Lobelia",TRUE,2
"Lobelia","Lobelia.spicata","Asterales","Campanulaceae","Lobelia",TRUE,2
"Lobelia","Lobelia.spicata","Asterales","Goodeniaceae","Lobelia",TRUE,2
"Lobelia","Lobelia.leptostachys","Asterales","Campanulaceae","Lobelia",TRUE,2
"Lobelia","Lobelia.leptostachys","Asterales","Goodeniaceae","Lobelia",TRUE,2
"Lobelia","Lobelia.siphilitica","Asterales","Campanulaceae","Lobelia",TRUE,2
"Lobelia","Lobelia.siphilitica","Asterales","Goodeniaceae","Lobelia",TRUE,2
"Lobelia","Lobelia.cardinalis.x.siphilitica","Asterales","Campanulaceae","Lobelia",TRUE,2
"Lobelia","Lobelia.cardinalis.x.siphilitica","Asterales","Goodeniaceae","Lobelia",TRUE,2
"Lonicera","Lonicera.morrowii","Dipsacales","Caprifoliaceae","Lonicera",TRUE,1
"Lonicera","Lonicera.sullivantii","Dipsacales","Caprifoliaceae","Lonicera",TRUE,1
"Lonicera","Lonicera.gracilipes","Dipsacales","Caprifoliaceae","Lonicera",TRUE,1
"Lonicera","Lonicera.sempervirens","Dipsacales","Caprifoliaceae","Lonicera",TRUE,1
"Lonicera","Lonicera.alpigena.","Dipsacales","Caprifoliaceae","Lonicera",TRUE,1
"Lonicera","Lonicera.periclymenum","Dipsacales","Caprifoliaceae","Lonicera",TRUE,1
"Lotus","Lotus.glaucus","Fabales","Fabaceae","Lotus",TRUE,1
"Lotus","Lotus.sp1.M.PL.050","Fabales","Fabaceae","Lotus",TRUE,1
"Lotus","Lotus.corniculatus","Fabales","Fabaceae","Lotus",TRUE,1
"Lotus","Lotus.uliginosus","Fabales","Fabaceae","Lotus",TRUE,1
"Ludvigia","Ludvigia.alternifolia",NA,NA,NA,TRUE,1
"Ludvigia","Ludvigia.polycarpa",NA,NA,NA,TRUE,1
"Ludwigia","Ludwigia.epilobioides","Myrtales","Onagraceae","Ludwigia",TRUE,1
"Ludwigia","Ludwigia.decurrens","Myrtales","Onagraceae","Ludwigia",TRUE,1
"Ludwigia","Ludwigia.nervosa","Myrtales","Onagraceae","Ludwigia",TRUE,1
"Ludwigia","Ludwigia.octovalvis","Myrtales","Onagraceae","Ludwigia",TRUE,1
"Luma","Luma.apiculata","Myrtales","Myrtaceae","Luma",TRUE,1
"Lupinus","Lupinus.microcarpus","Fabales","Fabaceae","Lupinus",TRUE,1
"Lupinus","Lupinus.polyphyllus","Fabales","Fabaceae","Lupinus",TRUE,1
"Luzula","Luzula.capitata","Poales","Juncaceae","Luzula",TRUE,1
"Luzuriaga","Luzuriaga.polyphylla","Liliales","Alstroemeriaceae","Luzuriaga",TRUE,1
"Luzuriaga","Luzuriaga.radicans","Liliales","Alstroemeriaceae","Luzuriaga",TRUE,1
"Lychnis","Lychnis.flos-cuculi",NA,NA,NA,TRUE,1
"Lychnis","Lychnis.gracillima",NA,NA,NA,TRUE,1
"Lychnis","Lychnis.triflora",NA,NA,NA,TRUE,1
"Lycopersicon","Lycopersicon.cheesmanii.minor","Solanales","Solanaceae","Lycopersicon",TRUE,1
"Lycopersicon","Lycopersicon.cheesmanii","Solanales","Solanaceae","Lycopersicon",TRUE,1
"Lycopus","Lycopus.rubellus","Lamiales","Lamiaceae","Lycopus",TRUE,1
"Lycopus","Lycopus.americanus","Lamiales","Lamiaceae","Lycopus",TRUE,1
"Lycopus","Lycopus.ramosissimus","Lamiales","Lamiaceae","Lycopus",TRUE,1
"Lyonia","Lyonia.ovalifolia","Ericales","Ericaceae","Lyonia",TRUE,1
"Lysimachia","Lysimachia.vulgaris","Ericales","Primulaceae","Lysimachia",TRUE,1
"Lysimachia","Lysimachia.mauiriana","Ericales","Primulaceae","Lysimachia",TRUE,1
"Lysimachia","Lysimachia.fortunei","Ericales","Primulaceae","Lysimachia",TRUE,1
"Lysimachia","Lysimachia.nummularia","Ericales","Primulaceae","Lysimachia",TRUE,1
"Lysimachia","Lysimachia.clethroides","Ericales","Primulaceae","Lysimachia",TRUE,1
"Lythrum","Lythrum.salicaria","Myrtales","Lythraceae","Lythrum",TRUE,1
"Lythrum","Lythrum.alatum","Myrtales","Lythraceae","Lythrum",TRUE,1
"Lythrum","Lythrum.anceps","Myrtales","Lythraceae","Lythrum",TRUE,1
"Maackia","Maackia.tashiroi","Fabales","Fabaceae","Maackia",TRUE,1
"Macairea","Macairea.pachyphylla","Myrtales","Melastomataceae","Macairea",TRUE,1
"Macairea","Macairea.parvifolia","Myrtales","Melastomataceae","Macairea",TRUE,1
"Machitus","Machitus.thunbergii",NA,NA,NA,TRUE,1
"Macleaya","Macleaya.cordata","Ranunculales","Papaveraceae","Macleaya",TRUE,1
"Macraea","Macraea.laricifolia",NA,NA,NA,TRUE,1
"Madia","Madia.sativa","Asterales","Asteraceae","Madia",TRUE,1
"Maesa","Maesa.tenera","Ericales","Primulaceae","Maesa",TRUE,1
"Magnolia","Magnolia.salicifolia","Magnoliales","Magnoliaceae","Magnolia",TRUE,1
"Mahonia","Mahonia.japonica","Ranunculales","Berberidaceae","Mahonia",TRUE,1
"Maianthemum","Maianthemum.canadense","Asparagales","Asparagaceae","Maianthemum",TRUE,1
"Malcolmia","Malcolmia.chia","Brassicales","Brassicaceae","Malcolmia",TRUE,1
"Malesherbia","Malesherbia.linearifolius","Malpighiales","Malesherbiaceae","Malesherbia",TRUE,1
"Mallotus","Mallotus.japonicus","Malpighiales","Euphorbiaceae","Mallotus",TRUE,1
"Malpighia","Malpighia.glabra","Fabales","Fabaceae","Malpighia",TRUE,2
"Malpighia","Malpighia.glabra","Malpighiales","Malpighiaceae","Malpighia",TRUE,2
"Malus","Malus.sieboldii","Rosales","Rosaceae","Malus",TRUE,1
"Malus","Malus.halliana","Rosales","Rosaceae","Malus",TRUE,1
"Malva","Malva.rotundifolia","Malvales","Malvaceae","Malva",TRUE,1
"Malva","Malva.sylvestris","Malvales","Malvaceae","Malva",TRUE,1
"Malvastrum","Malvastrum.coccineum","Malvales","Malvaceae","Malvastrum",TRUE,1
"Malvastrum","Malvastrum.coromandelianum","Malvales","Malvaceae","Malvastrum",TRUE,1
"Mandevilla","Mandevilla.benthamii","Gentianales","Apocynaceae","Mandevilla",TRUE,1
"Marcetia","Marcetia.taxifolia","Myrtales","Melastomataceae","Marcetia",TRUE,1
"Marrubium","Marrubium.vulgare","Lamiales","Lamiaceae","Marrubium",TRUE,1
"Martynia","Martynia.louisiana","Lamiales","Martyniaceae","Martynia",TRUE,1
"Medeola","Medeola.virginiana","Liliales","Liliaceae","Medeola",TRUE,1
"Medicago","Medicago.lupulina","Fabales","Fabaceae","Medicago",TRUE,1
"Medusagyne","Medusagyne.oppositifolia","Malpighiales","Medusagynaceae","Medusagyne",TRUE,1
"Meehania","Meehania.urticifolia","Lamiales","Lamiaceae","Meehania",TRUE,1
"Melandrium","Melandrium.triflorum",NA,NA,NA,TRUE,1
"Melanthium","Melanthium.virginicum","Liliales","Melanthiaceae","Melanthium",TRUE,1
"Melastoma","Melastoma.candidum","Myrtales","Melastomataceae","Melastoma",TRUE,1
"Melilotus","Melilotus.officinalis","Fabales","Fabaceae","Melilotus",TRUE,1
"Melilotus","Melilotus.albus","Fabales","Fabaceae","Melilotus",TRUE,1
"Melilotus","Melilotus.alba","Fabales","Fabaceae","Melilotus",TRUE,1
"Meliosma","Meliosma.oldhamii","Proteales","Sabiaceae","Meliosma",TRUE,1
"Meliosma","Meliosma.rigida","Proteales","Sabiaceae","Meliosma",TRUE,1
"Meliosma","Meliosma.tenuis","Proteales","Sabiaceae","Meliosma",TRUE,1
"Melochia","Melochia.villosa","Gentianales","Apocynaceae","Melochia",TRUE,2
"Melochia","Melochia.villosa","Malvales","Malvaceae","Melochia",TRUE,2
"Melochia","Melochia.nodiflora","Gentianales","Apocynaceae","Melochia",TRUE,2
"Melochia","Melochia.nodiflora","Malvales","Malvaceae","Melochia",TRUE,2
"Memecylon","Memecylon.eleagni","Myrtales","Melastomataceae","Memecylon",TRUE,1
"Memecylon","Memecylon.ovatifolium","Myrtales","Melastomataceae","Memecylon",TRUE,1
"Menonvillea","Menonvillea.hookeri.","Brassicales","Brassicaceae","Menonvillea",TRUE,1
"Mentha","Mentha.arvensis","Lamiales","Lamiaceae","Mentha",TRUE,1
"Mentha","Mentha.aquatica","Lamiales","Lamiaceae","Mentha",TRUE,1
"Mentha","Mentha.longifolia","Lamiales","Lamiaceae","Mentha",TRUE,1
"Mentzelia","Mentzelia.aspera","Cornales","Loasaceae","Mentzelia",TRUE,1
"Mentzelia","Mentzelia.multiflora","Cornales","Loasaceae","Mentzelia",TRUE,1
"Menziesia","Menziesia.pentandra",NA,NA,NA,TRUE,1
"Meriana","Meriana.sclerophylla",NA,NA,NA,TRUE,1
"Merremia","Merremia.umbellata","Solanales","Convolvulaceae","Merremia",TRUE,1
"Mertensia","Mertensia.sibirica","Boraginales","Boraginaceae","Mertensia",TRUE,1
"Mertensia","Mertensia.virginica","Boraginales","Boraginaceae","Mertensia",TRUE,1
"Mertensia","Mertensia.pratensis","Boraginales","Boraginaceae","Mertensia",TRUE,1
"Metothria","Metothria.tiukiuensis",NA,NA,NA,TRUE,1
"Miconia","Miconia.stephananthera","Myrtales","Melastomataceae","Miconia",TRUE,1
"Miconia","Miconia.robinsoniana","Myrtales","Melastomataceae","Miconia",TRUE,1
"Miconia","Miconia.ciliata","Myrtales","Melastomataceae","Miconia",TRUE,1
"Miconia","Miconia.sp1.M.PL.040","Myrtales","Melastomataceae","Miconia",TRUE,1
"Miconia","Miconia.striata","Myrtales","Melastomataceae","Miconia",TRUE,1
"Microseris","Microseris.lanceolata","Asterales","Asteraceae","Microseris",TRUE,1
"Mikania","Mikania.psilotachya","Asterales","Asteraceae","Mikania",TRUE,1
"Mikania","Mikania.micrantha","Asterales","Asteraceae","Mikania",TRUE,1
"Mimosa","Mimosa.casta","Fabales","Fabaceae","Mimosa",TRUE,1
"Mimosa","Mimosa.camporum","Fabales","Fabaceae","Mimosa",TRUE,1
"Mimosa","Mimosa.pudica","Fabales","Fabaceae","Mimosa",TRUE,1
"Mimosa","Mimosa.tandilensis","Fabales","Fabaceae","Mimosa",TRUE,1
"Mimulus","Mimulus.alatus","Lamiales","Phrymaceae","Mimulus",TRUE,1
"Mimulus","Mimulus.ringens","Lamiales","Phrymaceae","Mimulus",TRUE,1
"Mimulus","Mimulus.sp1.M.PL.023","Lamiales","Phrymaceae","Mimulus",TRUE,1
"Mimusops","Mimusops.sechellarum","Ericales","Sapotaceae","Mimusops",TRUE,1
"Mimusops","Mimusops.erythroxylon","Ericales","Sapotaceae","Mimusops",TRUE,1
"Mirabilis","Mirabilis.jalapa","Caryophyllales","Nyctaginaceae","Mirabilis",TRUE,1
"Miraglossum","Miraglossum.verticillare","Gentianales","Apocynaceae","Miraglossum",TRUE,1
"Miraglossum","Miraglossum.pilosum","Gentianales","Apocynaceae","Miraglossum",TRUE,1
"Mitraria","Mitraria.coccinea","Lamiales","Gesneriaceae","Mitraria",TRUE,1
"Moehringia","Moehringia.lateriflora","Caryophyllales","Caryophyllaceae","Moehringia",TRUE,1
"Molinaea","Molinaea.macrantha","Sapindales","Sapindaceae","Molinaea",TRUE,1
"Molinaea","Molinaea.alternifolia","Sapindales","Sapindaceae","Molinaea",TRUE,1
"Mollugo","Mollugo.verticillata","Caryophyllales","Molluginaceae","Mollugo",TRUE,1
"Momordica","Momordica.charantia.","Cucurbitales","Cucurbitaceae","Momordica",TRUE,1
"Monarda","Monarda.bradburiana","Lamiales","Lamiaceae","Monarda",TRUE,1
"Monarda","Monarda.fistulosa","Lamiales","Lamiaceae","Monarda",TRUE,1
"Monimiastrum","Monimiastrum.globosum",NA,NA,NA,TRUE,1
"Monochoria","Monochoria.korsakowii","Commelinales","Pontederiaceae","Monochoria",TRUE,1
"Monochoria","Monochoria.vaginalis","Commelinales","Pontederiaceae","Monochoria",TRUE,1
"Montiopsis","Montiopsis.gilliesii.","Caryophyllales","Montiaceae","Montiopsis",TRUE,1
"Montricharida","Montricharida.arborescens",NA,NA,NA,TRUE,1
"Morinda","Morinda.citrifolia","Gentianales","Rubiaceae","Morinda",TRUE,1
"Morinda","Morinda.umbellata","Gentianales","Rubiaceae","Morinda",TRUE,1
"Morinda","Morinda.royoc","Gentianales","Rubiaceae","Morinda",TRUE,1
"Mormordica","Mormordica.charantia",NA,NA,NA,TRUE,1
"Mosla","Mosla.dianthera","Lamiales","Lamiaceae","Mosla",TRUE,1
"Mosta","Mosta.dianthera",NA,NA,NA,TRUE,1
"Muehlenbeckia","Muehlenbeckia.complexa","Caryophyllales","Polygonaceae","Muehlenbeckia",TRUE,1
"Muehlenbeckia","Muehlenbeckia.axillaris","Caryophyllales","Polygonaceae","Muehlenbeckia",TRUE,1
"Mulinum","Mulinum.spinosum",NA,NA,NA,TRUE,1
"Murdannia","Murdannia.keisak","Commelinales","Commelinaceae","Murdannia",TRUE,1
"Musa","Musa.balbisiana","Zingiberales","Musaceae","Musa",TRUE,1
"Musaenda","Musaenda.parviflora",NA,NA,NA,TRUE,1
"Muscari","Muscari.comosum","Asparagales","Asparagaceae","Muscari",TRUE,1
"Muscari","Muscari.commutatum","Asparagales","Asparagaceae","Muscari",TRUE,1
"Muscari","Muscari.neglectum","Asparagales","Asparagaceae","Muscari",TRUE,1
"Mustisia","Mustisia.subulata",NA,NA,NA,TRUE,1
"Mustisia","Mustisia.sinuata",NA,NA,NA,TRUE,1
"Mustisia","Mustisia.acerosa",NA,NA,NA,TRUE,1
"Mutisia","Mutisia.decurrens","Asterales","Asteraceae","Mutisia",TRUE,1
"Myonima","Myonima.violacea",NA,NA,NA,TRUE,1
"Myonima","Myonima.violacea.var.ovata",NA,NA,NA,TRUE,1
"Myosotis","Myosotis.virginica","Caryophyllales","Caryophyllaceae","Myosotis",TRUE,2
"Myosotis","Myosotis.virginica","Boraginales","Boraginaceae","Myosotis",TRUE,2
"Myosotis","Myosotis.palustris","Caryophyllales","Caryophyllaceae","Myosotis",TRUE,2
"Myosotis","Myosotis.palustris","Boraginales","Boraginaceae","Myosotis",TRUE,2
"Myosurus","Myosurus.minimus","Ranunculales","Ranunculaceae","Myosurus",TRUE,1
"Myrceugenia","Myrceugenia.ovata.var..ovata","Myrtales","Myrtaceae","Myrceugenia",TRUE,1
"Myrceugenia","Myrceugenia.parvifolia","Myrtales","Myrtaceae","Myrceugenia",TRUE,1
"Myrceugenia","Myrceugenia.planipes","Myrtales","Myrtaceae","Myrceugenia",TRUE,1
"Myrsine","Myrsine.segttinii","Ericales","Primulaceae","Myrsine",TRUE,1
"Myrteola","Myrteola.nummularia","Myrtales","Myrtaceae","Myrteola",TRUE,1
"Myrtus","Myrtus.communis","Myrtales","Myrtaceae","Myrtus",TRUE,1
"Nandina","Nandina.domestica","Ranunculales","Berberidaceae","Nandina",TRUE,1
"Nardophyllum","Nardophyllum.lanatum","Asterales","Asteraceae","Nardophyllum",TRUE,1
"Nassauvia","Nassauvia.lagascae","Asterales","Asteraceae","Nassauvia",TRUE,1
"Nassauvia","Nassauvia.pinnigera","Asterales","Asteraceae","Nassauvia",TRUE,1
"Nassauvia","Nassauvia.pungens","Asterales","Asteraceae","Nassauvia",TRUE,1
"Nassauvia","Nassauvia.heterophylla","Asterales","Asteraceae","Nassauvia",TRUE,1
"Nassauvia","Nassauvia.axillaris","Asterales","Asteraceae","Nassauvia",TRUE,1
"Nastanthus","Nastanthus.aglomeratus",NA,NA,NA,TRUE,1
"Nastanthus","Nastanthus.spathulatus",NA,NA,NA,TRUE,1
"Nectandra","Nectandra.coriacea","Malvales","Thymelaeaceae","Nectandra",TRUE,2
"Nectandra","Nectandra.coriacea","Laurales","Lauraceae","Nectandra",TRUE,2
"Nelumbo","Nelumbo.lutea","Proteales","Nelumbonaceae","Nelumbo",TRUE,1
"Nemopanthus","Nemopanthus.mucronata",NA,NA,NA,TRUE,1
"Neopaxia","Neopaxia.australasica",NA,NA,NA,TRUE,1
"Neoregelia","Neoregelia.magdalaenae","Poales","Bromeliaceae","Neoregelia",TRUE,1
"Neoregelia","Neoregelia.sp","Poales","Bromeliaceae","Neoregelia",TRUE,1
"Nepenthes","Nepenthes.pervillei","Caryophyllales","Nepenthaceae","Nepenthes",TRUE,1
"Nepeta","Nepeta.teydea","Lamiales","Lamiaceae","Nepeta",TRUE,1
"Nepeta","Nepeta.hederacea","Lamiales","Lamiaceae","Nepeta",TRUE,1
"Nepeta","Nepeta.cataria","Lamiales","Lamiaceae","Nepeta",TRUE,1
"Nephrosperma","Nephrosperma.vanhoutteanum","Arecales","Arecaceae","Nephrosperma",TRUE,1
"Nidularium","Nidularium.procerum","Poales","Bromeliaceae","Nidularium",TRUE,1
"Nidularium","Nidularium.campo-alegrensis","Poales","Bromeliaceae","Nidularium",TRUE,1
"Nidularium","Nidularium.cariacicaense","Poales","Bromeliaceae","Nidularium",TRUE,1
"Nigella","Nigella.arvensis","Ranunculales","Ranunculaceae","Nigella",TRUE,1
"Noechamaelea","Noechamaelea.pulverulenta",NA,NA,NA,TRUE,1
"Nolana","Nolana.galapagensis","Solanales","Solanaceae","Nolana",TRUE,1
"Northea","Northea.hornei",NA,NA,NA,TRUE,1
"Nothoscordum","Nothoscordum.andinum","Liliales","Liliaceae","Nothoscordum",TRUE,2
"Nothoscordum","Nothoscordum.andinum","Asparagales","Amaryllidaceae","Nothoscordum",TRUE,2
"Nothoscordum","Nothoscordum.bivalve","Liliales","Liliaceae","Nothoscordum",TRUE,2
"Nothoscordum","Nothoscordum.bivalve","Asparagales","Amaryllidaceae","Nothoscordum",TRUE,2
"Nothoscordum","Nothoscordum.bonariense","Liliales","Liliaceae","Nothoscordum",TRUE,2
"Nothoscordum","Nothoscordum.bonariense","Asparagales","Amaryllidaceae","Nothoscordum",TRUE,2
"Notopora","Notopora.schomburgkii","Ericales","Ericaceae","Notopora",TRUE,1
"Nototriche","Nototriche.compacta","Malvales","Malvaceae","Nototriche",TRUE,1
"Nymphaea","Nymphaea.advena","Nymphaeales","Nymphaeaceae","Nymphaea",TRUE,1
"Nymphaea","Nymphaea.marliacea","Nymphaeales","Nymphaeaceae","Nymphaea",TRUE,1
"Ochna","Ochna.kirkii","Malpighiales","Ochnaceae","Ochna",TRUE,1
"Ochna","Ochna.mauritiana","Malpighiales","Ochnaceae","Ochna",TRUE,1
"Ocotea","Ocotea.laevigata","Laurales","Lauraceae","Ocotea",TRUE,1
"Odontonema","Odontonema.nitidum","Lamiales","Acanthaceae","Odontonema",TRUE,1
"Oenanthe","Oenanthe.javanica","Apiales","Apiaceae","Oenanthe",TRUE,1
"Oenothera","Oenothera.indecora","Myrtales","Onagraceae","Oenothera",TRUE,1
"Oenothera","Oenothera.fruticosa","Myrtales","Onagraceae","Oenothera",TRUE,1
"Oenothera","Oenothera.mendocinensis","Myrtales","Onagraceae","Oenothera",TRUE,1
"Oenothera","Oenothera.acaulis","Myrtales","Onagraceae","Oenothera",TRUE,1
"Oenothera","Oenothera.biennis","Myrtales","Onagraceae","Oenothera",TRUE,1
"Olea","Olea.lancea","Lamiales","Oleaceae","Olea",TRUE,1
"Olearia","Olearia.virgata","Asterales","Asteraceae","Olearia",TRUE,1
"Olearia","Olearia.phlogopappa","Asterales","Asteraceae","Olearia",TRUE,1
"Omphalodes","Omphalodes.japonica","Boraginales","Boraginaceae","Omphalodes",TRUE,1
"Onagra","Onagra.biennis","Myrtales","Onagraceae","Onagra",TRUE,1
"Ononis","Ononis.ornithopioides","Fabales","Fabaceae","Ononis",TRUE,1
"Ophrys","Ophrys.lutea","Asparagales","Orchidaceae","Ophrys",TRUE,1
"Ophrys","Ophrys.sphegodes","Asparagales","Orchidaceae","Ophrys",TRUE,1
"Ophrys","Ophrys.tenthredinifera","Asparagales","Orchidaceae","Ophrys",TRUE,1
"Opulaster","Opulaster.opulifolius","Rosales","Rosaceae","Opulaster",TRUE,1
"Opuntia","Opuntia.megasperma","Caryophyllales","Cactaceae","Opuntia",TRUE,1
"Opuntia","Opuntia.echios.gigantea","Caryophyllales","Cactaceae","Opuntia",TRUE,1
"Opuntia","Opuntia.sp2.M.PL.026","Caryophyllales","Cactaceae","Opuntia",TRUE,1
"Opuntia","Opuntia.helleri","Caryophyllales","Cactaceae","Opuntia",TRUE,1
"Opuntia","Opuntia.corrugata","Caryophyllales","Cactaceae","Opuntia",TRUE,1
"Opuntia","Opuntia.sp1.M.PL.072","Caryophyllales","Cactaceae","Opuntia",TRUE,1
"Opuntia","Opuntia.echios","Caryophyllales","Cactaceae","Opuntia",TRUE,1
"Opuntia","Opuntia.stricta","Caryophyllales","Cactaceae","Opuntia",TRUE,1
"Opuntia","Opuntia.sp1.M.PL.026","Caryophyllales","Cactaceae","Opuntia",TRUE,1
