"","esp","ID","Orden.GBIF","Familia.GBIF","Genero.GBIF","Genero.original","planta","interaccion","especie","Aceptado","sp.armonizado","genero.x","genero.y","orden","familia"
"3186","Cadeguala albopilosa","M_034","Proteales","Proteaceae","Gevuina","Gevuina","Gevuina.avellana",1,"Cadeguala.albopilosa",NA,"Cadeguala albopilosa","Cadeguala","Cadeguala","Hymenoptera","Colletidae"
"3187","Cadeguala albopilosa","M_034","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus","Amomyrtus.meli",1,"Cadeguala.albopilosa",NA,"Cadeguala albopilosa","Cadeguala","Cadeguala","Hymenoptera","Colletidae"
"3188","Cadeguala albopilosa","M_034","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus","Amomyrtus.luma",1,"Cadeguala.albopilosa",NA,"Cadeguala albopilosa","Cadeguala","Cadeguala","Hymenoptera","Colletidae"
"3189","Cadeguala albopilosa","M_034","Ericales","Ericaceae","Gaultheria","Gaultheria","Gaultheria.phillyreifolia",1,"Cadeguala.albopilosa",NA,"Cadeguala albopilosa","Cadeguala","Cadeguala","Hymenoptera","Colletidae"
"3190","Cadeguala albopilosa","M_034","Ranunculales","Berberidaceae","Berberis","Berberis","Berberis.darwinii",1,"Cadeguala.albopilosa",NA,"Cadeguala albopilosa","Cadeguala","Cadeguala","Hymenoptera","Colletidae"
"3191","Cadeguala albopilosa","M_034","Myrtales","Myrtaceae","Tepualia","Tepualia","Tepualia.stipularis",1,"Cadeguala.albopilosa",NA,"Cadeguala albopilosa","Cadeguala","Cadeguala","Hymenoptera","Colletidae"
"3192","Cadeguala albopilosa","M_034","Malvales","Thymelaeaceae","Ovidia","Ovidia","Ovidia.pillopillo",1,"Cadeguala.albopilosa",NA,"Cadeguala albopilosa","Cadeguala","Cadeguala","Hymenoptera","Colletidae"
"3193","Cadeguala albopilosa","M_034","Lamiales","Verbenaceae","Rhaphithamnus","Rhaphithamnus","Rhaphithamnus.spinosus",1,"Cadeguala.albopilosa",NA,"Cadeguala albopilosa","Cadeguala","Cadeguala","Hymenoptera","Colletidae"
"3194","Cadeguala occidentalis","M_001","Fabales","Fabaceae","Adesmia","Adesmia","Adesmia.conferta",1,"Cadeguala.occidentalis",NA,"Cadeguala occidentalis","Cadeguala","Cadeguala","Hymenoptera","Colletidae"
"3195","Cadeguala occidentalis","M_001","Boraginales","Hydrophyllaceae","Phacelia","Phacelia","Phacelia.secunda",1,"Cadeguala.occidentalis",NA,"Cadeguala occidentalis","Cadeguala","Cadeguala","Hymenoptera","Colletidae"
"3196","Cadeguala occidentalis","M_001","Lamiales","Lamiaceae","Stachys","Stachys","Stachys.albicaulis",1,"Cadeguala.occidentalis",NA,"Cadeguala occidentalis","Cadeguala","Cadeguala","Hymenoptera","Colletidae"
"3197","Cadeguala occidentalis","M_001","Fabales","Fabaceae","Adesmia","Adesmia","Adesmia.radicifolia",1,"Cadeguala.occidentalis",NA,"Cadeguala occidentalis","Cadeguala","Cadeguala","Hymenoptera","Colletidae"
"3198","Cadeguala occipitalis","M_034","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia","Myrceugenia.ovata.var..ovata",1,"Cadeguala.occipitalis",NA,"Cadeguala occipitalis","Cadeguala","Cadeguala","Hymenoptera","Colletidae"
"3199","Cadeguala occipitalis","M_034","Myrtales","Myrtaceae","Amomyrtus","Amomyrtus","Amomyrtus.luma",1,"Cadeguala.occipitalis",NA,"Cadeguala occipitalis","Cadeguala","Cadeguala","Hymenoptera","Colletidae"
"3200","Cadeguala occipitalis","M_034","Proteales","Proteaceae","Gevuina","Gevuina","Gevuina.avellana",1,"Cadeguala.occipitalis",NA,"Cadeguala occipitalis","Cadeguala","Cadeguala","Hymenoptera","Colletidae"
"3201","Caenohalictus movilicornis","M_034","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia","Myrceugenia.ovata.var..ovata",1,"Caenohalictus.movilicornis",NA,"Caenohalictus movilicornis","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3202","Caenohalictus movilicornis","M_034","Myrtales","Myrtaceae","Myrceugenia","Myrceugenia","Myrceugenia.planipes",1,"Caenohalictus.movilicornis",NA,"Caenohalictus movilicornis","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3203","Caenohalictus movilicornis","M_034","Proteales","Proteaceae","Gevuina","Gevuina","Gevuina.avellana",1,"Caenohalictus.movilicornis",NA,"Caenohalictus movilicornis","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3204","Caenohalictus movilicornis","M_034","Malvales","Thymelaeaceae","Ovidia","Ovidia","Ovidia.pillopillo",1,"Caenohalictus.movilicornis",NA,"Caenohalictus movilicornis","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3205","Caenohalictus movilicornis","M_034","Ranunculales","Berberidaceae","Berberis","Berberis","Berberis.darwinii",1,"Caenohalictus.movilicornis",NA,"Caenohalictus movilicornis","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3206","Caenohalictus sp","M_001",NA,NA,NA,"Tristagama","Tristagama.bivalve",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3207","Caenohalictus sp","M_001","Ranunculales","Berberidaceae","Berberis","Berberis","Berberis.empetrifolia",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3208","Caenohalictus sp","M_001","Asterales","Asteraceae","Senecio","Senecio","Senecio.erucaeformis",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3209","Caenohalictus sp","M_002","Asterales","Asteraceae","Chaetanthera","Chaetanthera","Chaetanthera.euphrasioides",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3210","Caenohalictus sp","M_002","Ranunculales","Berberidaceae","Berberis","Berberis","Berberis.empetrifolia",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3211","Caenohalictus sp","M_002",NA,NA,NA,NA,"Nothoscordum.andinum",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3212","Caenohalictus sp","M_002","Fabales","Fabaceae","Astragalus","Astragalus","Astragalus.curvicaulis",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3213","Caenohalictus sp","M_001","Fabales","Fabaceae","Astragalus","Astragalus","Astragalus.curvicaulis",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3214","Caenohalictus sp","M_001","Boraginales","Hydrophyllaceae","Phacelia","Phacelia","Phacelia.secunda",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3215","Caenohalictus sp","M_002","Asterales","Asteraceae","Senecio","Senecio","Senecio.crithmoides",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3216","Caenohalictus sp","M_001","Asterales","Asteraceae","Chaetanthera","Chaetanthera","Chaetanthera.euphrasioides",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3217","Caenohalictus sp","M_001","Caryophyllales","Montiaceae","Calandrinia","Calandrinia","Calandrinia.affinis",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3218","Caenohalictus sp","M_001","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium","Sisyrinchium.philippii",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3219","Caenohalictus sp","M_001",NA,NA,NA,NA,"Nothoscordum.andinum",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3220","Caenohalictus sp","M_002","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus","Ranunculus.peduncularis",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3221","Caenohalictus sp","M_001","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium","Sisyrinchium.junceum",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3222","Caenohalictus sp","M_002","Caryophyllales","Montiaceae","Calandrinia","Calandrinia","Calandrinia.affinis",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3223","Caenohalictus sp","M_002","Caryophyllales","Caryophyllaceae","Cerastium","Cerastium","Cerastium.arvense",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3224","Caenohalictus sp","M_001","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium","Sisyrinchium.arenarium",1,"Caenohalictus.sp",NA,"Caenohalictus sp","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3225","Caenohalictus sp1 M PL 023","M_023","Asterales","Asteraceae","Baccharis","Baccharis","Baccharis.pingraea",1,"Caenohalictus.sp1.M.PL.023",NA,"Caenohalictus sp1 M PL 023","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3226","Caenohalictus sp1 M PL 051","M_051","Ranunculales","Berberidaceae","Berberis","Berberis","Berberis.darwinii",48,"Caenohalictus.sp1.M.PL.051",NA,"Caenohalictus sp1 M PL 051","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3227","Caenohalictus sp2","M_001","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium","Sisyrinchium.arenarium",1,"Caenohalictus.sp2",NA,"Caenohalictus sp2","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3228","Caenohalictus sp2 M PL 023","M_023","Rosales","Rhamnaceae","Discaria","Discaria","Discaria.trinervis",1,"Caenohalictus.sp2.M.PL.023",NA,"Caenohalictus sp2 M PL 023","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3229","Caenohalictus sp2 M PL 051","M_051","Asterales","Asteraceae","Mutisia","Mutisia","Mutisia.decurrens",1,"Caenohalictus.sp2.M.PL.051",NA,"Caenohalictus sp2 M PL 051","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3230","Caenohalictus sp3","M_001","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium","Sisyrinchium.arenarium",1,"Caenohalictus.sp3",NA,"Caenohalictus sp3","Caenohalictus","Caenohalictus","Hymenoptera","Halictidae"
"3231","Calliopsis andreniformis","M_062","Vitales","Vitaceae","Vitis","Vitis","Vitis.vulpina",1,"Calliopsis.andreniformis",NA,"Calliopsis andreniformis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3232","Calliopsis andreniformis","M_062","Lamiales","Lamiaceae","Scutellaria","Scutellaria","Scutellaria.parvula",1,"Calliopsis.andreniformis",NA,"Calliopsis andreniformis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3233","Calliopsis andreniformis","M_062","Asterales","Asteraceae","Solidago","Solidago","Solidago.graminifolia",1,"Calliopsis.andreniformis",NA,"Calliopsis andreniformis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3234","Calliopsis andreniformis","M_062","Asterales","Asteraceae","Silphium","Silphium","Silphium.perfoliatum",1,"Calliopsis.andreniformis",NA,"Calliopsis andreniformis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3235","Calliopsis andreniformis","M_062","Liliales","Liliaceae","Smilacina","Smilacina","Smilacina.stellata",1,"Calliopsis.andreniformis",NA,"Calliopsis andreniformis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3236","Calliopsis andreniformis","M_062","Lamiales","Orobanchaceae","Seymeria","Seymeria","Seymeria.macrophylla",1,"Calliopsis.andreniformis",NA,"Calliopsis andreniformis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3237","Calliopsis andreniformis","M_062","Lamiales","Lamiaceae","Stachys","Stachys","Stachys.palustris",1,"Calliopsis.andreniformis",NA,"Calliopsis andreniformis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3238","Calliopsis andreniformis","M_062","Lamiales","Scrophulariaceae","Verbascum","Verbascum","Verbascum.thapsus",1,"Calliopsis.andreniformis",NA,"Calliopsis andreniformis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3239","Calliopsis andreniformis","M_062","Apiales","Apiaceae","Taenidia","Taenidia","Taenidia.integerrima",1,"Calliopsis.andreniformis",NA,"Calliopsis andreniformis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3240","Calliopsis andreniformis","M_062","Lamiales","Scrophulariaceae","Scrophularia","Scrophularia","Scrophularia.marilandica",1,"Calliopsis.andreniformis",NA,"Calliopsis andreniformis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3241","Calliopsis andreniformis","M_062","Lamiales","Lamiaceae","Scutellaria","Scutellaria","Scutellaria.lateriflora",1,"Calliopsis.andreniformis",NA,"Calliopsis andreniformis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3242","Calliopsis andreniformis","M_062","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium","Sisyrinchium.gramineum",1,"Calliopsis.andreniformis",NA,"Calliopsis andreniformis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3243","Calliopsis andreniformis","M_062","Lamiales","Verbenaceae","Verbena","Verbena","Verbena.hastata",1,"Calliopsis.andreniformis",NA,"Calliopsis andreniformis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3244","Calliopsis coloradensis","M_062","Gentianales","Apocynaceae","Asclepias","Asclepias","Asclepias.sullivantii",1,"Calliopsis.coloradensis",NA,"Calliopsis coloradensis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3245","Calliopsis coloradensis","M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Calliopsis.coloradensis",NA,"Calliopsis coloradensis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3246","Calliopsis coloradensis","M_062","Fabales","Fabaceae","Astragalus","Astragalus","Astragalus.mexicanus",1,"Calliopsis.coloradensis",NA,"Calliopsis coloradensis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3247","Calliopsis coloradensis","M_062","Apiales","Apiaceae","Chaerophyllum","Chaerophyllum","Chaerophyllum.procumbens",1,"Calliopsis.coloradensis",NA,"Calliopsis coloradensis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3248","Calliopsis coloradensis","M_062","Lamiales","Orobanchaceae","Castilleja","Castilleja","Castilleja.coccinea",1,"Calliopsis.coloradensis",NA,"Calliopsis coloradensis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3249","Calliopsis coloradensis","M_062","Boraginales","Boraginaceae","Lithospermum","Lithospermum","Lithospermum.canescens",1,"Calliopsis.coloradensis",NA,"Calliopsis coloradensis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3250","Calliopsis coloradensis","M_062",NA,NA,NA,"Actinomeris","Actinomeris.alternifolia",1,"Calliopsis.coloradensis",NA,"Calliopsis coloradensis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3251","Calliopsis coloradensis","M_062","Asterales","Asteraceae","Chrysanthemum","Chrysanthemum","Chrysanthemum.leucanthemum",1,"Calliopsis.coloradensis",NA,"Calliopsis coloradensis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3252","Calliopsis coloradensis","M_062","Myrtales","Onagraceae","Circaea","Circaea","Circaea.lutetiana",1,"Calliopsis.coloradensis",NA,"Calliopsis coloradensis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3253","Calliopsis coloradensis","M_062","Cornales","Cornaceae","Cornus","Cornus","Cornus.amomum",1,"Calliopsis.coloradensis",NA,"Calliopsis coloradensis","Calliopsis","Calliopsis","Hymenoptera","Andrenidae"
"3254","Callonychium mandibulare","M_023","Asterales","Asteraceae","Hysterionica","Hysterionica","Hysterionica.jasionoides",1,"Callonychium.mandibulare",NA,"Callonychium mandibulare","Callonychium","Callonychium","Hymenoptera","Andrenidae"
"3255","Callonychium mandibulare","M_023","Asterales","Asteraceae","Thelesperma","Thelesperma","Thelesperma.megapotamicum",1,"Callonychium.mandibulare",NA,"Callonychium mandibulare","Callonychium","Callonychium","Hymenoptera","Andrenidae"
"3256","Callonychium mandibulare","M_023","Asterales","Asteraceae","Grindelia","Grindelia","Grindelia.chiloensis",1,"Callonychium.mandibulare",NA,"Callonychium mandibulare","Callonychium","Callonychium","Hymenoptera","Andrenidae"
"3257","Caupolicana dimidiata","M_001","Fabales","Fabaceae","Adesmia","Adesmia","Adesmia.radicifolia",1,"Caupolicana.dimidiata",NA,"Caupolicana dimidiata","Caupolicana","Caupolicana","Hymenoptera","Colletidae"
"3258","Cemolobus ipomoeae","M_062","Liliales","Melanthiaceae","Trillium","Trillium","Trillium.sessile",1,"Cemolobus.ipomoeae",NA,"Cemolobus ipomoeae","Cemolobus","Cemolobus","Hymenoptera","Apidae"
"3259","Cemolobus ipomoeae","M_062","Lamiales","Verbenaceae","Verbena","Verbena","Verbena.urticaefolia",1,"Cemolobus.ipomoeae",NA,"Cemolobus ipomoeae","Cemolobus","Cemolobus","Hymenoptera","Apidae"
"3260","Cemolobus ipomoeae","M_062",NA,NA,NA,NA,"Taraxacum.officinale",1,"Cemolobus.ipomoeae",NA,"Cemolobus ipomoeae","Cemolobus","Cemolobus","Hymenoptera","Apidae"
"3261","Cemolobus ipomoeae","M_062","Apiales","Apiaceae","Thaspium","Thaspium","Thaspium.aureum.atropurpurem",1,"Cemolobus.ipomoeae",NA,"Cemolobus ipomoeae","Cemolobus","Cemolobus","Hymenoptera","Apidae"
"3262","Cemolobus oligolege","M_062",NA,NA,NA,"Erechthites","Erechthites.hieracifolia",1,"Cemolobus.oligolege",NA,"Cemolobus oligolege","Cemolobus","Cemolobus","Hymenoptera","Apidae"
"3263","Cemolobus oligolege","M_062",NA,NA,NA,"Amphicarpa","Amphicarpa.pitcheri",1,"Cemolobus.oligolege",NA,"Cemolobus oligolege","Cemolobus","Cemolobus","Hymenoptera","Apidae"
"3264","Cemolobus oligolege","M_062","Ranunculales","Ranunculaceae","Clematis","Clematis","Clematis.virginiana",1,"Cemolobus.oligolege",NA,"Cemolobus oligolege","Cemolobus","Cemolobus","Hymenoptera","Apidae"
"3265","Cemolobus oligolege","M_062","Asterales","Asteraceae","Aster","Aster","Aster.sagittifolius",1,"Cemolobus.oligolege",NA,"Cemolobus oligolege","Cemolobus","Cemolobus","Hymenoptera","Apidae"
"3266","Cemolobus oligolege","M_062","Gentianales","Apocynaceae","Apocynum","Apocynum","Apocynum.androsaemifolium",1,"Cemolobus.oligolege",NA,"Cemolobus oligolege","Cemolobus","Cemolobus","Hymenoptera","Apidae"
"3267","Cemolobus oligolege","M_062",NA,NA,NA,"Brauneria","Brauneria.pallida",1,"Cemolobus.oligolege",NA,"Cemolobus oligolege","Cemolobus","Cemolobus","Hymenoptera","Apidae"
"3268","Cemolobus oligolege","M_062","Dipsacales","Caprifoliaceae","Dipsacus","Dipsacus","Dipsacus.sylvestris",1,"Cemolobus.oligolege",NA,"Cemolobus oligolege","Cemolobus","Cemolobus","Hymenoptera","Apidae"
"3269","Cemolobus oligolege","M_062","Lamiales","Plantaginaceae","Penstemon","Penstemon","Penstemon.hirsutus",1,"Cemolobus.oligolege",NA,"Cemolobus oligolege","Cemolobus","Cemolobus","Hymenoptera","Apidae"
"3270","Cemolobus oligolege","M_062",NA,NA,NA,NA,"Dicentra.cucullaria",1,"Cemolobus.oligolege",NA,"Cemolobus oligolege","Cemolobus","Cemolobus","Hymenoptera","Apidae"
"3271","Cemolobus oligolege","M_062","Sapindales","Sapindaceae","Acer","Acer","Acer.saccharinum",1,"Cemolobus.oligolege",NA,"Cemolobus oligolege","Cemolobus","Cemolobus","Hymenoptera","Apidae"
"3272","Cemolobus oligolege","M_062","Ranunculales","Ranunculaceae","Anemonella","Anemonella","Anemonella.thalictroides",1,"Cemolobus.oligolege",NA,"Cemolobus oligolege","Cemolobus","Cemolobus","Hymenoptera","Apidae"
"3273","Centris aenea","M_059","Malpighiales","Malpighiaceae","Stigmaphyllon","Stigmaphyllon","Stigmaphyllon.paralias",504,"Centris.aenea","Centris aenea","Centris aenea","Centris","Centris","Hymenoptera","Apidae"
"3274","Centris aenea","M_059","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima","Byrsonima.gardnerana",924,"Centris.aenea","Centris aenea","Centris aenea","Centris","Centris","Hymenoptera","Apidae"
"3275","Centris aenea","M_059","Malpighiales","Malpighiaceae","Stigmaphyllon","Stigmaphyllon","Stigmaphyllon.auriculatum",240,"Centris.aenea","Centris aenea","Centris aenea","Centris","Centris","Hymenoptera","Apidae"
"3276","Centris aenea","M_059","Malpighiales","Malpighiaceae","Carolus","Carolus","Carolus.chasei",604,"Centris.aenea","Centris aenea","Centris aenea","Centris","Centris","Hymenoptera","Apidae"
"3277","Centris aenea","M_059",NA,NA,NA,NA,"Heteropterys.sp2.M.PL.059",740,"Centris.aenea","Centris aenea","Centris aenea","Centris","Centris","Hymenoptera","Apidae"
"3278","Centris aenea","M_059","Malpighiales","Malpighiaceae","Janusia","Janusia","Janusia.anisandra",188,"Centris.aenea","Centris aenea","Centris aenea","Centris","Centris","Hymenoptera","Apidae"
"3279","Centris aenea","M_059","Malpighiales","Malpighiaceae","Diplopterys","Diplopterys","Diplopterys.pubipetala",1368,"Centris.aenea","Centris aenea","Centris aenea","Centris","Centris","Hymenoptera","Apidae"
"3280","Centris aenea","M_059",NA,NA,NA,NA,"Heteropterys.sp1.M.PL.059",764,"Centris.aenea","Centris aenea","Centris aenea","Centris","Centris","Hymenoptera","Apidae"
"3281","Centris aenea","M_059","Malpighiales","Malpighiaceae","Stigmaphyllon","Stigmaphyllon","Stigmaphyllon.ciliatum",268,"Centris.aenea","Centris aenea","Centris aenea","Centris","Centris","Hymenoptera","Apidae"
"3282","Centris aenea","M_059","Malpighiales","Malpighiaceae","Dicella","Dicella","Dicella.bracteosa",556,"Centris.aenea","Centris aenea","Centris aenea","Centris","Centris","Hymenoptera","Apidae"
"3283","Centris aenea","M_059","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis","Banisteriopsis.muricata",396,"Centris.aenea","Centris aenea","Centris aenea","Centris","Centris","Hymenoptera","Apidae"
"3284","Centris aenea","M_059","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis","Banisteriopsis.schizoptera",228,"Centris.aenea","Centris aenea","Centris aenea","Centris","Centris","Hymenoptera","Apidae"
"3285","Centris aenea","M_059","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis","Banisteriopsis.stellaris",292,"Centris.aenea","Centris aenea","Centris aenea","Centris","Centris","Hymenoptera","Apidae"
"3286","Centris cana","M_002","Lamiales","Calceolariaceae","Calceolaria","Calceolaria","Calceolaria.biflora",1,"Centris.cana",NA,"Centris cana","Centris","Centris","Hymenoptera","Apidae"
"3287","Centris caxiensis","M_059",NA,NA,NA,NA,"Heteropterys.sp2.M.PL.059",528,"Centris.caxiensis",NA,"Centris caxiensis","Centris","Centris","Hymenoptera","Apidae"
"3288","Centris caxiensis","M_059","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis","Banisteriopsis.muricata",108,"Centris.caxiensis",NA,"Centris caxiensis","Centris","Centris","Hymenoptera","Apidae"
"3289","Centris caxiensis","M_059","Malpighiales","Malpighiaceae","Byrsonima","Byrsonima","Byrsonima.gardnerana",2108,"Centris.caxiensis",NA,"Centris caxiensis","Centris","Centris","Hymenoptera","Apidae"
"3290","Centris caxiensis","M_059","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis","Banisteriopsis.stellaris",244,"Centris.caxiensis",NA,"Centris caxiensis","Centris","Centris","Hymenoptera","Apidae"
"3291","Centris caxiensis","M_059","Malpighiales","Malpighiaceae","Stigmaphyllon","Stigmaphyllon","Stigmaphyllon.auriculatum",68,"Centris.caxiensis",NA,"Centris caxiensis","Centris","Centris","Hymenoptera","Apidae"
"3292","Centris caxiensis","M_059",NA,NA,NA,NA,"Heteropterys.sp1.M.PL.059",528,"Centris.caxiensis",NA,"Centris caxiensis","Centris","Centris","Hymenoptera","Apidae"
"3293","Centris caxiensis","M_059","Malpighiales","Malpighiaceae","Carolus","Carolus","Carolus.chasei",432,"Centris.caxiensis",NA,"Centris caxiensis","Centris","Centris","Hymenoptera","Apidae"
"3294","Centris caxiensis","M_059","Malpighiales","Malpighiaceae","Dicella","Dicella","Dicella.bracteosa",356,"Centris.caxiensis",NA,"Centris caxiensis","Centris","Centris","Hymenoptera","Apidae"
"3295","Centris caxiensis","M_059","Malpighiales","Malpighiaceae","Banisteriopsis","Banisteriopsis","Banisteriopsis.schizoptera",124,"Centris.caxiensis",NA,"Centris caxiensis","Centris","Centris","Hymenoptera","Apidae"
"3296","Centris caxiensis","M_059","Malpighiales","Malpighiaceae","Diplopterys","Diplopterys","Diplopterys.pubipetala",740,"Centris.caxiensis",NA,"Centris caxiensis","Centris","Centris","Hymenoptera","Apidae"
"3297","Centris cineraria","M_002","Fabales","Fabaceae","Astragalus","Astragalus","Astragalus.curvicaulis",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
"3298","Centris cineraria","M_001","Malpighiales","Malesherbiaceae","Malesherbia","Malesherbia","Malesherbia.linearifolius",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
"3299","Centris cineraria","M_002","Fabales","Fabaceae","Anarthrophyllum","Anarthrophyllum","Anarthrophyllum.cumingii",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
"3300","Centris cineraria","M_001","Solanales","Solanaceae","Schizanthus","Schizanthus","Schizanthus.garhamii",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
"3301","Centris cineraria","M_001","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium","Sisyrinchium.philippii",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
"3302","Centris cineraria","M_001","Asterales","Asteraceae","Senecio","Senecio","Senecio.bustillosianus",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
"3303","Centris cineraria","M_001","Boraginales","Hydrophyllaceae","Phacelia","Phacelia","Phacelia.secunda",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
"3304","Centris cineraria","M_001","Lamiales","Lamiaceae","Stachys","Stachys","Stachys.albicaulis",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
"3305","Centris cineraria","M_001","Fabales","Fabaceae","Lathyrus","Lathyrus","Lathyrus.subandinus",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
"3306","Centris cineraria","M_001","Asterales","Asteraceae","Hypochoeris","Hypochoeris","Hypochoeris.sp",1,"Centris.cineraria",NA,"Centris cineraria","Centris","Centris","Hymenoptera","Apidae"
