"","esp","ID","Orden.GBIF","Familia.GBIF","Genero.GBIF","Genero.original","planta","interaccion","especie","Aceptado","sp.armonizado","genero.x","genero.y","orden","familia"
"7455","Psaenythia rufipes","M_023","Caryophyllales","Cactaceae","Opuntia","Opuntia","Opuntia.corrugata",1,"Psaenythia.rufipes",NA,"Psaenythia rufipes","Psaenythia","Psaenythia","Hymenoptera","Andrenidae"
"7456","Pseudagapostemon brasiliensis","M_072","Oxalidales","Oxalidaceae","Oxalis","Oxalis","Oxalis.articulata",1,"Pseudagapostemon.brasiliensis",NA,"Pseudagapostemon brasiliensis","Pseudagapostemon","Pseudagapostemon","Hymenoptera","Halictidae"
"7457","Pseudagapostemon pampeanus","M_072","Asterales","Asteraceae","Senecio","Senecio","Senecio.bravensis",1,"Pseudagapostemon.pampeanus",NA,"Pseudagapostemon pampeanus","Pseudagapostemon","Pseudagapostemon","Hymenoptera","Halictidae"
"7458","Pseudagapostemon pampeanus","M_072","Asterales","Asteraceae","Hysterionica","Hysterionica","Hysterionica.pinifolia",1,"Pseudagapostemon.pampeanus",NA,"Pseudagapostemon pampeanus","Pseudagapostemon","Pseudagapostemon","Hymenoptera","Halictidae"
"7459","Pseudagapostemon pampeanus","M_072","Asterales","Asteraceae","Senecio","Senecio","Senecio.madagascariensis",1,"Pseudagapostemon.pampeanus",NA,"Pseudagapostemon pampeanus","Pseudagapostemon","Pseudagapostemon","Hymenoptera","Halictidae"
"7460","Pseudagapostemon pampeanus","M_072","Asterales","Asteraceae","Eupatorium","Eupatorium","Eupatorium.subhastatum",1,"Pseudagapostemon.pampeanus",NA,"Pseudagapostemon pampeanus","Pseudagapostemon","Pseudagapostemon","Hymenoptera","Halictidae"
"7461","Pseudagapostemon singularis","M_072","Asterales","Asteraceae","Senecio","Senecio","Senecio.bravensis",1,"Pseudagapostemon.singularis",NA,"Pseudagapostemon singularis","Pseudagapostemon","Pseudagapostemon","Hymenoptera","Halictidae"
"7462","Pseudoanthidium alpinum","M_015","Asterales","Asteraceae","Crupina","Crupina","Crupina.crupinastrum",1,"Pseudoanthidium.alpinum",NA,"Pseudoanthidium alpinum","Pseudoanthidium","Pseudoanthidium","Hymenoptera","Megachilidae"
"7463","Pseudoanthidium cribratum","M_015","Asterales","Asteraceae","Centaurea","Centaurea","Centaurea.orphanidea",1,"Pseudoanthidium.cribratum",NA,"Pseudoanthidium cribratum","Pseudoanthidium","Pseudoanthidium","Hymenoptera","Megachilidae"
"7464","Pseudoheriades asiaticus","M_015","Asterales","Asteraceae","Pallenis","Pallenis","Pallenis.spinosa",1,"Pseudoheriades.asiaticus",NA,"Pseudoheriades asiaticus","Pseudoheriades","Pseudoheriades","Hymenoptera","Megachilidae"
"7465","Pseudoheriades asiaticus","M_015",NA,NA,NA,"Chamomilla","Chamomilla.recutita",1,"Pseudoheriades.asiaticus",NA,"Pseudoheriades asiaticus","Pseudoheriades","Pseudoheriades","Hymenoptera","Megachilidae"
"7466","Pseudoheriades asiaticus","M_015","Asterales","Asteraceae","Helichrysum","Helichrysum","Helichrysum.stoechas",1,"Pseudoheriades.asiaticus",NA,"Pseudoheriades asiaticus","Pseudoheriades","Pseudoheriades","Hymenoptera","Megachilidae"
"7467","Pseudoheriades asiaticus","M_015","Asterales","Asteraceae","Chrysanthemum","Chrysanthemum","Chrysanthemum.coronarium",1,"Pseudoheriades.asiaticus",NA,"Pseudoheriades asiaticus","Pseudoheriades","Pseudoheriades","Hymenoptera","Megachilidae"
"7468","Pseudopanurgus albitarsis","M_062","Malpighiales","Violaceae","Viola","Viola","Viola.pedata",1,"Pseudopanurgus.albitarsis",NA,"Pseudopanurgus albitarsis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7469","Pseudopanurgus albitarsis","M_062","Boraginales","Hydrophyllaceae","Hydrophyllum","Hydrophyllum","Hydrophyllum.virginianum",1,"Pseudopanurgus.albitarsis",NA,"Pseudopanurgus albitarsis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7470","Pseudopanurgus albitarsis","M_062","Fabales","Fabaceae","Lespedeza","Lespedeza","Lespedeza.procumbens",1,"Pseudopanurgus.albitarsis",NA,"Pseudopanurgus albitarsis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7471","Pseudopanurgus albitarsis","M_062","Dipsacales","Caprifoliaceae","Symphoricarpos","Symphoricarpos","Symphoricarpos.orbicularis",1,"Pseudopanurgus.albitarsis",NA,"Pseudopanurgus albitarsis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7472","Pseudopanurgus asteris","M_062","Fabales","Fabaceae","Melilotus","Melilotus","Melilotus.alba",1,"Pseudopanurgus.asteris",NA,"Pseudopanurgus asteris","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7473","Pseudopanurgus asteris","M_062","Lamiales","Verbenaceae","Verbena","Verbena","Verbena.bracteosa",1,"Pseudopanurgus.asteris",NA,"Pseudopanurgus asteris","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7474","Pseudopanurgus compositarum","M_062","Malpighiales","Violaceae","Viola","Viola","Viola.sagittata",1,"Pseudopanurgus.compositarum",NA,"Pseudopanurgus compositarum","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7475","Pseudopanurgus compositarum","M_062","Rosales","Rosaceae","Rosa","Rosa","Rosa.setigera",1,"Pseudopanurgus.compositarum",NA,"Pseudopanurgus compositarum","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7476","Pseudopanurgus compositarum","M_062","Asterales","Asteraceae","Rudbeckia","Rudbeckia","Rudbeckia.laciniata",1,"Pseudopanurgus.compositarum",NA,"Pseudopanurgus compositarum","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7477","Pseudopanurgus compositarum","M_062","Lamiales","Lamiaceae","Teucrium","Teucrium","Teucrium.canadense",1,"Pseudopanurgus.compositarum",NA,"Pseudopanurgus compositarum","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7478","Pseudopanurgus compositarum","M_062","Rosales","Ulmaceae","Ulmus","Ulmus","Ulmus.fulva",1,"Pseudopanurgus.compositarum",NA,"Pseudopanurgus compositarum","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7479","Pseudopanurgus compositarum","M_062","Liliales","Liliaceae","Smilacina","Smilacina","Smilacina.stellata",1,"Pseudopanurgus.compositarum",NA,"Pseudopanurgus compositarum","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7480","Pseudopanurgus labrosiformis","M_062","Asterales","Asteraceae","Senecio","Senecio","Senecio.aureus",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7481","Pseudopanurgus labrosiformis","M_062","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus","Ranunculus.abortivus",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7482","Pseudopanurgus labrosiformis","M_062","Ericales","Primulaceae","Samolus","Samolus","Samolus.floribundus",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7483","Pseudopanurgus labrosiformis","M_062","Malpighiales","Salicaceae","Salix","Salix","Salix.longifolia",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7484","Pseudopanurgus labrosiformis","M_062","Asterales","Asteraceae","Eupatorium","Eupatorium","Eupatorium.sessilifolium",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7485","Pseudopanurgus labrosiformis","M_062","Alismatales","Alismataceae","Sagittaria","Sagittaria","Sagittaria.latifolia",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7486","Pseudopanurgus labrosiformis","M_062","Malpighiales","Violaceae","Hybanthus","Hybanthus","Hybanthus.concolor",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7487","Pseudopanurgus labrosiformis","M_062",NA,NA,NA,"Gerardia","Gerardia.grandiflora",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7488","Pseudopanurgus labrosiformis","M_062","Malpighiales","Salicaceae","Salix","Salix","Salix.cordata",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7489","Pseudopanurgus labrosiformis","M_062","Fabales","Fabaceae","Gleditsia","Gleditsia","Gleditsia.triacanthos",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7490","Pseudopanurgus labrosiformis","M_062","Apiales","Apiaceae","Sanicula","Sanicula","Sanicula.marilandica",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7491","Pseudopanurgus labrosiformis","M_062","Rosales","Rosaceae","Fragaria","Fragaria","Fragaria.virginiana.illinoensis",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7492","Pseudopanurgus labrosiformis","M_062","Asterales","Asteraceae","Helianthus","Helianthus","Helianthus.tuberosus",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7493","Pseudopanurgus labrosiformis","M_062","Fabales","Fabaceae","Petalostemum","Petalostemum","Petalostemum.candidum",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7494","Pseudopanurgus labrosiformis","M_062","Caryophyllales","Polygonaceae","Polygonum","Polygonum","Polygonum.pennsylvanicum",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7495","Pseudopanurgus labrosiformis","M_062","Gentianales","Gentianaceae","Gentiana","Gentiana","Gentiana.andrewsii",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7496","Pseudopanurgus labrosiformis","M_062",NA,NA,NA,NA,"Gillenia.stipulacea",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7497","Pseudopanurgus labrosiformis","M_062","Lamiales","Acanthaceae","Ruellia","Ruellia","Ruellia.strepens",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7498","Pseudopanurgus labrosiformis","M_062","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia","Euphorbia.preslii",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7499","Pseudopanurgus labrosiformis","M_062","Asterales","Asteraceae","Liatris","Liatris","Liatris.scariosa",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7500","Pseudopanurgus labrosiformis","M_062","Fabales","Polygalaceae","Polygala","Polygala","Polygala.sanguinea",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7501","Pseudopanurgus labrosiformis","M_062","Malpighiales","Salicaceae","Salix","Salix","Salix.nigra",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7502","Pseudopanurgus labrosiformis","M_062",NA,NA,NA,NA,"Hypoxis.hirsuta",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7503","Pseudopanurgus labrosiformis","M_062","Lamiales","Lamiaceae","Scutellaria","Scutellaria","Scutellaria.canescans",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7504","Pseudopanurgus labrosiformis","M_062","Malvales","Thymelaeaceae","Dirca","Dirca","Dirca.palustris",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7505","Pseudopanurgus labrosiformis","M_062","Apiales","Apiaceae","Polytaenia","Polytaenia","Polytaenia.nuttallii",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7506","Pseudopanurgus labrosiformis","M_062","Ranunculales","Papaveraceae","Sanguinaria","Sanguinaria","Sanguinaria.canadensis",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7507","Pseudopanurgus labrosiformis","M_062","Apiales","Apiaceae","Sanicula","Sanicula","Sanicula.canadensis",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7508","Pseudopanurgus labrosiformis","M_062","Lamiales","Acanthaceae","Ruellia","Ruellia","Ruellia.ciliosa",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7509","Pseudopanurgus labrosiformis","M_062",NA,NA,NA,"Sebatia","Sebatia.angularis",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7510","Pseudopanurgus labrosiformis","M_062","Laurales","Lauraceae","Sassafras","Sassafras","Sassafras.variifolium",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7511","Pseudopanurgus labrosiformis","M_062","Asterales","Asteraceae","Rudbeckia","Rudbeckia","Rudbeckia.triloba",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7512","Pseudopanurgus labrosiformis","M_062",NA,NA,NA,"Erechthites","Erechthites.hieracifolia",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7513","Pseudopanurgus labrosiformis","M_062","Malpighiales","Salicaceae","Salix","Salix","Salix.humilis",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7514","Pseudopanurgus labrosiformis","M_062","Lamiales","Plantaginaceae","Penstemon","Penstemon","Penstemon.hirsutus",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7515","Pseudopanurgus labrosiformis","M_062","Lamiales","Lamiaceae","Physostegia","Physostegia","Physostegia.virginiana",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7516","Pseudopanurgus labrosiformis","M_062","Lamiales","Lamiaceae","Scutellaria","Scutellaria","Scutellaria.parvula",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7517","Pseudopanurgus labrosiformis","M_062","Commelinales","Pontederiaceae","Pontederia","Pontederia","Pontederia.cordata",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7518","Pseudopanurgus labrosiformis","M_062","Lamiales","Scrophulariaceae","Scrophularia","Scrophularia","Scrophularia.marilandica",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7519","Pseudopanurgus labrosiformis","M_062","Malpighiales","Salicaceae","Salix","Salix","Salix.amygdaloides",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7520","Pseudopanurgus labrosiformis","M_062",NA,NA,NA,NA,"Polygonatum.commutatum",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7521","Pseudopanurgus labrosiformis","M_062","Asterales","Asteraceae","Rudbeckia","Rudbeckia","Rudbeckia.laciniata",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7522","Pseudopanurgus labrosiformis","M_062","Caryophyllales","Polygonaceae","Polygonum","Polygonum","Polygonum.amphibium",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7523","Pseudopanurgus labrosiformis","M_062","Poales","Poaceae","Panicum","Panicum","Panicum.virgatum",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7524","Pseudopanurgus labrosiformis","M_062","Caryophyllales","Caryophyllaceae","Saponaria","Saponaria","Saponaria.officinalis",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7525","Pseudopanurgus labrosiformis","M_062","Dipsacales","Viburnaceae","Sambucus","Sambucus","Sambucus.canadensis",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7526","Pseudopanurgus labrosiformis","M_062","Lamiales","Lamiaceae","Scutellaria","Scutellaria","Scutellaria.versicolor",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7527","Pseudopanurgus labrosiformis","M_062","Lamiales","Lamiaceae","Scutellaria","Scutellaria","Scutellaria.lateriflora",1,"Pseudopanurgus.labrosiformis",NA,"Pseudopanurgus labrosiformis","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7528","Pseudopanurgus labrosus","M_062","Asterales","Asteraceae","Heliopsis","Heliopsis","Heliopsis.helianthoides",1,"Pseudopanurgus.labrosus",NA,"Pseudopanurgus labrosus","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7529","Pseudopanurgus labrosus","M_062","Asterales","Asteraceae","Eupatorium","Eupatorium","Eupatorium.serotinum",1,"Pseudopanurgus.labrosus",NA,"Pseudopanurgus labrosus","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7530","Pseudopanurgus labrosus","M_062","Asterales","Asteraceae","Eupatorium","Eupatorium","Eupatorium.perfoliatum",1,"Pseudopanurgus.labrosus",NA,"Pseudopanurgus labrosus","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7531","Pseudopanurgus labrosus","M_062","Gentianales","Gentianaceae","Frasera","Frasera","Frasera.carolinensis",1,"Pseudopanurgus.labrosus",NA,"Pseudopanurgus labrosus","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7532","Pseudopanurgus labrosus","M_062","Gentianales","Apocynaceae","Asclepias","Asclepias","Asclepias.incarnata",1,"Pseudopanurgus.labrosus",NA,"Pseudopanurgus labrosus","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7533","Pseudopanurgus labrosus","M_062","Gentianales","Rubiaceae","Galium","Galium","Galium.trifidum",1,"Pseudopanurgus.labrosus",NA,"Pseudopanurgus labrosus","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7534","Pseudopanurgus labrosus","M_062","Ranunculales","Ranunculaceae","Clematis","Clematis","Clematis.virginiana",1,"Pseudopanurgus.labrosus",NA,"Pseudopanurgus labrosus","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7535","Pseudopanurgus labrosus","M_062",NA,NA,NA,NA,"Gillenia.stipulacea",1,"Pseudopanurgus.labrosus",NA,"Pseudopanurgus labrosus","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7536","Pseudopanurgus labrosus","M_062","Gentianales","Apocynaceae","Asclepias","Asclepias","Asclepias.sullivantii",1,"Pseudopanurgus.labrosus",NA,"Pseudopanurgus labrosus","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7537","Pseudopanurgus labrosus","M_062","Fabales","Fabaceae","Baptisia","Baptisia","Baptisia.bracteata",1,"Pseudopanurgus.labrosus",NA,"Pseudopanurgus labrosus","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7538","Pseudopanurgus labrosus","M_062","Gentianales","Rubiaceae","Galium","Galium","Galium.aperine",1,"Pseudopanurgus.labrosus",NA,"Pseudopanurgus labrosus","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7539","Pseudopanurgus labrosus","M_062","Asparagales","Orchidaceae","Liparis","Liparis","Liparis.liliifolia",1,"Pseudopanurgus.labrosus",NA,"Pseudopanurgus labrosus","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7540","Pseudopanurgus labrosus","M_062","Asterales","Asteraceae","Liatris","Liatris","Liatris.scariosa",1,"Pseudopanurgus.labrosus",NA,"Pseudopanurgus labrosus","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
"7541","Pseudopanurgus labrosus","M_062","Sapindales","Sapindaceae","Aesculus","Aesculus","Aesculus.hippocastanum",1,"Pseudopanurgus.labrosus",NA,"Pseudopanurgus labrosus","Pseudopanurgus","Pseudopanurgus","Hymenoptera","Andrenidae"
