"esp","ID","especie","sp.armonizado","Familia.planta","Genero.planta","Especie.planta.nuevo","interaccionn","Aceptado","Bases.de.datos"
"Eristalis interrupta","M_049","Eristalis.interrupta","Eristalis interrupta","Asteraceae","Cirsium","Cirsium oleraceum",1,NA,NA
"Eristalis interrupta","M_049","Eristalis.interrupta","Eristalis interrupta","Asteraceae","Cirsium","Cirsium vulgare",1,NA,NA
"Eristalis interrupta","M_049","Eristalis.interrupta","Eristalis interrupta","Asteraceae","Crepis","Crepis paludosa",1,NA,NA
"Eristalis interrupta","M_049","Eristalis.interrupta","Eristalis interrupta","Caprifoliaceae","Valeriana","Valeriana officinalis",1,NA,NA
"Eristalis interrupta","M_049","Eristalis.interrupta","Eristalis interrupta","Fabaceae","Lotus","Lotus pedunculatus subsp. pedunculatus",1,NA,NA
"Eristalis interrupta","M_049","Eristalis.interrupta","Eristalis interrupta","Fabaceae","Trifolium","Trifolium repens",1,NA,NA
"Eristalis interrupta","M_049","Eristalis.interrupta","Eristalis interrupta","Lamiaceae","Mentha","Mentha aquatica",1,NA,NA
"Eristalis interrupta","M_049","Eristalis.interrupta","Eristalis interrupta","Rosaceae","Filipendula","Filipendula ulmaria",1,NA,NA
"Eristalis interrupta","M_049","Eristalis.interrupta","Eristalis interrupta",NA,NA,"Myosotis palustris",1,NA,NA
"Eristalis interrupta","M_049","Eristalis.interrupta","Eristalis interrupta",NA,NA,"Polygonum amphibium",1,NA,NA
"Eristalis intricaria","M_047","Eristalis.intricaria","Eristalis intricaria","Ericaceae","Calluna","Calluna vulgaris",1,NA,NA
"Eristalis intricaria","M_049","Eristalis.intricaria","Eristalis intricaria","Asteraceae","Cirsium","Cirsium oleraceum",1,NA,NA
"Eristalis intricaria","M_049","Eristalis.intricaria","Eristalis intricaria","Asteraceae","Cirsium","Cirsium vulgare",1,NA,NA
"Eristalis intricarius","M_006","Eristalis.intricarius","Eristalis intricarius","Asteraceae","Achillea","Achillea millefolium",1,NA,NA
"Eristalis intricarius","M_006","Eristalis.intricarius","Eristalis intricarius","Asteraceae","Hypochaeris","Hypochaeris radicata",1,NA,NA
"Eristalis intricarius","M_006","Eristalis.intricarius","Eristalis intricarius","Asteraceae","Leucanthemum","Leucanthemum vulgare",26,NA,NA
"Eristalis intricarius","M_006","Eristalis.intricarius","Eristalis intricarius","Ranunculaceae","Ranunculus","Ranunculus acris",1,NA,NA
"Eristalis intricarius","M_007","Eristalis.intricarius","Eristalis intricarius","Primulaceae","Primula","Primula veris",1,NA,NA
"Eristalis kyokoae","M_055","Eristalis.kyokoae","Eristalis kyokoae","Polygonaceae","Persicaria","Persicaria thunbergii",21,NA,NA
"Eristalis kyokoae","M_055","Eristalis.kyokoae","Eristalis kyokoae",NA,NA,"Eusteratis yatabeana",2,NA,NA
"Eristalis kyokoae","M_055","Eristalis.kyokoae","Eristalis kyokoae",NA,NA,"Persicaria sieboldi",4,NA,NA
"Eristalis kyokoae","M_055","Eristalis.kyokoae","Eristalis kyokoae",NA,NA,"Senecio pierotii",1,NA,NA
"Eristalis latifrons","M_005","Eristalis.latifrons","Eristalis latifrons","Rosaceae","Physocarpus","Physocarpus opulifolius",1,NA,NA
"Eristalis latifrons","M_005","Eristalis.latifrons","Eristalis latifrons","Rosaceae","Rosa","Rosa acicularis",1,NA,NA
"Eristalis latifrons","M_005","Eristalis.latifrons","Eristalis latifrons","Rosaceae","Rubus","Rubus deliciosus",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Balsaminaceae","Impatiens","Impatiens capensis",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Balsaminaceae","Impatiens","Impatiens pallida",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Boraginaceae","Hackelia","Hackelia virginiana",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Convolvulaceae","Ipomoea","Ipomoea hederacea",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Convolvulaceae","Ipomoea","Ipomoea pandurata",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Convolvulaceae","Ipomoea","Ipomoea purpurea",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Fabaceae","Apios","Apios americana",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Fabaceae","Desmodium","Desmodium paniculatum",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Hypoxidaceae","Hypoxis","Hypoxis hirsuta",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Iridaceae","Iris","Iris hexagona",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Iridaceae","Iris","Iris versicolor",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Lamiaceae","Blephilia","Blephilia hirsuta",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Lamiaceae","Leonurus","Leonurus cardiaca",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Ranunculaceae","Enemion","Enemion biternatum",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Rubiaceae","Cephalanthus","Cephalanthus occidentalis",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Verbenaceae","Lantana","Lantana camara",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons",NA,NA,"Ilysanthes dubia",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons",NA,NA,"Lepachys pinnata",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Asteraceae","Ageratina","Ageratina altissima",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Asteraceae","Anthemis","Anthemis cotula",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Asteraceae","Bidens","Bidens aristosa",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Asteraceae","Boltonia","Boltonia asteroides",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Asteraceae","Helianthus","Helianthus mollis",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Asteraceae","Krigia","Krigia biflora",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Asteraceae","Lactuca","Lactuca canadensis",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Asteraceae","Lactuca","Lactuca floridana",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Asteraceae","Symphyotrichum","Symphyotrichum anomalum",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Asteraceae","Symphyotrichum","Symphyotrichum ericoides ",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Asteraceae","Symphyotrichum","Symphyotrichum novae-angliae",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Geraniaceae","Geranium","Geranium maculatum",1,NA,NA
"Eristalis latifrons","M_062","Eristalis.latifrons","Eristalis latifrons","Hypericaceae","Hypericum","Hypericum punctatum",1,NA,NA
"Eristalis lineata","M_047","Eristalis.lineata","Eristalis lineata","Asteraceae","Solidago","Solidago virgaurea",1,NA,NA
"Eristalis lineata","M_047","Eristalis.lineata","Eristalis lineata","Ericaceae","Calluna","Calluna vulgaris",1,NA,NA
"Eristalis meigeni","M_005","Eristalis.meigeni","Eristalis meigeni","Rosaceae","Prunus","Prunus virginiana var. demissa",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Amaryllidaceae","Nothoscordum","Nothoscordum bivalve",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Asparagaceae","Camassia","Camassia scilloides",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Balsaminaceae","Impatiens","Impatiens capensis",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Boraginaceae","Ellisia","Ellisia nyctelea",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Caprifoliaceae","Lonicera","Lonicera sempervirens",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Liliaceae","Lilium","Lilium superbum",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Orchidaceae","Galearis","Galearis spectabilis",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Primulaceae","Dodecatheon","Dodecatheon meadia",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Ranunculaceae","Ranunculus","Ranunculus fascicularis",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Rosaceae","Rubus","Rubus canadensis",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Caryophyllaceae","Saponaria","Saponaria officinalis",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Iridaceae","Sisyrinchium","Sisyrinchium angustifolium",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Lamiaceae","Mentha","Mentha arvensis",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Lamiaceae","Monarda","Monarda fistulosa",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Lamiaceae","Physostegia","Physostegia virginiana",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Lamiaceae","Pycnanthemum","Pycnanthemum virginianum",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Scrophulariaceae","Scrophularia","Scrophularia marilandica",1,NA,NA
"Eristalis meigenii","M_062","Eristalis.meigenii","Eristalis meigenii","Verbenaceae","Lantana","Lantana camara",1,NA,NA
"Eristalis nemorum","M_006","Eristalis.nemorum","Eristalis nemorum","Asteraceae","Hypochaeris","Hypochaeris radicata",1,NA,NA
"Eristalis nemorum","M_006","Eristalis.nemorum","Eristalis nemorum","Asteraceae","Leucanthemum","Leucanthemum vulgare",35,NA,NA
"Eristalis nemorum","M_007","Eristalis.nemorum","Eristalis nemorum","Asteraceae","Leucanthemum","Leucanthemum vulgare",3,NA,NA
"Eristalis pertinax","M_006","Eristalis.pertinax","Eristalis pertinax","Asteraceae","Leucanthemum","Leucanthemum vulgare",2,NA,NA
"Eristalis pertinax","M_017","Eristalis.pertinax","Eristalis pertinax","Apiaceae","Torilis","Torilis japonica",1,NA,NA
"Eristalis pertinax","M_017","Eristalis.pertinax","Eristalis pertinax","Asteraceae","Eupatorium","Eupatorium cannabinum",5,NA,NA
"Eristalis pertinax","M_017","Eristalis.pertinax","Eristalis pertinax","Asteraceae","Leontodon","Leontodon hispidus",1,NA,NA
"Eristalis pertinax","M_017","Eristalis.pertinax","Eristalis pertinax","Caprifoliaceae","Knautia","Knautia arvensis",2,NA,NA
"Eristalis pertinax","M_017","Eristalis.pertinax","Eristalis pertinax","Fabaceae","Trifolium","Trifolium pratense",1,NA,NA
"Eristalis pertinax","M_047","Eristalis.pertinax","Eristalis pertinax","Ericaceae","Calluna","Calluna vulgaris",1,NA,NA
"Eristalis pertinax","M_049","Eristalis.pertinax","Eristalis pertinax","Apiaceae","Angelica","Angelica sylvestris",1,NA,NA
"Eristalis pertinax","M_049","Eristalis.pertinax","Eristalis pertinax","Rosaceae","Filipendula","Filipendula ulmaria",1,NA,NA
"Eristalis pratorum","M_015","Eristalis.pratorum","Eristalis pratorum","Apiaceae","Tordylium","Tordylium apulum",1,NA,NA
"Eristalis pratorum","M_015","Eristalis.pratorum","Eristalis pratorum","Asparagaceae","Muscari","Muscari commutatum",1,NA,NA
"Eristalis pratorum","M_015","Eristalis.pratorum","Eristalis pratorum","Brassicaceae","Sisymbrium","Sisymbrium orientale",1,NA,NA
"Eristalis pratorum","M_015","Eristalis.pratorum","Eristalis pratorum","Iridaceae","Crocus","Crocus cancellatus",1,NA,NA
"Eristalis pratorum","M_015","Eristalis.pratorum","Eristalis pratorum","Thymelaeaceae","Thymelaea","Thymelaea hirsuta",1,NA,NA
"Eristalis pratorum","M_015","Eristalis.pratorum","Eristalis pratorum",NA,NA,"Chamomilla recutita",1,NA,NA
"Eristalis pratorum","M_015","Eristalis.pratorum","Eristalis pratorum",NA,NA,"Gagea granatelli",1,NA,NA
"Eristalis pratorum","M_015","Eristalis.pratorum","Eristalis pratorum",NA,NA,"Scilla autumnalis",1,NA,NA
"Eristalis pratorum","M_016","Eristalis.pratorum","Eristalis pratorum","Ericaceae","Calluna","Calluna vulgaris",1,NA,NA
"Eristalis pratorum","M_016","Eristalis.pratorum","Eristalis pratorum","Thymelaeaceae","Daphne","Daphne gnidium",1,NA,NA
"Eristalis pratorum","M_016","Eristalis.pratorum","Eristalis pratorum",NA,NA,"Cistus salvifolius",1,NA,NA
"Eristalis sp1 M PL 015","M_015","Eristalis.sp1.M.PL.015","Eristalis sp1 M PL 015","Hypericaceae","Hypericum","Hypericum triquetrifolium",1,NA,NA
"Eristalis sp1 M PL 031","M_031","Eristalis.sp1.M.PL.031","Eristalis sp1 M PL 031","Asteraceae","Calea","Calea lucidivenia",1,NA,NA
"Eristalis taeniops","M_015","Eristalis.taeniops","Eristalis taeniops","Thymelaeaceae","Thymelaea","Thymelaea hirsuta",1,NA,NA
"Eristalis taeniops","M_015","Eristalis.taeniops","Eristalis taeniops",NA,NA,"Scilla autumnalis",1,NA,NA
"Eristalis temporalis","M_005","Eristalis.temporalis","Eristalis temporalis","Rosaceae","Prunus","Prunus virginiana var. demissa",1,NA,NA
"Eristalis temporalis","M_005","Eristalis.temporalis","Eristalis temporalis","Rosaceae","Rubus","Rubus deliciosus",1,NA,NA
"Eristalis temporalis","M_005","Eristalis.temporalis","Eristalis temporalis",NA,NA,"Rydbergia grandilfora",1,NA,NA
"Eristalis tenax","M_001","Eristalis.tenax","Eristalis tenax","Asteraceae","Senecio","Senecio bustillosianus",1,NA,NA
"Eristalis tenax","M_005","Eristalis.tenax","Eristalis tenax","Hydrangeaceae","Jamesia","Jamesia americana",1,NA,NA
"Eristalis tenax","M_006","Eristalis.tenax","Eristalis tenax","Asteraceae","Leucanthemum","Leucanthemum vulgare",19,NA,NA
"Eristalis tenax","M_006","Eristalis.tenax","Eristalis tenax","Fabaceae","Lotus","Lotus corniculatus",1,NA,NA
"Eristalis tenax","M_007","Eristalis.tenax","Eristalis tenax","Asteraceae","Centaurea","Centaurea nigra",3,NA,NA
"Eristalis tenax","M_007","Eristalis.tenax","Eristalis tenax","Asteraceae","Leucanthemum","Leucanthemum vulgare",9,NA,NA
"Eristalis tenax","M_007","Eristalis.tenax","Eristalis tenax","Rosaceae","Filipendula","Filipendula ulmaria",1,NA,NA
"Eristalis tenax","M_008","Eristalis.tenax","Eristalis tenax","Apiaceae","Pimpinella","Pimpinella cumbrae",1,NA,NA
"Eristalis tenax","M_008","Eristalis.tenax","Eristalis tenax","Asteraceae","Tolpis","Tolpis webbii",1,NA,NA
"Eristalis tenax","M_008","Eristalis.tenax","Eristalis tenax","Boraginaceae","Echium","Echium wildpretii",1,NA,NA
"Eristalis tenax","M_008","Eristalis.tenax","Eristalis tenax","Caprifoliaceae","Pterocephalus","Pterocephalus lasiospermus",1,NA,NA
"Eristalis tenax","M_008","Eristalis.tenax","Eristalis tenax","Lamiaceae","Mentha","Mentha longifolia",1,NA,NA
"Eristalis tenax","M_012","Eristalis.tenax","Eristalis tenax","Asteraceae","Anacyclus","Anacyclus radiatus",1,NA,NA
"Eristalis tenax","M_012","Eristalis.tenax","Eristalis tenax","Asteraceae","Andryala","Andryala pinnatifida",1,NA,NA
"Eristalis tenax","M_012","Eristalis.tenax","Eristalis tenax","Asteraceae","Galactites","Galactites tomentosa",1,NA,NA
"Eristalis tenax","M_012","Eristalis.tenax","Eristalis tenax","Lauraceae","Laurus","Laurus azorica",1,NA,NA
"Eristalis tenax","M_012","Eristalis.tenax","Eristalis tenax",NA,NA,"Ageretina adenophora",1,NA,NA
"Eristalis tenax","M_012","Eristalis.tenax","Eristalis tenax",NA,NA,"Senecio steetzii",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax","Amaryllidaceae","Sternbergia","Sternbergia lutea",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax","Apiaceae","Scandix","Scandix australis",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax","Asparagaceae","Muscari","Muscari neglectum",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax","Asteraceae","Gelasia","Gelasia lanata",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax","Asteraceae","Hypochaeris","Hypochaeris achyrophorus",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax","Asteraceae","Phagnalon","Phagnalon graecum",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax","Asteraceae","Scorzonera","Scorzonera cana",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax","Asteraceae","Taraxacum","Taraxacum officinale",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax","Brassicaceae","Hirschfeldia","Hirschfeldia incana",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax","Brassicaceae","Sisymbrium","Sisymbrium orientale",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax","Caprifoliaceae","Scabiosa","Scabiosa atropurpurea",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax","Cistaceae","Cistus","Cistus parviflorus",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax","Cistaceae","Fumana","Fumana thymifolia",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax","Cucurbitaceae","Ecballium","Ecballium elaterium",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax","Ericaceae","Erica","Erica manipuliflora",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax","Iridaceae","Crocus","Crocus cancellatus",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax","Thymelaeaceae","Thymelaea","Thymelaea hirsuta",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax",NA,NA,"Chamomilla recutita",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax",NA,NA,"Chrysanthemum coronarium",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax",NA,NA,"Cistus salvifolius",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax",NA,NA,"Gagea granatelli",1,NA,NA
"Eristalis tenax","M_015","Eristalis.tenax","Eristalis tenax",NA,NA,"Scilla autumnalis",1,NA,NA
"Eristalis tenax","M_016","Eristalis.tenax","Eristalis tenax","Cistaceae","Cistus","Cistus calycinus",1,NA,NA
"Eristalis tenax","M_016","Eristalis.tenax","Eristalis tenax","Ericaceae","Calluna","Calluna vulgaris",1,NA,NA
"Eristalis tenax","M_016","Eristalis.tenax","Eristalis tenax","Ericaceae","Erica","Erica ciliaris",1,NA,NA
"Eristalis tenax","M_016","Eristalis.tenax","Eristalis tenax","Fabaceae","Ulex","Ulex parviflorus",1,NA,NA
"Eristalis tenax","M_016","Eristalis.tenax","Eristalis tenax","Lamiaceae","Lavandula","Lavandula stoechas",1,NA,NA
"Eristalis tenax","M_016","Eristalis.tenax","Eristalis tenax","Plumbaginaceae","Armeria","Armeria velutina",1,NA,NA
"Eristalis tenax","M_016","Eristalis.tenax","Eristalis tenax","Rosaceae","Rubus","Rubus ulmifolius",1,NA,NA
"Eristalis tenax","M_016","Eristalis.tenax","Eristalis tenax","Santalaceae","Osyris","Osyris quadripartita",1,NA,NA
"Eristalis tenax","M_016","Eristalis.tenax","Eristalis tenax","Thymelaeaceae","Daphne","Daphne gnidium",1,NA,NA
"Eristalis tenax","M_016","Eristalis.tenax","Eristalis tenax",NA,NA,"Rosmarinus officinalis",1,NA,NA
"Eristalis tenax","M_017","Eristalis.tenax","Eristalis tenax","Apiaceae","Daucus","Daucus carota",5,NA,NA
"Eristalis tenax","M_017","Eristalis.tenax","Eristalis tenax","Asteraceae","Centaurea","Centaurea nigra",1,NA,NA
"Eristalis tenax","M_017","Eristalis.tenax","Eristalis tenax","Asteraceae","Eupatorium","Eupatorium cannabinum",4,NA,NA
"Eristalis tenax","M_017","Eristalis.tenax","Eristalis tenax","Asteraceae","Leontodon","Leontodon autumnalis",1,NA,NA
"Eristalis tenax","M_017","Eristalis.tenax","Eristalis tenax","Asteraceae","Leontodon","Leontodon hispidus",11,NA,NA
"Eristalis tenax","M_017","Eristalis.tenax","Eristalis tenax","Caprifoliaceae","Knautia","Knautia arvensis",10,NA,NA
"Eristalis tenax","M_017","Eristalis.tenax","Eristalis tenax","Fabaceae","Trifolium","Trifolium pratense",1,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax","Caryophyllaceae","Dianthus","Dianthus longicalyx",2,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax","Hydrangeaceae","Philadelphus","Philadelphus satsumi",1,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax","Polygonaceae","Reynoutria","Reynoutria japonica",4,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax","Ranunculaceae","Ranunculus","Ranunculus japonicus",1,NA,NA
"Eristalis tenax","M_019","Eristalis.tenax","Eristalis tenax","Asteraceae","Craspedia","Craspedia.sp1.M.PL.019",2,NA,NA
"Eristalis tenax","M_019","Eristalis.tenax","Eristalis tenax","Thymelaeaceae","Pimelea","Pimelea ligustrina",3,NA,NA
"Eristalis tenax","M_023","Eristalis.tenax","Eristalis tenax","Rhamnaceae","Ochetophila","Ochetophila trinervis",1,NA,NA
"Eristalis tenax","M_028","Eristalis.tenax","Eristalis tenax","Asteraceae","Cirsium","Cirsium arvense",1,NA,NA
"Eristalis tenax","M_028","Eristalis.tenax","Eristalis tenax","Rosaceae","Rosa","Rosa rubiginosa",1,NA,NA
"Eristalis tenax","M_028","Eristalis.tenax","Eristalis tenax",NA,NA,"Hebe salicifolia",1,NA,NA
"Eristalis tenax","M_029","Eristalis.tenax","Eristalis tenax","Asteraceae","Celmisia","Celmisia discolor",1,NA,NA
"Eristalis tenax","M_029","Eristalis.tenax","Eristalis tenax","Asteraceae","Pilosella","Pilosella piloselloides subsp. praealta",1,NA,NA
"Eristalis tenax","M_034","Eristalis.tenax","Eristalis tenax","Proteaceae","Gevuina","Gevuina avellana",1,NA,NA
"Eristalis tenax","M_044","Eristalis.tenax","Eristalis tenax","Euphorbiaceae","Mallotus","Mallotus japonicus",2,NA,NA
"Eristalis tenax","M_044","Eristalis.tenax","Eristalis tenax","Theaceae","Schima","Schima wallichii",5,NA,NA
"Eristalis tenax","M_047","Eristalis.tenax","Eristalis tenax","Asteraceae","Hypochaeris","Hypochaeris radicata",1,NA,NA
"Eristalis tenax","M_047","Eristalis.tenax","Eristalis tenax","Asteraceae","Solidago","Solidago virgaurea",1,NA,NA
"Eristalis tenax","M_047","Eristalis.tenax","Eristalis tenax","Ericaceae","Calluna","Calluna vulgaris",1,NA,NA
"Eristalis tenax","M_047","Eristalis.tenax","Eristalis tenax","Ericaceae","Erica","Erica tetralix",1,NA,NA
"Eristalis tenax","M_047","Eristalis.tenax","Eristalis tenax","Rosaceae","Potentilla","Potentilla erecta",1,NA,NA
"Eristalis tenax","M_053","Eristalis.tenax","Eristalis tenax","Asteraceae","Anaphalis","Anaphalis margaritacea",1,NA,NA
"Eristalis tenax","M_053","Eristalis.tenax","Eristalis tenax","Asteraceae","Cirsium","Cirsium japonicum",1,NA,NA
"Eristalis tenax","M_053","Eristalis.tenax","Eristalis tenax","Asteraceae","Ixeris","Ixeridium dentatum subsp. dentatum",1,NA,NA
"Eristalis tenax","M_053","Eristalis.tenax","Eristalis tenax","Asteraceae","Ligularia","Ligularia fischeri",1,NA,NA
"Eristalis tenax","M_053","Eristalis.tenax","Eristalis tenax","Asteraceae","Ligularia","Ligularia japonica",1,NA,NA
"Eristalis tenax","M_053","Eristalis.tenax","Eristalis tenax","Asteraceae","Saussurea","Saussurea gracilis",1,NA,NA
"Eristalis tenax","M_053","Eristalis.tenax","Eristalis tenax","Caprifoliaceae","Valeriana","Valeriana fauriei",1,NA,NA
"Eristalis tenax","M_053","Eristalis.tenax","Eristalis tenax","Ericaceae","Rhododendron","Rhododendron kiusianum",1,NA,NA
"Eristalis tenax","M_053","Eristalis.tenax","Eristalis tenax","Ranunculaceae","Ranunculus","Ranunculus japonicus",1,NA,NA
"Eristalis tenax","M_053","Eristalis.tenax","Eristalis tenax","Rosaceae","Spiraea","Spiraea japonica",1,NA,NA
"Eristalis tenax","M_053","Eristalis.tenax","Eristalis tenax","Viburnaceae","Viburnum","Viburnum dilatatum",1,NA,NA
"Eristalis tenax","M_053","Eristalis.tenax","Eristalis tenax","Viburnaceae","Viburnum","Viburnum erosum",1,NA,NA
"Eristalis tenax","M_053","Eristalis.tenax","Eristalis tenax",NA,NA,"Benthamidia japonica",1,NA,NA
"Eristalis tenax","M_053","Eristalis.tenax","Eristalis tenax",NA,NA,"Hemerocallis vespertina",1,NA,NA
"Eristalis tenax","M_053","Eristalis.tenax","Eristalis tenax",NA,NA,"Polygonum cuspidatum",1,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax","Asteraceae","Anaphalis","Anaphalis margaritacea",5,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax","Asteraceae","Aster","Aster ageratoides",1,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax","Asteraceae","Aster","Aster microcephalus var. ovatus",5,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax","Asteraceae","Cirsium","Cirsium pulchellum",2,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax","Asteraceae","Eupatorium","Eupatorium chinense",3,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax","Asteraceae","Senecio","Senecio nemorensis",3,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax","Asteraceae","Serratula","Serratula coronata subsp. insularis",10,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax","Asteraceae","Solidago","Solidago virgaurea subsp. asiatica",1,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax","Brassicaceae","Arabidopsis","Arabidopsis lyrata subsp. kamchatica",1,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax","Caprifoliaceae","Scabiosa","Scabiosa japonica",42,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax","Ranunculaceae","Trollius","Trollius hondoensis",3,NA,NA
