"esp","ID","especie","sp.armonizado","Familia.planta","Genero.planta","Especie.planta.nuevo","interaccionn","Aceptado","Bases.de.datos"
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax","Rosaceae","Filipendula","Filipendula multijuga",7,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax","Rosaceae","Malus","Malus toringo",2,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax",NA,NA,"Cimicifuga simplex",2,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax",NA,NA,"Libanotis coreana",11,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax",NA,NA,"Lychnis gracillima",1,NA,NA
"Eristalis tenax","M_056","Eristalis.tenax","Eristalis tenax",NA,NA,"Senecio cannabifolius",3,NA,NA
"Eristalis tenax","M_062","Eristalis.tenax","Eristalis tenax","Onagraceae","Oenothera","Oenothera fruticosa",1,NA,NA
"Eristalis tenax","M_072","Eristalis.tenax","Eristalis tenax","Asteraceae","Senecio","Senecio madagascariensis",1,NA,NA
"Eristalis tenax","M_072","Eristalis.tenax","Eristalis tenax","Asteraceae","Gyptis","Gyptis lanigera",1,NA,NA
"Eristalis tenax","M_072","Eristalis.tenax","Eristalis tenax","Asteraceae","Senecio","Senecio bravensis",1,NA,NA
"Eristalis ventralis","M_015","Eristalis.ventralis","Eristalis ventralis","Brassicaceae","Hirschfeldia","Hirschfeldia incana",1,NA,NA
"Eristalis vinatorum","M_035","Eristalis.vinatorum","Eristalis vinatorum","Asteraceae","Mikania","Mikania micrantha",1,NA,NA
"Eristalis vinatorum","M_035","Eristalis.vinatorum","Eristalis vinatorum","Asteraceae","Spilanthes","Spilanthes urens",1,NA,NA
"Eristalis vinatorum","M_035","Eristalis.vinatorum","Eristalis vinatorum","Fabaceae","Bauhinia","Bauhinia divaricata",1,NA,NA
"Eristalis vinatorum","M_035","Eristalis.vinatorum","Eristalis vinatorum",NA,NA,"Borreria laevis",1,NA,NA
"Eristalis vinatorum","M_035","Eristalis.vinatorum","Eristalis vinatorum",NA,NA,"Cordia globosa",1,NA,NA
"Eristalix tenax","M_11.1","Eristalix.tenax","Eristalix tenax","Apiaceae","Crithmum","Crithmum maritimum",12,NA,NA
"Eristalodes seychellarum","M_061","Eristalodes.seychellarum","Eristalodes seychellarum","Dilleniaceae","Dillenia","Dillenia ferruginea",1,NA,NA
"Eristalodes taeniops","M_016","Eristalodes.taeniops","Eristalodes taeniops","Ericaceae","Calluna","Calluna vulgaris",1,NA,NA
"Eristalodes taeniops","M_016","Eristalodes.taeniops","Eristalodes taeniops","Plumbaginaceae","Armeria","Armeria velutina",1,NA,NA
"Eristalodes taeniops","M_016","Eristalodes.taeniops","Eristalodes taeniops","Thymelaeaceae","Daphne","Daphne gnidium",1,NA,NA
"Eristalomya tenax","M_021","Eristalomya.tenax","Eristalomya tenax","Asteraceae","Ixeris","Ixeridium dentatum subsp. dentatum",1,NA,NA
"Eristalomya tenax","M_021","Eristalomya.tenax","Eristalomya tenax","Asteraceae","Kitamuria","Kitamuria glehnii",1,NA,NA
"Eristalomya tenax","M_021","Eristalomya.tenax","Eristalomya tenax","Hydrangeaceae","Hydrangea","Hydrangea paniculata",1,NA,NA
"Eristalomya tenax","M_021","Eristalomya.tenax","Eristalomya tenax","Polygonaceae","Persicaria","Persicaria senticosa",1,NA,NA
"Eristalomya tenax","M_021","Eristalomya.tenax","Eristalomya tenax","Rosaceae","Rosa","Rosa multiflora",1,NA,NA
"Eristalomya tenax","M_021","Eristalomya.tenax","Eristalomya tenax","Simaroubaceae","Brucea","Brucea javanica",1,NA,NA
"Eristalomya tenax","M_021","Eristalomya.tenax","Eristalomya tenax",NA,NA,"Stenactis annuus",1,NA,NA
"Eristalomya tenax","M_054","Eristalomya.tenax","Eristalomya tenax",NA,NA,"Stenactis annuus",1,NA,NA
"Eristalomya tenax","M_057","Eristalomya.tenax","Eristalomya tenax","Polygonaceae","Persicaria","Persicaria thunbergii",1,NA,NA
"Eristalomya tenax","M_057","Eristalomya.tenax","Eristalomya tenax","Rosaceae","Prunus","Prunus jamasakura",1,NA,NA
"Eristalomya tenax","M_057","Eristalomya.tenax","Eristalomya tenax","Rosaceae","Rubus","Rubus crataegifolius",2,NA,NA
"Eristatinus viridis","M_055","Eristatinus.viridis","Eristatinus viridis","Polygonaceae","Persicaria","Persicaria thunbergii",1,NA,NA
"Eristatis cerealis","M_057","Eristatis.cerealis","Eristatis cerealis","Rutaceae","Orixa","Orixa japonica",1,NA,NA
"Erizoa olivalis","M_005","Erizoa.olivalis","Erizoa olivalis","Asteraceae","Cirsium","Cirsium hookerianum",1,NA,NA
"Ernestia rudis","M_047","Ernestia.rudis","Ernestia rudis","Salicaceae","Salix","Salix repens",1,NA,NA
"Eroessa chilensis","M_034","Eroessa.chilensis","Eroessa chilensis","Cunoniaceae","Eucryphia","Eucryphia cordifolia",1,NA,NA
"Erylaeus macroupinensis","M_032","Erylaeus.macroupinensis","Erylaeus macroupinensis","Ranunculaceae","Enemion","Enemion biternatum",1,NA,NA
"Erynnis leonardus snowi","M_005","Erynnis.leonardus.snowi","Erynnis leonardus snowi","Lamiaceae","Monarda","Monarda fistulosa",1,NA,NA
"Erynnis leonardus snowi","M_005","Erynnis.leonardus.snowi","Erynnis leonardus snowi",NA,NA,"Chamaenerium angustifolium",1,NA,NA
"Erynnis montanus","M_057","Erynnis.montanus","Erynnis montanus","Rosaceae","Rubus","Rubus crataegifolius",1,NA,NA
"Erythronychia aliena","M_027","Erythronychia.aliena","Erythronychia aliena",NA,NA,"Cassinia vauvilliersi",1,NA,NA
"Erythronychia aliena","M_027","Erythronychia.aliena","Erythronychia aliena",NA,NA,"Hebe odora",1,NA,NA
"Erythronychia aliena","M_029","Erythronychia.aliena","Erythronychia aliena","Orobanchaceae","Euphrasia","Euphrasia zelandica",1,NA,NA
"Erythronychia aliena","M_029","Erythronychia.aliena","Erythronychia aliena","Violaceae","Viola","Viola cunninghamii",1,NA,NA
"Erythronychia aliena","M_029","Erythronychia.aliena","Erythronychia aliena",NA,NA,"Cassinia vauvilliersii",1,NA,NA
"Erythronychia aliena","M_029","Erythronychia.aliena","Erythronychia aliena",NA,NA,"Hebe odora",1,NA,NA
"Erythronychia aliena","M_029","Erythronychia.aliena","Erythronychia aliena",NA,NA,"Hebe pinguifolia",1,NA,NA
"Estheria simonyi","M_008","Estheria.simonyi","Estheria simonyi","Boraginaceae","Echium","Echium wildpretii",1,NA,NA
"Estheria simonyi","M_008","Estheria.simonyi","Estheria simonyi","Caprifoliaceae","Pterocephalus","Pterocephalus lasiospermus",1,NA,NA
"Estheria simonyi","M_008","Estheria.simonyi","Estheria simonyi","Lamiaceae","Mentha","Mentha longifolia",1,NA,NA
"Etcheverrius chilensis","M_001","Etcheverrius.chilensis","Etcheverrius chilensis","Asteraceae","Chuquiraga","Chuquiraga oppositifolia",1,NA,NA
"Etcheverrius chilensis","M_001","Etcheverrius.chilensis","Etcheverrius chilensis","Asteraceae","Noticastrum","Noticastrum sericeum",1,NA,NA
"Etcheverrius chilensis","M_001","Etcheverrius.chilensis","Etcheverrius chilensis","Asteraceae","Perezia","Perezia carthamoides",1,NA,NA
"Etcheverrius chilensis","M_001","Etcheverrius.chilensis","Etcheverrius chilensis","Asteraceae","Senecio","Senecio bustillosianus",1,NA,NA
"Etcheverrius chilensis","M_001","Etcheverrius.chilensis","Etcheverrius chilensis","Fabaceae","Anarthrophyllum","Anarthrophyllum cumingii",1,NA,NA
"Etcheverrius chilensis","M_001","Etcheverrius.chilensis","Etcheverrius chilensis",NA,NA,"Mustisia acerosa",1,NA,NA
"Etcheverrius chilensis","M_001","Etcheverrius.chilensis","Etcheverrius chilensis",NA,NA,"Mustisia sinuata",1,NA,NA
"Etcheverrius chilensis","M_001","Etcheverrius.chilensis","Etcheverrius chilensis",NA,NA,"Mustisia subulata",1,NA,NA
"Etcheverrius chilensis","M_001","Etcheverrius.chilensis","Etcheverrius chilensis",NA,NA,"Senecio erucaeformis",1,NA,NA
"Etcheverrius chilensis","M_002","Etcheverrius.chilensis","Etcheverrius chilensis","Asteraceae","Chuquiraga","Chuquiraga oppositifolia",1,NA,NA
"Etcheverrius chilensis","M_002","Etcheverrius.chilensis","Etcheverrius chilensis","Asteraceae","Senecio","Senecio bustillosianus",1,NA,NA
"Etcheverrius chilensis","M_002","Etcheverrius.chilensis","Etcheverrius chilensis","Asteraceae","Senecio","Senecio crithmoides",1,NA,NA
"Etcheverrius chilensis","M_002","Etcheverrius.chilensis","Etcheverrius chilensis","Asteraceae","Senecio","Senecio francisci",1,NA,NA
"Etcheverrius chilensis","M_002","Etcheverrius.chilensis","Etcheverrius chilensis","Asteraceae","Senecio","Senecio.sp",1,NA,NA
"Etcheverrius chilensis","M_002","Etcheverrius.chilensis","Etcheverrius chilensis",NA,NA,"Mustisia sinuata",1,NA,NA
"Etcheverrius chilensis","M_002","Etcheverrius.chilensis","Etcheverrius chilensis",NA,NA,"Senecio erucaeformis",1,NA,NA
"Euapis basalis","M_054","Euapis.basalis","Euapis basalis","Lamiaceae","Vitex","Vitex negundo var. negundo",5,NA,NA
"Euaresta bella","M_062","Euaresta.bella","Euaresta bella","Asteraceae","Symphyotrichum","Symphyotrichum anomalum",1,NA,NA
"Euaresta bella","M_062","Euaresta.bella","Euaresta bella","Lamiaceae","Agastache","Agastache scrophulariifolia",1,NA,NA
"Eucera albofasciata","M_015","Eucera.albofasciata","Eucera albofasciata","Asparagaceae","Muscari","Muscari comosum",1,NA,NA
"Eucera albofasciata","M_015","Eucera.albofasciata","Eucera albofasciata","Asphodelaceae","Asphodelus","Asphodelus aestivus",1,NA,NA
"Eucera albofasciata","M_015","Eucera.albofasciata","Eucera albofasciata","Boraginaceae","Alkanna","Alkanna tinctoria",1,NA,NA
"Eucera albofasciata","M_015","Eucera.albofasciata","Eucera albofasciata","Fabaceae","Lathyrus","Lathyrus cicera",1,NA,NA
"Eucera albofasciata","M_015","Eucera.albofasciata","Eucera albofasciata","Fabaceae","Medicago","Medicago lupulina",1,NA,NA
"Eucera albofasciata","M_015","Eucera.albofasciata","Eucera albofasciata","Fabaceae","Trifolium","Trifolium stellatum",1,NA,NA
"Eucera albofasciata","M_015","Eucera.albofasciata","Eucera albofasciata","Lamiaceae","Salvia","Salvia verbenaca",1,NA,NA
"Eucera albofasciata","M_015","Eucera.albofasciata","Eucera albofasciata","Orchidaceae","Ophrys","Ophrys lutea",1,NA,NA
"Eucera albofasciata","M_015","Eucera.albofasciata","Eucera albofasciata","Orchidaceae","Ophrys","Ophrys sphegodes",1,NA,NA
"Eucera albofasciata","M_015","Eucera.albofasciata","Eucera albofasciata","Orchidaceae","Ophrys","Ophrys tenthredinifera",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Amaryllidaceae","Allium","Allium neapolitanum",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Asparagaceae","Muscari","Muscari commutatum",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Asparagaceae","Muscari","Muscari neglectum",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Asparagaceae","Ornithogalum","Ornithogalum exscapum",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Asphodelaceae","Asphodelus","Asphodelus aestivus",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Asteraceae","Bellis","Bellis annua",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Asteraceae","Calendula","Calendula arvensis",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Asteraceae","Carduus","Carduus pycnocephalus",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Asteraceae","Crupina","Crupina crupinastrum",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Asteraceae","Gelasia","Gelasia lanata",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Asteraceae","Hypochaeris","Hypochaeris achyrophorus",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Asteraceae","Phagnalon","Phagnalon graecum",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Asteraceae","Reichardia","Reichardia picroides",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Asteraceae","Scorzonera","Scorzonera cana",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Asteraceae","Senecio","Senecio vulgaris",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Boraginaceae","Anchusella","Anchusella variegata",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Brassicaceae","Hirschfeldia","Hirschfeldia incana",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Brassicaceae","Sisymbrium","Sisymbrium orientale",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Caprifoliaceae","Scabiosa","Scabiosa atropurpurea",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Fabaceae","Medicago","Medicago lupulina",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Geraniaceae","Erodium","Erodium cicutarium",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Geraniaceae","Erodium","Erodium malacoides",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Lamiaceae","Pseudodictamnus","Pseudodictamnus acetabulosus",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Lamiaceae","Stachys","Stachys cretica",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Malvaceae","Malva","Malva sylvestris",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Papaveraceae","Papaver","Papaver rhoeas",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Plantaginaceae","Globularia","Globularia alypum",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Ranunculaceae","Ranunculus","Ranunculus sprunerianus",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata","Resedaceae","Reseda","Reseda alba",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata",NA,NA,"Chamomilla recutita",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata",NA,NA,"Chrysanthemum coronarium",1,NA,NA
"Eucera bidentata","M_015","Eucera.bidentata","Eucera bidentata",NA,NA,"Cistus salvifolius",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Apiaceae","Scandix","Scandix australis",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Asparagaceae","Muscari","Muscari comosum",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Asphodelaceae","Asphodelus","Asphodelus aestivus",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Asteraceae","Calendula","Calendula arvensis",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Asteraceae","Carduus","Carduus pycnocephalus",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Asteraceae","Crupina","Crupina crupinastrum",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Asteraceae","Gelasia","Gelasia lanata",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Asteraceae","Hypochaeris","Hypochaeris achyrophorus",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Asteraceae","Phagnalon","Phagnalon graecum",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Asteraceae","Scorzonera","Scorzonera cana",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Boraginaceae","Anchusa","Anchusa undulata",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Boraginaceae","Echium","Echium angustifolium",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Brassicaceae","Hirschfeldia","Hirschfeldia incana",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Brassicaceae","Sisymbrium","Sisymbrium orientale",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Caprifoliaceae","Scabiosa","Scabiosa atropurpurea",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Caryophyllaceae","Petrorhagia","Petrorhagia dubia",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Cistaceae","Cistus","Cistus parviflorus",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Cistaceae","Fumana","Fumana thymifolia",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Fabaceae","Ebenus","Ebenus sibthorpii",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Fabaceae","Lathyrus","Lathyrus cicera",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Fabaceae","Trifolium","Trifolium repens",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Fabaceae","Trifolium","Trifolium stellatum",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Geraniaceae","Erodium","Erodium malacoides",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Lamiaceae","Phlomis","Phlomis fruticosa",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Lamiaceae","Pseudodictamnus","Pseudodictamnus acetabulosus",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Lamiaceae","Satureja","Satureja thymbra",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Lamiaceae","Stachys","Stachys cretica",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Papaveraceae","Papaver","Papaver rhoeas",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Ranunculaceae","Ranunculus","Ranunculus sprunerianus",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata","Resedaceae","Reseda","Reseda alba",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata",NA,NA,"Chamomilla recutita",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata",NA,NA,"Chrysanthemum coronarium",1,NA,NA
"Eucera clypeata","M_015","Eucera.clypeata","Eucera clypeata",NA,NA,"Salvia triloba",1,NA,NA
"Eucera furfurea","M_015","Eucera.furfurea","Eucera furfurea","Asparagaceae","Muscari","Muscari comosum",1,NA,NA
"Eucera furfurea","M_015","Eucera.furfurea","Eucera furfurea","Asphodelaceae","Asphodelus","Asphodelus aestivus",1,NA,NA
"Eucera furfurea","M_015","Eucera.furfurea","Eucera furfurea","Asteraceae","Carduus","Carduus pycnocephalus",1,NA,NA
"Eucera furfurea","M_015","Eucera.furfurea","Eucera furfurea","Asteraceae","Crupina","Crupina crupinastrum",1,NA,NA
"Eucera furfurea","M_015","Eucera.furfurea","Eucera furfurea","Boraginaceae","Anchusa","Anchusa undulata",1,NA,NA
"Eucera furfurea","M_015","Eucera.furfurea","Eucera furfurea","Caprifoliaceae","Scabiosa","Scabiosa atropurpurea",1,NA,NA
"Eucera furfurea","M_015","Eucera.furfurea","Eucera furfurea","Lamiaceae","Prasium","Prasium majus",1,NA,NA
"Eucera furfurea","M_015","Eucera.furfurea","Eucera furfurea","Lamiaceae","Satureja","Satureja thymbra",1,NA,NA
"Eucera furfurea","M_015","Eucera.furfurea","Eucera furfurea","Malvaceae","Malva","Malva sylvestris",1,NA,NA
"Eucera furfurea","M_015","Eucera.furfurea","Eucera furfurea","Papaveraceae","Papaver","Papaver rhoeas",1,NA,NA
"Eucera furfurea","M_015","Eucera.furfurea","Eucera furfurea",NA,NA,"Chrysanthemum coronarium",1,NA,NA
"Eucera furfurea","M_015","Eucera.furfurea","Eucera furfurea",NA,NA,"Cistus salvifolius",1,NA,NA
"Eucera furfurea","M_015","Eucera.furfurea","Eucera furfurea",NA,NA,"Gagea granatelli",1,NA,NA
"Eucera gracilipes","M_039","Eucera.gracilipes","Eucera gracilipes","Zygophyllaceae","Fagonia","Fagonia scabra",1,"Eucera gracilipes","GBIF"
"Eucera gracilipes","M_050","Eucera.gracilipes","Eucera gracilipes","Brassicaceae","Parolinea","Parolinia intermedia",1,"Eucera gracilipes","GBIF"
"Eucera gracilipes","M_050","Eucera.gracilipes","Eucera gracilipes","Lamiaceae","Lavandula","Lavandula buchii",1,"Eucera gracilipes","GBIF"
"Eucera gracilipes","M_050","Eucera.gracilipes","Eucera gracilipes","Boraginaceae","Echium","Echium bonnetii",1,"Eucera gracilipes","GBIF"
"Eucera gracilipes","M_050","Eucera.gracilipes","Eucera gracilipes","Convolvulaceae","Convolvulus","Convolvulus.sp1.M.PL.050",1,"Eucera gracilipes","GBIF"
"Eucera gracilipes","M_008","Eucera.gracilipes","Eucera gracilipes",NA,NA,"Spartocytisus supranubius",1,"Eucera gracilipes","GBIF"
"Eucera gracilipes","M_039","Eucera.gracilipes","Eucera gracilipes","Asteraceae","Argyranthemum","Argyranthemum frutescens",1,"Eucera gracilipes","GBIF"
"Eucera gracilipes","M_039","Eucera.gracilipes","Eucera gracilipes","Lamiaceae","Sideritis","Sideritis nervosa",1,"Eucera gracilipes","GBIF"
